blind_id,run,eventno,evt,event_index,group,stave,stave_index,channel,amplitude_adc,dup_amplitude_adc,dup_cfd20_sample,peak_sample,area_norm,late_fraction,early_fraction,width_half,baseline_mad,baseline_slope,raw_max_adc,saturation_count,secondary_peak,secondary_sep,post_peak_min,undershoot_area,cfd20_sample,timing_span_dup,amplitude_log,dup_amplitude_log,baseline_mad_log,baseline_slope_scaled,baseline_slope_abs_scaled,charge_bias_log,charge_bias_abs,dropout_depth,secondary_fraction,timing_tail_gt5,dropout_harm,cfd20_centered,n_selected_event,downstream_any,three_stave_event,current_group,current_nA,taxon,label_baseline_excursion,label_pileup_or_long_tail,q_template_rmse,template_bin,_row,subtype_true,ledger_subtype_visible_to_reviewer,z_baseline_mad,z_abs_slope,z_early_fraction,z_late_fraction,z_timing_span,z_charge_bias,z_dropout_depth,z_secondary_fraction,shape_score,endpoint_score,hybrid_score,reviewer_shape_physical,reviewer_endpoint_physical,reviewer_hybrid_physical,reviewer_votes,reviewer_consensus_physical,reviewer_unanimous
P09I0011,45,13606,12253,9308,sample_i_analysis,B2,0,0,3420.5,4095.5,,3,3.0711884,0.04925463,0.28542563,4,2069.5,5753.0,12509.0,1,0.50767434,2,-0.40915072,-1.0726502,1.689344,18.0,8.137835,8.317888,7.6355453,5.753,5.753,-0.18005371,0.18005371,0.40915072,0.02500531,True,True,-2.392283,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.5551883,3,255333,early_sample_offset,False,0.46655611900584243,0.07635817407994659,0.21636472038312096,0.18254929892870725,1.0,0.14888253070414523,0.1779606382642423,0.1165776136786061,0.3670499045119468,0.14464936967574316,0.49397775322381454,False,False,False,0,False,True
P09I0012,48,90226,706,25318,sample_i_analysis,B2,0,0,5284.5,4470.5,,5,3.2214968,0.0,0.20406717,5,2446.0,6506.0,15719.0,1,0.54262465,2,-0.066136815,-0.24325858,1.7610275,18.0,8.572722,8.405479,7.802618,6.506,6.506,0.167243,0.167243,0.066136815,0.0,True,False,-2.3205996,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.5051192,4,292217,rising_edge_distortion,False,0.6117463316815458,0.2858215805724777,0.1112509788862089,0.0,1.0,0.134025518864303,0.028766293775956485,0.0,0.4122790087782672,0.038494709158143146,0.3732630640983795,False,False,False,0,False,True
P09I0013,47,63119,8271,9183,sample_i_analysis,B2,0,0,4063.5,4653.5,,3,3.1861696,0.08432007,0.29965636,2,2264.0,6594.0,13409.0,1,0.47212994,2,-0.33382553,-0.67712563,1.7034293,18.0,8.310046,8.44559,7.72533,6.594,6.594,-0.13554382,0.13554382,0.33382553,0.039810028,True,True,-2.3781977,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.55806845,4,280288,early_sample_offset,False,0.5415614214372483,0.3103007037747921,0.2347505806185821,0.3125101064431815,1.0,0.09726291221929353,0.14519784882133158,0.18559890138208612,0.44076489880239245,0.17248527969854802,0.5285050606903198,False,False,False,0,False,True
P09I0014,57,358870,12391,1219,sample_i_analysis,B2,0,0,2778.5,4665.0,0.0,3,-2.0035992,0.0,0.55460197,3,2455.5,6275.0,13022.0,1,0.27874753,3,-0.8945474,-3.1646574,1.6302931,1.6302931,7.9300265,8.448057,7.806493,6.275,6.275,-0.51803064,0.51803064,0.8945474,0.0,False,True,-2.4513338,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.8338339,3,487712,early_sample_offset,False,0.6154098297437481,0.22156388216640244,0.564135956709926,0.0,0.004943129852579427,0.5408457591749734,0.3890845560814813,0.0,0.3777707894105474,0.21540158453991948,0.30167860714315875,False,False,False,0,False,True
P09I0015,45,21684,3429,17382,sample_i_analysis,B2,0,0,4641.5,5042.5,,5,-1.2325759,0.0,0.29986757,5,2887.5,7826.0,15978.0,1,0.83906066,2,-2.4424217,-3.8676078,1.686518,18.0,8.443008,8.525856,7.9684925,7.826,7.826,-0.082847595,0.082847595,2.4424217,0.0,True,True,-2.395109,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.0181127,4,259397,pretrigger_slope,False,0.7820025837302125,0.6530084286071935,0.23502346033313867,0.0,1.0,0.03614932532676459,1.0,0.0,0.7223469174955467,0.2286758380784235,0.6433477368951499,True,False,True,2,True,False
P09I0016,45,6721,5864,2427,sample_i_analysis,B2,0,0,5264.0,6689.0,,4,-0.4057748,0.025340732,0.32147232,5,3078.5,8535.0,15460.0,1,0.81515956,3,-1.9369301,-3.8915274,1.6914182,18.0,8.568836,8.808369,8.032522,8.535,8.535,-0.23953247,0.23953247,1.9369301,0.02065674,True,True,-2.3902087,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.076689,4,252217,pretrigger_slope,False,0.855658176349228,0.8502322734985674,0.26293642853098076,0.09391874146532535,1.0,0.21786205186566815,0.8424702683383343,0.09630408323589709,0.7686506715601654,0.2793362524102285,0.6763155541499339,True,False,True,2,True,False
P09I0017,50,141507,15240,12522,sample_i_analysis,B2,0,0,3015.5,4082.0,0.0,3,2.0888743,0.060205676,0.31313464,3,2262.5,5745.0,12526.0,1,0.49726415,2,-0.5695573,-1.5055547,1.6679476,1.6679476,8.011852,8.314588,7.7246675,5.745,5.745,-0.30273533,0.30273533,0.5695573,0.029938124,False,True,-2.4136791,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.6204395,3,319382,early_sample_offset,False,0.5409829743747953,0.07413279924337256,0.25216428829868076,0.22313646342138588,0.0072320143845905635,0.2911605372214283,0.24772968903991796,0.1395749564366211,0.2446308895975401,0.2091892633097722,0.25429885198848623,False,False,False,0,False,True
P09I0018,47,61161,6456,7225,sample_i_analysis,B2,0,0,4105.5,6094.0,0.0,3,-3.5676532,0.0,0.7108803,3,3422.0,9051.0,15824.0,1,0.080014616,2,-0.75569355,-4.041043,1.6499178,1.6499178,8.320327,8.715224,8.138272,9.051,9.051,-0.39489746,0.39489746,0.75569355,0.0,False,True,-2.431709,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.9236259,4,279269,pretrigger_slope,False,0.9881225536509654,0.9937689504575928,0.766044891333186,0.0,0.006136046297502589,0.3980440633175679,0.3286898932749553,0.0,0.68687664283064,0.16784235171670647,0.3906044581460978,True,False,False,1,False,False
P09I0019,57,385066,3989,27413,sample_i_analysis,B2,0,0,6020.0,3938.0,,5,1.5679401,0.026614917,0.16380848,3,2068.0,5697.0,16274.0,1,0.8131229,2,-1.7033223,-1.7456812,1.8219252,18.0,8.703009,8.278682,7.6348205,5.697,5.697,0.4243269,0.4243269,1.7033223,0.0216412,True,True,-2.2597017,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.75759363,4,499121,tail_recovery_dropout,False,0.4659776719433894,0.06078055022392835,0.05923743863895843,0.09864117219834424,1.0,0.43217437604183745,0.740862251636065,0.10089374829352048,0.424942225975807,0.3104740735524749,0.5700415418396159,False,False,True,1,False,False
P09I0020,48,70272,14917,5365,sample_i_analysis,B2,0,0,4339.0,4689.0,,5,2.7047706,0.0,0.2549809,4,2566.0,6790.0,14918.0,1,0.69347775,2,-0.118921414,-0.5731735,1.7043806,18.0,8.375629,8.453188,7.850493,6.79,6.79,-0.07755852,0.07755852,0.118921414,0.0,True,False,-2.3772464,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.57866937,4,283288,rising_edge_distortion,False,0.6580220966777859,0.364822387270856,0.17703064892745082,0.0,1.0,0.030015406918119537,0.05172502382184785,0.0,0.4587846386996666,0.018583202901155216,0.38230506614427945,False,False,False,0,False,True
P09I0021,50,166745,6102,37757,sample_i_analysis,B2,0,0,3230.5,4112.0,,3,3.887943,0.07791679,0.25404334,6,2046.5,5559.0,12295.0,1,0.63658875,2,-0.4072125,-0.93143475,1.683083,18.0,8.080702,8.321908,7.624375,5.559,5.559,-0.24120617,0.24120617,0.4072125,0.049600955,True,True,-2.3985438,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.54216427,3,339614,early_sample_offset,False,0.4576865973815631,0.022392834293026236,0.17581933741199385,0.2887780375017599,1.0,0.2198030981243333,0.17711760695221987,0.23124532229674122,0.34435909339604676,0.20957571914729975,0.5083378362647378,False,False,False,0,False,True
P09I0022,45,15297,13830,10999,sample_i_analysis,B2,0,0,4598.0,3166.5,,8,-4.341453,0.0,0.23308559,2,1834.5,6422.0,16066.0,1,0.80208784,3,-0.3123097,-1.3799477,1.7502317,18.0,8.433594,8.060698,7.5150723,6.422,6.422,0.3728962,0.3728962,0.3123097,0.0,True,True,-2.3313951,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.2685522,4,256096,peak_phase_late,False,0.3759327458882056,0.26245514478845033,0.14874228216958993,0.0,1.0,0.37252846111351784,0.13583951055521554,0.0,0.3692396811595222,0.11929152298939169,0.4861006094106307,False,False,False,0,False,True
P09I0023,47,63281,8424,9345,sample_i_analysis,B2,0,0,2879.0,4033.5,0.0,3,1.6606462,0.0022488756,0.31232113,3,2073.0,5321.0,12059.0,1,0.49044806,5,-0.6033345,-1.9961793,1.6689554,1.6689554,7.9655457,8.302638,7.637234,5.321,5.321,-0.3370924,0.3370924,0.6033345,0.0011029567,False,True,-2.4126716,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.63240284,3,280348,early_sample_offset,False,0.4679058288182328,0.0,0.25111324726563816,0.008334864441330204,0.007293274999692632,0.3310055884147102,0.2624211261484215,0.005142110218862724,0.21001020418425365,0.14033048865077366,0.2191158355639093,False,False,False,0,False,True
P09I0024,57,364113,895,6462,sample_i_analysis,B2,0,0,5690.5,6187.5,,3,3.8081012,0.09900435,0.29182705,3,2574.5,8455.0,15194.0,1,0.5678763,2,-0.14963536,-0.14963536,1.7386454,18.0,8.646729,8.730448,7.853799,8.455,8.455,-0.0837183,0.0837183,0.14963536,0.056222223,True,False,-2.3429813,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.53067625,4,489903,pretrigger_slope,False,0.6612999633650195,0.8279785251328271,0.22463524574819255,0.36693351840004396,1.0,0.03715911123980219,0.0650840946155482,0.26211443061679474,0.5815006358799459,0.1679163815636726,0.47480178593083033,True,False,False,1,False,False
P09I0025,50,141685,15409,12700,sample_i_analysis,B2,0,0,8874.0,6309.0,0.0,5,7.7418303,0.3408789,0.15336205,15,5490.0,-10980.0,14364.0,1,0.85327923,4,0.5166779,0.0,0.0,0.0,9.090994,8.749891,8.610866,-10.98,10.98,0.3411026,0.3411026,-0.0,0.29086488,False,False,-4.081627,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.3964686,5,319535,pretrigger_slope,False,1.0,1.0,0.04574082940390669,1.0,0.0,0.33565635241453023,-0.0,1.0,0.5082333492927033,0.5205575245794873,0.3497888971165448,False,True,False,1,False,False
P09I0026,49,108893,1262,12266,sample_i_analysis,B2,0,0,6764.0,5734.0,,3,-0.031933784,0.32025984,0.22740795,4,1601.5,8399.0,15177.0,1,0.83707863,5,-1.2437906,-4.9751625,1.9313775,18.0,8.819517,8.654343,7.37932,8.399,8.399,0.16517448,0.16517448,1.2437906,0.26808268,True,True,-2.1502495,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.97921836,4,301076,early_sample_offset,False,0.28608063552050605,0.8124009012768089,0.1414068682092897,1.0,1.0,0.13162658655446616,0.5409883405388237,1.0,0.5413685523056497,0.5906078156916131,0.7048719651190694,True,True,True,3,True,True
P09I0027,48,72596,692,7688,sample_i_analysis,B2,0,0,3513.0,6942.0,2.270407,1,-10.28665,0.0,1.0,2,2756.0,3998.0,15881.0,1,0.56902933,2,-3.5206378,-11.28665,0.49013063,1.7802763,8.164511,8.8454895,7.9218984,3.998,3.998,-0.6809788,0.6809788,3.5206378,0.0,False,True,-3.5914962,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.3651719,3,284245,early_sample_offset,False,0.7312920579218327,0.0,1.0,0.0,0.014060080722768464,0.7298222282700121,1.0,0.0,0.5323855479753195,0.39515733478480286,0.4153645801384416,True,False,False,1,False,False
P09I0028,45,48679,11743,44368,sample_i_analysis,B2,0,0,3576.0,5598.0,0.0,3,-2.7550335,0.0,0.6958843,3,3128.0,7874.0,14644.0,1,0.07270694,3,-0.7757271,-3.3176734,1.6334329,1.6334329,8.18228,8.630343,8.048469,7.874,7.874,-0.44806385,0.44806385,0.7757271,0.0,False,True,-2.448194,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.873264,3,273157,pretrigger_slope,False,0.8747469294101771,0.6663606776266378,0.7466703153212053,0.0,0.00513398724422209,0.4597029163953184,0.33740351192555573,0.0,0.5765674209020205,0.1845574725584987,0.3587824637765765,True,False,False,1,False,False
P09I0029,57,386066,4910,28413,sample_i_analysis,B2,0,0,7913.5,5178.5,,4,6.407405,0.238184,0.1503785,3,1200.5,8016.0,15854.0,1,0.48328805,2,0.16522399,0.0,2.070739,18.0,8.976452,8.552464,7.091326,8.016,8.016,0.42398834,0.42398834,-0.0,0.115111485,True,False,-2.0108879,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.34661776,5,499598,tail_recovery_dropout,False,0.13144245415807035,0.7058610809758269,0.04188613373435847,0.8827661930672347,1.0,0.43178173660745034,-0.0,0.5366629019316562,0.37112120158748124,0.4366682151536789,0.4946484016919944,False,False,False,0,False,True
P09I0030,45,10581,9441,6283,sample_i_analysis,B2,0,0,6970.5,6411.0,,3,5.240657,0.1794083,0.22043909,3,2049.0,9083.0,15856.0,1,0.68223226,2,0.085718386,0.0,1.8510703,18.0,8.849586,8.765926,7.625595,9.083,9.083,0.08365917,0.08365917,-0.0,0.12239813,True,False,-2.2305565,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.4678443,4,253954,early_sample_offset,False,0.4586506758189847,1.0,0.13240322005065727,0.6649295586423284,1.0,0.03709053618735859,-0.0,0.5706340738876585,0.5430817553220544,0.2863834569268434,0.5020181721646253,True,False,False,1,False,False
P09I0031,48,84296,11598,19388,sample_i_analysis,B2,0,0,6245.5,5502.5,,4,5.9167404,0.18997493,0.19270587,3,1663.0,7845.0,14697.0,1,0.4613722,3,0.014970779,0.0,1.8851681,18.0,8.739777,8.613139,7.41698,7.845,7.845,0.12663746,0.12663746,-0.0,0.08764915,True,False,-2.1964588,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.4345882,4,289284,tail_recovery_dropout,False,0.3097969650810791,0.6582936938440569,0.09657237322837238,0.7040919865915191,1.0,0.08693390656934148,-0.0,0.4086303568305371,0.41592072462476126,0.28339075091515326,0.45776590168357095,False,False,False,0,False,True
P09I0032,45,16784,15220,12484,sample_i_analysis,B2,0,0,3374.5,3775.0,0.0,6,-4.6519485,0.0,0.31440443,4,1929.5,7801.0,16354.0,1,0.6064602,4,-0.8737591,-5.9302115,1.6445712,1.6445712,8.124299,8.236421,7.565534,7.801,7.801,-0.11212158,0.11212158,0.8737591,0.0,False,True,-2.4370556,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.96809083,3,256826,rising_edge_distortion,False,0.412567726510229,0.6460541322428998,0.25380483530283204,0.0,0.005811045300573902,0.0700993516519537,0.38004265793590664,0.0,0.36974206350330213,0.10043322914236835,0.25985959949952797,False,False,False,0,False,True
P09I0033,45,6826,5959,2532,sample_i_analysis,B2,0,0,1742.5,5752.5,2.9623792,2,-29.399714,0.0,1.0,1,1242.5,6928.0,15483.0,1,0.0,2,-3.1337159,-26.849928,1.4390342,1.523345,7.4636497,8.657563,7.125685,6.928,6.928,-1.1939135,1.1939135,3.1337159,0.0,False,True,-2.6425927,1,0,0,high_20nA,20.0,baseline_excursion,True,False,2.3632412,2,252284,early_sample_offset,False,0.1476389719067544,0.4032101032017581,1.0,0.0,0.0,1.0,1.0,0.0,0.47515655746417806,0.45999999999999996,0.41795322953782055,False,False,False,0,False,True
P09I0034,55,285022,9050,3620,sample_i_analysis,B2,0,0,5966.0,5666.0,,4,5.7836075,0.18390863,0.20240927,3,1882.0,7924.0,14687.0,2,0.4785451,3,0.017264498,0.0,1.8327384,18.0,8.693999,8.642415,7.5406218,7.924,7.924,0.051584244,0.051584244,-0.0,0.088008575,True,False,-2.2488885,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.4440333,4,432259,tail_recovery_dropout,False,0.3942502361992173,0.6802692703552256,0.10910900038725833,0.6816088451672262,1.0,0.0,-0.0,0.41030603726786957,0.44540930636675713,0.2564994426096825,0.4586489746519895,False,False,False,0,False,True
P09I0035,50,165119,4558,36132,sample_i_analysis,B2,0,0,5579.5,4342.5,,7,-1.3054934,0.011936436,0.22759782,3,2331.0,6313.0,16071.0,1,0.71072674,3,-0.0755444,-0.19903217,1.7773801,18.0,8.627033,8.376435,7.7544813,6.313,6.313,0.25059795,0.25059795,0.0755444,0.008483545,True,False,-2.304247,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.0323825,4,338294,peak_phase_late,False,0.567398723560149,0.2321344126401291,0.14165217700812904,0.04423925270593612,1.0,0.23069506169678114,0.03285813511776107,0.03955125657850554,0.3939906206395747,0.08131079634335792,0.3816024817741971,False,False,False,0,False,True
P09I0036,49,110900,3152,14271,sample_i_analysis,B2,0,0,8677.5,4281.0,,4,7.0978966,0.25365314,0.11424714,5,684.0,7193.0,16106.0,1,0.5917027,2,0.24275425,0.0,2.18057,18.0,9.0686035,8.362176,6.529419,7.193,7.193,0.7064276,0.7064276,-0.0,0.15008725,True,False,-1.901057,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.29945853,5,302034,rising_edge_distortion,False,0.0,0.47692564466327303,0.0,0.9400984816669058,1.0,0.7593360587220149,-0.0,0.6997239165834926,0.27446215471918556,0.557424055613376,0.502841311513071,False,True,False,1,False,False
P09I0037,50,145627,2752,16642,sample_i_analysis,B2,0,0,2440.5,4126.5,0.0,3,-1.4456052,0.0,0.45846105,3,2131.5,5471.0,12248.0,1,0.38619137,3,-0.9110838,-3.2671585,1.6339095,1.6339095,7.800368,8.325427,7.6650505,5.471,5.471,-0.5250592,0.5250592,0.9110838,0.0,False,True,-2.4477174,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.74938613,2,322766,early_sample_offset,False,0.4904652642538998,0.0,0.4399235292358157,0.0,0.005162958080853997,0.5489970169223614,0.39627708478726686,0.0,0.2709376108273601,0.21894024271456541,0.2665584702042547,False,False,False,0,False,True
P09I0038,45,25247,6710,20944,sample_i_analysis,B2,0,0,1561.0,5251.0,0.0,3,-19.861628,0.0,0.9345908,2,1536.0,6640.0,13703.0,1,0.0,3,-2.6438181,-17.745676,1.603309,1.603309,7.3537226,8.566364,7.337588,6.64,6.64,-1.2126417,1.2126417,2.6438181,0.0,False,True,-2.4783177,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.8662076,2,261315,early_sample_offset,False,0.26082178046005833,0.3230966090850928,1.0,0.0,0.0033028613826690126,1.0,1.0,0.0,0.4858853069212645,0.45999999999999996,0.42160100435323,False,False,False,0,False,True
P09I0039,45,23191,4812,18889,sample_i_analysis,B2,0,0,6528.0,4919.0,,4,6.386489,0.21521778,0.16167207,3,1378.5,7291.0,14693.0,1,0.48636642,3,0.06449142,0.0,1.9923077,18.0,8.784009,8.501063,7.2294765,7.291,7.291,0.28294563,0.28294563,-0.0,0.104674704,True,False,-2.0893192,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.3990997,4,260252,tail_recovery_dropout,False,0.20008483890249318,0.5041864864113049,0.05647723338837455,0.7976479542327849,1.0,0.26820975563266974,-0.0,0.4880054358388056,0.3431927168632688,0.36579263827122943,0.46105502074572946,False,False,False,0,False,True
