split_name,endpoint,method,delta_vs_traditional,ci_low,ci_high,delta_definition
particle_heldout,energy_scale,1d_cnn,0.04584791976048998,0.026656012288121405,0.0647491628122492,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,gradient_boosted_trees,-0.0031262938780388994,-0.02031022420567546,0.01525937786362868,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,mlp,0.20874289421056383,0.17541854089039718,0.2383430413291543,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,ridge,-0.007762785225244496,-0.027857720684816494,0.008499659647254416,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,spectral_transformer_new,0.04827773504694589,0.03007356034282407,0.06285353155716678,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,1d_cnn,-0.09983869337905069,-0.217533194544694,0.013868716802924182,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,gradient_boosted_trees,0.02940662025583594,-0.11875909703119766,0.17815919674620337,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,mlp,-0.08340243352187769,-0.1895776417250512,0.0006732236268525782,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,ridge,0.011977490379312726,-0.01297435682292967,0.03861725240842319,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,spectral_transformer_new,0.04737357983937651,-0.13300191904562889,0.22331118306269476,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,1d_cnn,-0.5002389703032794,-0.5702292191592223,-0.42953237901505154,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,gradient_boosted_trees,0.016048490289139083,-0.013758915535629353,0.06184373172253443,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,mlp,-0.12217702444478334,-0.1609798007246377,-0.08514543468943986,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,ridge,0.011686849342641617,0.004190559457179976,0.017867479529592476,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,spectral_transformer_new,-0.3451722170378377,-0.41083840484222656,-0.27581609125803436,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,1d_cnn,-0.13725713125491126,-0.1712168459472956,-0.10939139535221365,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,gradient_boosted_trees,-0.002043179904449304,-0.004333798566914496,-0.0005097440743817083,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,mlp,-0.06277760792753084,-0.09050702631514897,-0.03827256233832587,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,ridge,3.9395377785623556e-05,-7.780047586046501e-05,0.00024511414716646966,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,spectral_transformer_new,-0.09887499619288767,-0.1275230554665887,-0.07353964036749215,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,1d_cnn,-0.16746316901336905,-0.2199025735522958,-0.1166657556918115,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.11916517670873482,0.08156378059888807,0.15721640343671034,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,mlp,-0.2023810567656095,-0.23462864303234737,-0.16773418863434267,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,ridge,-0.0014408209084197266,-0.005147687708329529,0.002356612016003014,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,spectral_transformer_new,-0.26773934893796,-0.31805980421569413,-0.21670691150253846,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,1d_cnn,0.044239808786266294,-0.12220306425661126,0.2071245377137035,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,gradient_boosted_trees,0.2008676411832365,0.04037429247275506,0.368400738275564,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,mlp,-0.1286914188426744,-0.29028078942219904,0.04901281079442075,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,ridge,0.0030323789144913282,-0.005527416307835126,0.01610673041970758,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,spectral_transformer_new,0.07835342576000433,-0.08136637469548612,0.2481002923303602,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,1d_cnn,0.2788413194687539,0.24534472905912852,0.31721811800322847,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,gradient_boosted_trees,-0.011237032781514477,-0.06112665334737716,0.057960478485659286,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,mlp,0.1399610999683117,0.10623482035560651,0.1932757697664718,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,ridge,0.013782487112608051,-0.04090618791302417,0.10773275469870316,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,spectral_transformer_new,0.268733634701598,0.24333306993035994,0.30097125162221666,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,1d_cnn,-0.21567940851221,-0.2753959053313587,-0.16040502361581646,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,gradient_boosted_trees,0.02609896189158874,0.008545448391923689,0.05037435365723164,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,mlp,-0.06420046122970277,-0.08132181609065456,-0.048860243517287315,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,ridge,0.003750815768381573,-0.008899081477973655,0.016704623666198005,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,spectral_transformer_new,-0.20273905364307124,-0.26067225185528753,-0.1564365777045235,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,1d_cnn,-0.3990163981305862,-0.4362208242503969,-0.36987280720134175,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,gradient_boosted_trees,0.007246079019490779,0.0045204246586432965,0.01108097230034711,AUC gain for classification; sigma68 increase for regression
