run,sample,target_setting,current_nA,b_any_events,target_rate,pred_traditional_rate,pred_ml_rate,resid_traditional_rate_pp,resid_ml_rate_pp,b_downstream_frac,b2_share,rate_residual_quantile,traditional_rate_residual_quantile,current_group
44,sample_i_analysis,sample_i_cd2,20.0,1912,0.0394668060637741,0.0643927871002568,0.0279255165229829,-2.492598103648268,1.1541289540791206,0.0606694560669456,0.9853556485355648,high_rate_residual,low_rate_residual,nominal_current_20nA
45,sample_i_analysis,sample_i_cd2,20.0,23004,0.0392740708541621,0.0170734546872234,0.0167429423583901,2.220061616693872,2.2531128495771986,0.0498174230568596,0.990132150930273,high_rate_residual,high_rate_residual,nominal_current_20nA
46,sample_i_analysis,sample_i_cd2,2.0,661,0.0294561933534743,0.0001602812999175,0.0024396084835924,2.9295912053556785,2.701658486988188,0.0151285930408472,0.9969742813918304,high_rate_residual,high_rate_residual,low_current_2nA
47,sample_i_analysis,sample_i_cd2,2.0,5141,0.0356865033061065,0.8701478648016115,0.0056382249334897,-83.4461361495505,3.004827837261682,0.024119821046489,0.9914413538222135,high_rate_residual,low_rate_residual,low_current_2nA
48,sample_i_analysis,sample_i_cd2,20.0,13167,0.042489368165249,0.0184137325408306,0.0258705076758884,2.4075635624418408,1.6618860489360672,0.0537707906128958,0.989291410344042,high_rate_residual,high_rate_residual,nominal_current_20nA
49,sample_i_analysis,sample_i_cd2,20.0,13919,0.0395474137931034,0.0298645698536176,0.0258753780294989,0.9682843939485826,1.3672035763604533,0.0553200660967023,0.9886486098139234,high_rate_residual,high_rate_residual,nominal_current_20nA
50,sample_i_analysis,sample_i_cd2,20.0,34251,0.0048026392619409,0.0021610483902028,0.0026060983211212,0.2641590871738055,0.2196540940819623,0.0249335785816472,0.9950658374937958,mid_rate_residual,high_rate_residual,nominal_current_20nA
51,sample_i_analysis,sample_i_cd2,20.0,14291,0.0029736915757066,0.0040392109851273,0.0052180566765041,-0.1065519409420634,-0.224436510079744,0.0279896438317822,0.9933524595899516,low_rate_residual,mid_rate_residual,nominal_current_20nA
52,sample_i_analysis,sample_i_cd2,20.0,6933,0.0015142774733198,0.0013168791411687,0.0040556310730956,0.0197398332151108,-0.2541353599775764,0.0268282128948507,0.9942304918505698,low_rate_residual,mid_rate_residual,nominal_current_20nA
53,sample_i_analysis,sample_i_cd2,20.0,31385,0.0011629388899509,0.0036234745508955,0.0045450960206219,-0.2460535660944583,-0.3382157130671011,0.023163931814561,0.9948701609048908,low_rate_residual,low_rate_residual,nominal_current_20nA
54,sample_i_analysis,sample_i_cd2,20.0,29638,0.00163635750194,0.0048273620214627,0.0028205455204898,-0.319100451952277,-0.1184188018549871,0.0240906943788379,0.9942303799176732,mid_rate_residual,low_rate_residual,nominal_current_20nA
55,sample_i_analysis,sample_i_cd2,20.0,16820,0.0027049521431543,0.0035851630265206,0.0041352698448223,-0.0880210883366294,-0.1430317701668001,0.0284185493460166,0.9936979785969084,low_rate_residual,mid_rate_residual,nominal_current_20nA
56,sample_i_analysis,sample_i_cd2,20.0,38913,0.0055892480855219,0.0024804289308346,0.0032979696235411,0.3108819154687258,0.2291278461980778,0.0269832703723691,0.9948089327474108,mid_rate_residual,high_rate_residual,nominal_current_20nA
57,sample_i_analysis,sample_i_cd2,20.0,12925,0.0410413120841714,0.0739388395189803,0.0276475917711328,-3.2897527434808955,1.3393720313038628,0.0599613152804642,0.9872340425531916,high_rate_residual,low_rate_residual,nominal_current_20nA
58,sample_ii_analysis,sample_ii_p_enriched,20.0,15890,0.0043735447737713,0.0017099196660806,0.0095191205454562,0.2663625107690624,-0.5145575771684898,0.0446192573945877,0.9919446192573946,low_rate_residual,high_rate_residual,nominal_current_20nA
59,sample_ii_analysis,sample_ii_p_enriched,20.0,13863,0.0015507789959607,0.0034045740755117,0.0030029712621194,-0.1853795079550997,-0.1452192266158717,0.3478323595181418,0.9785039313279954,low_rate_residual,low_rate_residual,nominal_current_20nA
60,sample_ii_analysis,sample_ii_p_enriched,20.0,10139,0.0020216962524654,0.0028329780997933,0.0018048396981953,-0.0811281847327865,0.0216856554270117,0.4204556662392741,0.973666042015978,mid_rate_residual,mid_rate_residual,nominal_current_20nA
61,sample_ii_analysis,sample_ii_p_enriched,20.0,11282,0.0022600372241425,0.0005120188172135,0.0017099009010936,0.1748018406928919,0.0550136323048887,0.4109200496365892,0.975890799503634,mid_rate_residual,mid_rate_residual,nominal_current_20nA
62,sample_ii_analysis,sample_ii_p_enriched,20.0,11902,0.0015542300260438,0.0028624358981862,0.0019662750902226,-0.1308205872142377,-0.0412045064178766,0.3719542933960679,0.9767266005713324,mid_rate_residual,mid_rate_residual,nominal_current_20nA
63,sample_ii_analysis,sample_ii_p_enriched,20.0,14756,0.0054550382869146,0.0030865990091534,0.0043298582989864,0.2368439277761252,0.112517998792828,0.1897533206831119,0.985429655733261,mid_rate_residual,mid_rate_residual,nominal_current_20nA
65,sample_ii_analysis,sample_ii_p_enriched,20.0,11875,0.0050943078477601,0.0109358444528949,0.0104201119964106,-0.5841536605134714,-0.5325804148650419,0.0789052631578947,0.9885473684210526,low_rate_residual,low_rate_residual,nominal_current_20nA
