heldout_run,check,value,unit
58,train_rows_on_candidate_support,0.0,rows
58,heldout_support_rows,69.0,rows
58,train_heldout_event_overlap,0.0,events
59,train_rows_on_candidate_support,0.0,rows
59,heldout_support_rows,240.0,rows
59,train_heldout_event_overlap,0.0,events
60,train_rows_on_candidate_support,0.0,rows
60,heldout_support_rows,228.0,rows
60,train_heldout_event_overlap,0.0,events
61,train_rows_on_candidate_support,0.0,rows
61,heldout_support_rows,369.0,rows
61,train_heldout_event_overlap,0.0,events
62,train_rows_on_candidate_support,0.0,rows
62,heldout_support_rows,270.0,rows
62,train_heldout_event_overlap,0.0,events
63,train_rows_on_candidate_support,0.0,rows
63,heldout_support_rows,132.0,rows
63,train_heldout_event_overlap,0.0,events
65,train_rows_on_candidate_support,0.0,rows
65,heldout_support_rows,36.0,rows
65,train_heldout_event_overlap,0.0,events
