heldout_run,check,value,unit
58,train_heldout_event_id_overlap,0.0,events
58,s03b_shuffled_target_sigma68,2.654429836335119,ns
58,hgb_shuffled_target_sigma68,2.6747859812752495,ns
58,features_exclude_run_event_order_cross_stave_time,1.0,bool
58,final_models_use_heldout_rows,0.0,bool
59,train_heldout_event_id_overlap,0.0,events
59,s03b_shuffled_target_sigma68,2.989399415804092,ns
59,hgb_shuffled_target_sigma68,3.0041964161324666,ns
59,features_exclude_run_event_order_cross_stave_time,1.0,bool
59,final_models_use_heldout_rows,0.0,bool
60,train_heldout_event_id_overlap,0.0,events
60,s03b_shuffled_target_sigma68,2.7486506551545062,ns
60,hgb_shuffled_target_sigma68,2.775732958938976,ns
60,features_exclude_run_event_order_cross_stave_time,1.0,bool
60,final_models_use_heldout_rows,0.0,bool
61,train_heldout_event_id_overlap,0.0,events
61,s03b_shuffled_target_sigma68,2.703513027082284,ns
61,hgb_shuffled_target_sigma68,2.665384879019277,ns
61,features_exclude_run_event_order_cross_stave_time,1.0,bool
61,final_models_use_heldout_rows,0.0,bool
62,train_heldout_event_id_overlap,0.0,events
62,s03b_shuffled_target_sigma68,2.948151669620369,ns
62,hgb_shuffled_target_sigma68,2.9385856492692852,ns
62,features_exclude_run_event_order_cross_stave_time,1.0,bool
62,final_models_use_heldout_rows,0.0,bool
63,train_heldout_event_id_overlap,0.0,events
63,s03b_shuffled_target_sigma68,2.8270252140388763,ns
63,hgb_shuffled_target_sigma68,2.888120771334609,ns
63,features_exclude_run_event_order_cross_stave_time,1.0,bool
63,final_models_use_heldout_rows,0.0,bool
65,train_heldout_event_id_overlap,0.0,events
65,s03b_shuffled_target_sigma68,2.905653903414869,ns
65,hgb_shuffled_target_sigma68,2.901254383410663,ns
65,features_exclude_run_event_order_cross_stave_time,1.0,bool
65,final_models_use_heldout_rows,0.0,bool
