stratum,method,n,timing_res68,energy_res68,pid_auc,pid_ece
all_heldout,mlp,167683,0.020962703239917755,0.034985810532523316,0.5625316211239247,0.12329240035480557
all_heldout,traditional_cfd_timewalk_deltae_lookup,167683,0.02981273285599635,0.043289727901365496,0.609762476781104,0.12885509793335995
all_heldout,gradient_boosted_trees,167683,0.031751711789109974,0.02763381090981682,0.5424169858431003,0.12561079975104916
all_heldout,compact_waveform_transformer,167683,0.039845985031127934,0.05503951490082688,0.5702883706339467,0.12128167537615749
all_heldout,1d_cnn,167683,0.056565548920631405,0.04639150547943298,0.5545327942023126,0.12346046686223835
all_heldout,manifold_gated_residual_cnn_new,167683,0.06752148478031159,0.06717295515217386,0.5846570510974735,0.12266059216472262
all_heldout,ridge,167683,0.16097471458215354,0.06608397818632754,0.6565970954090928,0.1666514292486099
hard_saturated,mlp,42389,0.021158142685890214,0.031624832412138086,0.6739523390549806,0.1704624181386465
hard_saturated,compact_waveform_transformer,42389,0.028383974730968486,0.03718138580510451,0.5786395553708151,0.17088773956723233
hard_saturated,gradient_boosted_trees,42389,0.031018334265328233,0.03373788570094365,0.4929044200168,0.1716952961531771
hard_saturated,1d_cnn,42389,0.03170438278913499,0.038106595159410686,0.6999709512589448,0.17136585464107454
hard_saturated,manifold_gated_residual_cnn_new,42389,0.03210320582389831,0.03409366234069664,0.7319617525340674,0.1701814961694634
hard_saturated,traditional_cfd_timewalk_deltae_lookup,42389,0.03463364065310078,0.03913470991687083,0.5099791054503972,0.1771152112643473
hard_saturated,ridge,42389,0.1122497189763075,0.04598577171467552,0.5354937115180833,0.16566989826442044
high_pedestal_drift,mlp,41042,0.0798575693368912,0.0855935092499292,0.5663733866164802,0.13679342117668006
high_pedestal_drift,gradient_boosted_trees,41042,0.12775842557732092,0.09504857604861314,0.5606456671077413,0.13558555822092
high_pedestal_drift,1d_cnn,41042,0.1381782311201096,0.13836403420950424,0.5541264046465197,0.12907610823609666
high_pedestal_drift,compact_waveform_transformer,41042,0.17949603080749524,0.16114337100381282,0.5615469959546677,0.12467511548114486
high_pedestal_drift,manifold_gated_residual_cnn_new,41042,0.20614226554632192,0.18856576841939063,0.5833259447636109,0.12559457407068841
high_pedestal_drift,traditional_cfd_timewalk_deltae_lookup,41042,0.25472956404623254,0.24303132104061279,0.5539341601433986,0.16826595072826106
high_pedestal_drift,ridge,41042,0.36394659061784024,0.1879218904354836,0.6053609361960398,0.16950392813861934
high_recovery_tail,mlp,52523,0.01855705327987672,0.03732511867150357,0.5618459800552458,0.058810469297111354
high_recovery_tail,traditional_cfd_timewalk_deltae_lookup,52523,0.021225770482031513,0.04252318259775018,0.6512154907757566,0.05457360895692512
high_recovery_tail,compact_waveform_transformer,52523,0.03238963537216188,0.054001835029865615,0.5910994554762811,0.06364135996066306
high_recovery_tail,gradient_boosted_trees,52523,0.03279004980677002,0.01948273779176389,0.6567586381564833,0.05205813496360566
high_recovery_tail,1d_cnn,52523,0.06412919940948486,0.05372362902497806,0.5488695321148507,0.06335503629400326
high_recovery_tail,manifold_gated_residual_cnn_new,52523,0.0752191063642502,0.07933557454993623,0.5453106146129013,0.0729821105638186
high_recovery_tail,ridge,52523,0.18108043455438544,0.08518701546272252,0.7545247314792447,0.18576674370752924
pileup_multiplicity_ge2,gradient_boosted_trees,18886,0.08524525554075975,0.08152112758443567,,0.5363485237173296
pileup_multiplicity_ge2,mlp,18886,0.08935517758131027,0.11512683143498618,,0.531482390596036
pileup_multiplicity_ge2,compact_waveform_transformer,18886,0.11377813196182253,0.12590728613185345,,0.5295581532919738
pileup_multiplicity_ge2,1d_cnn,18886,0.11426755249500276,0.11465682810286794,,0.5356735359954761
pileup_multiplicity_ge2,manifold_gated_residual_cnn_new,18886,0.12136754775047305,0.11886650417864286,,0.52065150571177
pileup_multiplicity_ge2,traditional_cfd_timewalk_deltae_lookup,18886,0.18138348782683922,0.14683442419735357,,0.5434688930208422
pileup_multiplicity_ge2,ridge,18886,0.47980014055239195,0.207935301398382,,0.5080388003880961
