event_id,split,source_run,stave,is_overlap,true_t1_sample,true_t2_sample,true_amp1_adc,true_amp2_adc,true_sep_sample,true_ratio
train:58:0,train,58,B6,1,9.30680835678787,11.30680835678787,2625.0,656.25,2.0,0.25
train:58:1,train,58,B8,1,8.049097566928616,9.549097566928616,2639.0,1979.25,1.5,0.75
train:58:2,train,58,B2,1,6.604489822519206,8.104489822519206,3576.5,1788.25,1.5,0.5
train:58:3,train,58,B2,1,8.22908390255143,8.97908390255143,4348.0,4348.0,0.75,1.0
train:58:4,train,58,B8,1,4.376812249572037,6.376812249572037,3381.5,3381.5,2.0,1.0
train:58:5,train,58,B8,1,7.563858480170561,8.56385848017056,3105.0,3105.0,1.0,1.0
train:58:6,train,58,B4,1,4.2427307492106685,5.7427307492106685,3077.0,1538.5,1.5,0.5
train:58:7,train,58,B4,1,4.749838099113906,6.249838099113906,4134.5,1033.625,1.5,0.25
train:58:8,train,58,B6,1,4.56195644656809,5.56195644656809,2658.0,1329.0,1.0,0.5
train:58:9,train,58,B2,1,10.980377633415575,11.480377633415575,4455.0,4455.0,0.5,1.0
train:58:10,train,58,B8,1,5.096665904814586,6.596665904814586,3105.0,3105.0,1.5,1.0
train:58:11,train,58,B4,1,4.116470989243668,10.116470989243668,2743.5,1371.75,6.0,0.5
train:58:12,train,58,B2,1,5.093723117931331,10.093723117931331,1702.5,425.625,5.0,0.25
train:58:13,train,58,B2,1,4.64711261301378,9.64711261301378,2057.0,514.25,5.0,0.25
train:58:14,train,58,B6,1,6.0505802672127444,11.050580267212744,2723.0,680.75,5.0,0.25
train:58:15,train,58,B6,1,5.646375810908265,6.396375810908265,4618.5,4618.5,0.75,1.0
train:58:16,train,58,B6,1,7.9651439717319885,10.965143971731989,2941.0,1470.5,3.0,0.5
train:58:17,train,58,B6,1,8.355861199393377,9.105861199393377,3520.5,3520.5,0.75,1.0
train:58:18,train,58,B2,1,5.40820729260522,7.40820729260522,3576.5,1788.25,2.0,0.5
train:58:19,train,58,B2,1,7.111713701510249,11.111713701510249,6991.5,5243.625,4.0,0.75
train:58:20,train,58,B4,1,4.770557750969511,8.77055775096951,4645.5,2322.75,4.0,0.5
train:58:21,train,58,B4,1,10.267881394097783,11.267881394097783,2840.5,710.125,1.0,0.25
train:58:22,train,58,B8,1,4.239326055779024,10.239326055779024,2639.0,1319.5,6.0,0.5
train:58:23,train,58,B8,1,4.167918003097266,8.167918003097267,3193.0,1596.5,4.0,0.5
train:58:24,train,58,B6,1,6.530184136309668,10.530184136309668,1987.5,993.75,4.0,0.5
train:58:25,train,58,B8,1,4.824522248886921,9.824522248886922,1788.0,894.0,5.0,0.5
