heldout_run,check,value,pass
58,train_heldout_run_overlap,0.0,True
58,train_heldout_event_id_overlap,0.0,True
58,covariate_basis_contains_run_one_hot,0.0,True
58,covariates_derived_before_timing_labels,1.0,True
58,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
58,final_fit_train_rows_only,1.0,True
58,shuffled_target_no_better:ml_mlp_all_root_proxies,-0.7923244758216137,False
58,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.08545077239675236,True
58,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.15991154300433474,True
58,shuffled_target_no_better:ml_hgb_all_root_proxies,-0.09245824632825905,False
58,shuffled_target_no_better:ml_ridge_all_root_proxies,0.19716028578815292,True
59,train_heldout_run_overlap,0.0,True
59,train_heldout_event_id_overlap,0.0,True
59,covariate_basis_contains_run_one_hot,0.0,True
59,covariates_derived_before_timing_labels,1.0,True
59,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
59,final_fit_train_rows_only,1.0,True
59,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.21779288010927944,True
59,shuffled_target_no_better:ml_ridge_all_root_proxies,0.2310280246670242,True
59,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.3666120627195275,True
59,shuffled_target_no_better:ml_hgb_all_root_proxies,0.3026911557891423,True
59,shuffled_target_no_better:ml_mlp_all_root_proxies,0.31882065714187746,True
60,train_heldout_run_overlap,0.0,True
60,train_heldout_event_id_overlap,0.0,True
60,covariate_basis_contains_run_one_hot,0.0,True
60,covariates_derived_before_timing_labels,1.0,True
60,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
60,final_fit_train_rows_only,1.0,True
60,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.20868609520092596,True
60,shuffled_target_no_better:ml_ridge_all_root_proxies,0.02136540930495312,True
60,shuffled_target_no_better:ml_mlp_all_root_proxies,0.2818174529482562,True
60,shuffled_target_no_better:ml_hgb_all_root_proxies,0.1298360498123139,True
60,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.030811709092706252,True
61,train_heldout_run_overlap,0.0,True
61,train_heldout_event_id_overlap,0.0,True
61,covariate_basis_contains_run_one_hot,0.0,True
61,covariates_derived_before_timing_labels,1.0,True
61,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
61,final_fit_train_rows_only,1.0,True
61,shuffled_target_no_better:ml_mlp_all_root_proxies,0.7620838056465362,True
61,shuffled_target_no_better:ml_ridge_all_root_proxies,0.8236798202824493,True
61,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.7963055492974809,True
61,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.9137417798281153,True
61,shuffled_target_no_better:ml_hgb_all_root_proxies,0.9200263126982329,True
62,train_heldout_run_overlap,0.0,True
62,train_heldout_event_id_overlap,0.0,True
62,covariate_basis_contains_run_one_hot,0.0,True
62,covariates_derived_before_timing_labels,1.0,True
62,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
62,final_fit_train_rows_only,1.0,True
62,shuffled_target_no_better:ml_ridge_all_root_proxies,0.27398541483739236,True
62,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.2668118440736351,True
62,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.2289149060292779,True
62,shuffled_target_no_better:ml_hgb_all_root_proxies,0.40571527540014385,True
62,shuffled_target_no_better:ml_mlp_all_root_proxies,0.13912046453358173,True
63,train_heldout_run_overlap,0.0,True
63,train_heldout_event_id_overlap,0.0,True
63,covariate_basis_contains_run_one_hot,0.0,True
63,covariates_derived_before_timing_labels,1.0,True
63,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
63,final_fit_train_rows_only,1.0,True
63,shuffled_target_no_better:ml_hgb_all_root_proxies,0.24932885242925407,True
63,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.3738228054151289,True
63,shuffled_target_no_better:ml_mlp_all_root_proxies,0.2781100603785578,True
63,shuffled_target_no_better:ml_ridge_all_root_proxies,0.21213198366851382,True
63,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.4874677533391285,True
65,train_heldout_run_overlap,0.0,True
65,train_heldout_event_id_overlap,0.0,True
65,covariate_basis_contains_run_one_hot,0.0,True
65,covariates_derived_before_timing_labels,1.0,True
65,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
65,final_fit_train_rows_only,1.0,True
65,shuffled_target_no_better:ml_mlp_all_root_proxies,0.2653998224774503,True
65,shuffled_target_no_better:ml_ridge_all_root_proxies,0.1293381045407207,True
65,shuffled_target_no_better:ml_hgb_all_root_proxies,0.18764661253315684,True
65,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.1497078045498763,True
65,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.39504460293793264,True
