split_name,endpoint,method,delta_vs_traditional,ci_low,ci_high,delta_definition
particle_heldout,energy_scale,1d_cnn,0.12074639776296467,0.10756414510661925,0.13470744482519525,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,gradient_boosted_trees,-0.02493546577831176,-0.03511990849455582,-0.01328605719730351,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,mlp,-0.005817580604033224,-0.01830139132744863,0.006290665918644126,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,ridge,-0.026831167666347504,-0.03978432346178003,-0.011064050016202915,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,spectral_transformer_new,0.20553053481239925,0.17884115675606496,0.22512836515948065,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,1d_cnn,-0.06907564697198965,-0.14493118251371098,-0.0009912679418634853,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,gradient_boosted_trees,0.1753395183171353,0.1052529503600809,0.2432100141791536,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,mlp,-0.10100645919924414,-0.18010383099066574,-0.029180760813112026,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,ridge,-0.006691031258749253,-0.02012184376890411,0.006995708035460194,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,spectral_transformer_new,-0.06734864509321636,-0.13320287287638022,0.0031224228770648675,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,1d_cnn,-0.20420496568807875,-0.23199013727449377,-0.17536129118937416,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,gradient_boosted_trees,0.04212137176027278,0.032065490491686166,0.05126991067355939,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,mlp,-0.06897499674114342,-0.0890793653195881,-0.04902943631196172,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,ridge,0.010567432013474636,0.007860260858937911,0.013516686712374232,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,spectral_transformer_new,-0.1348906607430976,-0.16083131894332767,-0.11130193101731123,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,1d_cnn,-0.058110384834304064,-0.0750708687187246,-0.04409204533968083,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,gradient_boosted_trees,0.0003704836202623036,0.00011995276352118056,0.0007474947136548777,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,mlp,-0.03467706193582641,-0.04680597916873285,-0.02450927594729176,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,ridge,4.7673174137234305e-05,1.9763160556909853e-05,8.624396078860397e-05,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,spectral_transformer_new,-0.004302194673111418,-0.005775373223603741,-0.002912262205581179,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,1d_cnn,-0.066474238838479,-0.09088835282474764,-0.04131222598036667,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.1298255511345865,0.10868506124426335,0.1527086231218608,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,mlp,0.04216026566404148,0.015664315505388486,0.07283847653647309,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,ridge,-0.0028710603372067937,-0.005306013270844678,-0.0008458518975722516,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,spectral_transformer_new,-0.05068766799990826,-0.07193135802332952,-0.028936070281197865,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,1d_cnn,-0.15956589127953433,-0.24063293330989996,-0.08804804191725706,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,gradient_boosted_trees,0.062071118420093066,0.028436638125269576,0.10536274401349277,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,mlp,-0.1906208270865483,-0.253142926083023,-0.13243973570289366,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,ridge,0.0014169900748392775,-0.005621758635619848,0.010095292932024559,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,spectral_transformer_new,-0.22797021377547547,-0.3059995851665925,-0.1502934876792826,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,1d_cnn,0.25438690755985127,0.22277579243290793,0.28927853442813256,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,gradient_boosted_trees,-0.03843434591588936,-0.06341858466091115,0.012605132417773132,AUC gain for classification; sigma68 increase for regression
