heldout_run,split,n_events_before_veto,n_events_retained,n_events_vetoed,veto_fraction,q_template_veto_fraction,baseline_veto_fraction,sse_threshold_from_train,baseline_threshold_from_train
58,train,3747,3138,609,0.16253002401921537,0.100080064051241,0.100080064051241,3.7651155335045883,1944.2
58,heldout,73,47,26,0.3561643835616438,0.3013698630136986,0.0958904109589041,3.7651155335045883,1944.2
59,train,3057,2549,508,0.16617598953222112,0.10009813542688911,0.10009813542688911,4.167459130986168,1967.9000000000008
59,heldout,763,658,105,0.13761467889908258,0.0655307994757536,0.09305373525557012,4.167459130986168,1967.9000000000008
60,train,3012,2528,484,0.16069057104913678,0.10026560424966799,0.10026560424966799,3.7994234526617228,1887.4
60,heldout,808,649,159,0.1967821782178218,0.12252475247524752,0.1311881188118812,3.7994234526617228,1887.4
61,train,2887,2408,479,0.1659161759612054,0.10010391409767926,0.10010391409767926,3.878343996759348,1943.0000000000002
61,heldout,933,781,152,0.16291532690246516,0.10396570203644159,0.1007502679528403,3.878343996759348,1943.0000000000002
62,train,3013,2516,497,0.16495187520743446,0.1002323265847992,0.1002323265847992,3.9919201728739084,1971.5000000000027
62,heldout,807,685,122,0.15117719950433706,0.09417596034696406,0.09293680297397769,3.9919201728739084,1971.5000000000027
63,train,3450,2888,562,0.1628985507246377,0.1,0.1,3.9187413703793283,1959.9999999999995
63,heldout,370,311,59,0.15945945945945947,0.10540540540540541,0.0891891891891892,3.9187413703793283,1959.9999999999995
65,train,3754,3135,619,0.1648907831646244,0.1001598295151838,0.1001598295151838,3.884459871335015,1974.0500000000004
65,heldout,66,56,10,0.15151515151515152,0.15151515151515152,0.0,3.884459871335015,1974.0500000000004
