event_id,split,source_run,stave,is_overlap,true_t1_sample,true_t2_sample,true_amp1_adc,true_amp2_adc,true_sep_sample,true_ratio
train:58:0,train,58,B4,1,6.388415965197975,10.388415965197975,4882.0,4882.0,4.0,1.0
train:58:1,train,58,B8,1,8.879062293665047,9.879062293665047,4856.5,3642.375,1.0,0.75
train:58:2,train,58,B6,1,4.290261699858068,7.290261699858068,2542.0,1906.5,3.0,0.75
train:58:3,train,58,B2,1,5.9568097533122035,6.7068097533122035,8467.5,4233.75,0.75,0.5
train:58:4,train,58,B4,1,5.948226227687067,8.948226227687067,4636.5,3477.375,3.0,0.75
train:58:5,train,58,B4,1,9.210777297832728,9.710777297832728,3933.5,1966.75,0.5,0.5
train:58:6,train,58,B8,1,4.952083574790315,8.952083574790315,2932.0,1466.0,4.0,0.5
train:58:7,train,58,B6,1,7.916153968155191,10.916153968155191,2259.5,564.875,3.0,0.25
train:58:8,train,58,B8,1,5.148288790791611,11.14828879079161,5070.5,1267.625,6.0,0.25
train:58:9,train,58,B2,1,8.732163838277184,10.732163838277184,8211.0,8211.0,2.0,1.0
train:58:10,train,58,B8,1,7.461508072789275,9.461508072789275,6190.5,4642.875,2.0,0.75
train:58:11,train,58,B8,1,7.50644466596083,9.00644466596083,2547.0,1910.25,1.5,0.75
train:58:12,train,58,B4,1,4.467877716094016,9.467877716094016,3821.5,955.375,5.0,0.25
train:58:13,train,58,B6,1,4.046879895833995,9.046879895833996,2765.0,2073.75,5.0,0.75
train:58:14,train,58,B8,1,5.135340129080851,9.135340129080852,3699.0,3699.0,4.0,1.0
train:58:15,train,58,B2,1,5.896400768610343,9.896400768610343,5938.0,1484.5,4.0,0.25
train:58:16,train,58,B2,1,7.1225737796357675,10.122573779635768,5728.0,4296.0,3.0,0.75
train:58:17,train,58,B8,1,8.343216324023171,8.843216324023171,4401.0,1100.25,0.5,0.25
train:58:18,train,58,B4,1,8.562842546052034,10.062842546052034,4835.5,3626.625,1.5,0.75
train:58:19,train,58,B8,1,4.732619316240889,5.482619316240889,2726.0,1363.0,0.75,0.5
train:58:20,train,58,B6,1,5.134890764666055,8.134890764666055,3457.0,3457.0,3.0,1.0
train:58:21,train,58,B6,1,10.062420767083616,11.062420767083616,4300.5,1075.125,1.0,0.25
train:58:22,train,58,B8,1,5.941149183871662,10.941149183871662,3185.5,1592.75,5.0,0.5
train:58:23,train,58,B8,1,7.140083972996948,7.890083972996948,3699.0,3699.0,0.75,1.0
train:58:24,train,58,B6,1,4.374360996809924,9.374360996809923,6287.5,1571.875,5.0,0.25
train:58:25,train,58,B4,1,5.262958551191163,11.262958551191163,2988.0,1494.0,6.0,0.5
train:58:26,train,58,B4,1,8.633667600177208,9.383667600177208,3296.0,824.0,0.75,0.25
train:58:27,train,58,B2,1,4.118165577234403,5.118165577234403,1939.0,484.75,1.0,0.25
train:58:28,train,58,B4,1,5.944340279799151,10.944340279799151,5785.0,1446.25,5.0,0.25
train:58:29,train,58,B8,1,5.258795691824276,8.258795691824275,3193.0,798.25,3.0,0.25
train:58:30,train,58,B6,1,7.890681256872265,8.640681256872265,2765.0,2765.0,0.75,1.0
train:58:31,train,58,B2,1,8.203396605734856,8.703396605734856,4457.0,4457.0,0.5,1.0
train:58:32,train,58,B6,1,10.818463550581104,11.318463550581104,3148.0,3148.0,0.5,1.0
train:58:33,train,58,B4,1,6.328892024047696,10.328892024047697,4297.0,4297.0,4.0,1.0
train:58:34,train,58,B8,1,7.533521922168337,9.033521922168337,6190.5,3095.25,1.5,0.5
train:58:35,train,58,B2,1,6.684974966403361,9.684974966403361,4302.5,4302.5,3.0,1.0
train:58:36,train,58,B2,1,6.4636632867878525,9.463663286787853,4924.5,4924.5,3.0,1.0
train:58:37,train,58,B4,1,4.831749957910603,5.331749957910603,2133.0,1599.75,0.5,0.75
train:58:38,train,58,B6,1,4.338996295053104,9.338996295053104,1933.0,1449.75,5.0,0.75
train:58:39,train,58,B8,1,6.490281769032938,11.490281769032938,1722.5,1722.5,5.0,1.0
train:58:40,train,58,B2,1,7.034434794134559,7.534434794134559,4256.5,4256.5,0.5,1.0
train:58:41,train,58,B4,1,4.856855841983089,10.856855841983089,2918.0,2188.5,6.0,0.75
train:58:42,train,58,B4,1,6.33875683939611,11.33875683939611,2443.5,1832.625,5.0,0.75
train:58:43,train,58,B8,1,8.39770014457478,9.39770014457478,3105.0,776.25,1.0,0.25
train:58:44,train,58,B2,1,9.05926840551351,10.55926840551351,3406.5,2554.875,1.5,0.75
train:58:45,train,58,B2,1,10.355093031782417,11.355093031782417,6991.5,1747.875,1.0,0.25
train:58:46,train,58,B8,1,9.550911020451109,11.050911020451109,1535.0,767.5,1.5,0.5
