heldout_run,check,value,pass
58,train_heldout_run_overlap,0.0,True
58,train_heldout_event_id_overlap,0.0,True
58,covariate_basis_contains_run_one_hot,0.0,True
58,covariate_basis_contains_chronological_run_z,0.0,True
58,covariates_derived_before_timing_labels,1.0,True
58,covariate_basis_uses_heldout_targets,0.0,True
58,final_fit_train_rows_only,1.0,True
58,normalized_waveform_exact_hash_overlap,0.0,True
58,binned_selected_shuffled_target_sigma68_ns,3.005673879084341,False
58,global_selected_shuffled_target_sigma68_ns,3.040248858341085,True
58,forbidden_heldout_oracle_binned_sigma68_ns,2.5126620783158593,True
59,train_heldout_run_overlap,0.0,True
59,train_heldout_event_id_overlap,0.0,True
59,covariate_basis_contains_run_one_hot,0.0,True
59,covariate_basis_contains_chronological_run_z,0.0,True
59,covariates_derived_before_timing_labels,1.0,True
59,covariate_basis_uses_heldout_targets,0.0,True
59,final_fit_train_rows_only,1.0,True
59,normalized_waveform_exact_hash_overlap,0.0,True
59,binned_selected_shuffled_target_sigma68_ns,5.413040798406946,True
59,global_selected_shuffled_target_sigma68_ns,2.857873885847963,True
59,forbidden_heldout_oracle_binned_sigma68_ns,3.788652653111516,False
60,train_heldout_run_overlap,0.0,True
60,train_heldout_event_id_overlap,0.0,True
60,covariate_basis_contains_run_one_hot,0.0,True
60,covariate_basis_contains_chronological_run_z,0.0,True
60,covariates_derived_before_timing_labels,1.0,True
60,covariate_basis_uses_heldout_targets,0.0,True
60,final_fit_train_rows_only,1.0,True
60,normalized_waveform_exact_hash_overlap,0.0,True
60,binned_selected_shuffled_target_sigma68_ns,3.098257250229845,True
60,global_selected_shuffled_target_sigma68_ns,2.7192353778980944,True
60,forbidden_heldout_oracle_binned_sigma68_ns,2.2085620756701516,False
61,train_heldout_run_overlap,0.0,True
61,train_heldout_event_id_overlap,0.0,True
61,covariate_basis_contains_run_one_hot,0.0,True
61,covariate_basis_contains_chronological_run_z,0.0,True
61,covariates_derived_before_timing_labels,1.0,True
61,covariate_basis_uses_heldout_targets,0.0,True
61,final_fit_train_rows_only,1.0,True
61,normalized_waveform_exact_hash_overlap,0.0,True
61,binned_selected_shuffled_target_sigma68_ns,2.9256131591935985,False
61,global_selected_shuffled_target_sigma68_ns,2.7241643997587155,True
61,forbidden_heldout_oracle_binned_sigma68_ns,2.39301713331533,True
62,train_heldout_run_overlap,0.0,True
62,train_heldout_event_id_overlap,0.0,True
62,covariate_basis_contains_run_one_hot,0.0,True
62,covariate_basis_contains_chronological_run_z,0.0,True
62,covariates_derived_before_timing_labels,1.0,True
62,covariate_basis_uses_heldout_targets,0.0,True
62,final_fit_train_rows_only,1.0,True
62,normalized_waveform_exact_hash_overlap,0.0,True
62,binned_selected_shuffled_target_sigma68_ns,3.5723843189786115,True
62,global_selected_shuffled_target_sigma68_ns,3.0178468598503003,True
62,forbidden_heldout_oracle_binned_sigma68_ns,2.684152255774059,True
63,train_heldout_run_overlap,0.0,True
63,train_heldout_event_id_overlap,0.0,True
63,covariate_basis_contains_run_one_hot,0.0,True
63,covariate_basis_contains_chronological_run_z,0.0,True
63,covariates_derived_before_timing_labels,1.0,True
63,covariate_basis_uses_heldout_targets,0.0,True
63,final_fit_train_rows_only,1.0,True
63,normalized_waveform_exact_hash_overlap,0.0,True
63,binned_selected_shuffled_target_sigma68_ns,4.510222765665726,True
63,global_selected_shuffled_target_sigma68_ns,2.8820862777596368,True
63,forbidden_heldout_oracle_binned_sigma68_ns,3.671996823215058,False
65,train_heldout_run_overlap,0.0,True
65,train_heldout_event_id_overlap,0.0,True
65,covariate_basis_contains_run_one_hot,0.0,True
65,covariate_basis_contains_chronological_run_z,0.0,True
65,covariates_derived_before_timing_labels,1.0,True
65,covariate_basis_uses_heldout_targets,0.0,True
65,final_fit_train_rows_only,1.0,True
65,normalized_waveform_exact_hash_overlap,0.0,True
65,binned_selected_shuffled_target_sigma68_ns,4.023466814849608,True
65,global_selected_shuffled_target_sigma68_ns,2.8410201450741313,True
65,forbidden_heldout_oracle_binned_sigma68_ns,2.872990732862707,True
