heldout_run,residual_method,check,value,flag
58,all,s03_train_heldout_event_id_overlap,0.0,False
58,all,q_veto_forbidden_feature_overlap,0.0,False
58,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.654429836335119,False
58,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
58,s03b_monotone_binned,ml_shape_rf_oof_auc,0.8546943462363641,False
58,s03b_monotone_binned,ml_shape_iforest_auc,0.7011077008085438,False
58,s03b_monotone_binned,shuffled_ml_shape_rf_oof_auc,0.4903376199541552,False
58,s03b_monotone_binned,topology_only_rf_oof_auc,0.5473388847878922,False
59,all,s03_train_heldout_event_id_overlap,0.0,False
59,all,q_veto_forbidden_feature_overlap,0.0,False
59,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.989399415804092,False
59,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
59,s03b_monotone_binned,ml_shape_rf_oof_auc,0.888182775053818,False
59,s03b_monotone_binned,ml_shape_iforest_auc,0.6929026303401511,False
59,s03b_monotone_binned,shuffled_ml_shape_rf_oof_auc,0.5412970808672242,False
59,s03b_monotone_binned,topology_only_rf_oof_auc,0.5348025525882907,False
60,all,s03_train_heldout_event_id_overlap,0.0,False
60,all,q_veto_forbidden_feature_overlap,0.0,False
60,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.7486506551545062,False
60,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
60,s03b_monotone_binned,ml_shape_rf_oof_auc,0.8751281719755043,False
60,s03b_monotone_binned,ml_shape_iforest_auc,0.7164182509978919,False
60,s03b_monotone_binned,shuffled_ml_shape_rf_oof_auc,0.5015276924066185,False
60,s03b_monotone_binned,topology_only_rf_oof_auc,0.5075475403080553,False
61,all,s03_train_heldout_event_id_overlap,0.0,False
61,all,q_veto_forbidden_feature_overlap,0.0,False
61,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.703513027082284,False
61,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
61,s03b_monotone_binned,ml_shape_rf_oof_auc,0.8962941967250287,False
61,s03b_monotone_binned,ml_shape_iforest_auc,0.7366312498987707,False
61,s03b_monotone_binned,shuffled_ml_shape_rf_oof_auc,0.5244124649746521,False
61,s03b_monotone_binned,topology_only_rf_oof_auc,0.5380460310004698,False
62,all,s03_train_heldout_event_id_overlap,0.0,False
62,all,q_veto_forbidden_feature_overlap,0.0,False
62,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.948151669620369,False
62,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
62,s03b_monotone_binned,ml_shape_rf_oof_auc,0.8534011374957438,False
62,s03b_monotone_binned,ml_shape_iforest_auc,0.6825939190637729,False
62,s03b_monotone_binned,shuffled_ml_shape_rf_oof_auc,0.48191356545644853,False
62,s03b_monotone_binned,topology_only_rf_oof_auc,0.5218835517106574,False
63,all,s03_train_heldout_event_id_overlap,0.0,False
63,all,q_veto_forbidden_feature_overlap,0.0,False
63,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.8270252140388763,False
63,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
63,s03b_monotone_binned,ml_shape_rf_oof_auc,0.8701728338951381,False
63,s03b_monotone_binned,ml_shape_iforest_auc,0.712647300180535,False
63,s03b_monotone_binned,shuffled_ml_shape_rf_oof_auc,0.5316355464656793,False
63,s03b_monotone_binned,topology_only_rf_oof_auc,0.5417460137105632,False
65,all,s03_train_heldout_event_id_overlap,0.0,False
65,all,q_veto_forbidden_feature_overlap,0.0,False
65,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.905653903414869,False
65,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
65,s03b_monotone_binned,ml_shape_rf_oof_auc,0.8700036379852603,False
65,s03b_monotone_binned,ml_shape_iforest_auc,0.7047158850866074,False
65,s03b_monotone_binned,shuffled_ml_shape_rf_oof_auc,0.5333261244224489,False
65,s03b_monotone_binned,topology_only_rf_oof_auc,0.5361560410673212,False
