split_name,method,pid_auc,energy_sigma68,late_tail_auc,pedestal_auc,pid_ece,external_truth_leakage_risk
particle_heldout,1d_cnn,0.5103466809997312,0.1628265284063997,0.4328358208955224,0.9491071428571429,0.05209895530257215,"lower than S32c: PID and energy labels come from GEANT4 truth, not target waveform thresholds"
particle_heldout,gradient_boosted_trees,0.5659768879333512,0.20090050959915595,0.5712347354138398,1.0,0.16984982548882,"lower than S32c: PID and energy labels come from GEANT4 truth, not target waveform thresholds"
particle_heldout,mlp,0.5573770491803278,0.28438529193401335,0.4925373134328358,0.9410714285714284,0.10416575266106784,"lower than S32c: PID and energy labels come from GEANT4 truth, not target waveform thresholds"
particle_heldout,ridge,0.5294275732330019,0.2513658544421196,0.45128900949796474,0.9910714285714285,0.03451648442455097,"lower than S32c: PID and energy labels come from GEANT4 truth, not target waveform thresholds"
particle_heldout,spectral_transformer_new,0.5052405267401237,0.1689530535267616,0.48656716417910445,0.9437500000000001,0.066491350737797,"lower than S32c: PID and energy labels come from GEANT4 truth, not target waveform thresholds"
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,0.5361461972588014,0.25518622287789305,0.473270013568521,0.9910714285714286,0.023624783321401367,"lower than S32c: PID and energy labels come from GEANT4 truth, not target waveform thresholds"
run_heldout,1d_cnn,0.5118960788140904,0.34081353265550296,0.5059597114707952,0.7307466196355085,0.000594007050030167,"lower than S32c: PID and energy labels come from GEANT4 truth, not target waveform thresholds"
run_heldout,gradient_boosted_trees,0.5053470716949344,0.30718523080767035,0.5678329521463759,0.9758037067978589,0.24598128483030385,"lower than S32c: PID and energy labels come from GEANT4 truth, not target waveform thresholds"
run_heldout,mlp,0.5082954090175975,0.4291515650413929,0.4939743138634764,0.7726260094681148,0.02196830420617033,"lower than S32c: PID and energy labels come from GEANT4 truth, not target waveform thresholds"
run_heldout,ridge,0.5185375425043404,0.2966807241737841,0.5933321604503871,0.9680373773941024,0.06792211042307615,"lower than S32c: PID and energy labels come from GEANT4 truth, not target waveform thresholds"
run_heldout,spectral_transformer_new,0.5109971954840101,0.3437509107408525,0.5008906579873329,0.6445125158575451,0.004161479318937501,"lower than S32c: PID and energy labels come from GEANT4 truth, not target waveform thresholds"
run_heldout,traditional_dE_E_tail_pedestal_likelihood,0.5220714381105986,0.3062167798662023,0.5942118226600985,0.9608279959157152,0.0757705455148917,"lower than S32c: PID and energy labels come from GEANT4 truth, not target waveform thresholds"
