split_name,endpoint,method,delta_vs_traditional,ci_low,ci_high,delta_definition
particle_heldout,energy_scale,1d_cnn,-0.09978135398557451,-0.15436420860342404,-0.06685936964753217,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,gradient_boosted_trees,-0.06871443220506462,-0.11473854114872775,-0.03245663049883272,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,mlp,0.027934128277430234,-0.02421948172418191,0.07548254894946785,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,ridge,-0.00786326464004427,-0.0424483226598386,0.030175715270537397,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,spectral_transformer_new,-0.09127229459239576,-0.14461068527671792,-0.055568410903487866,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,1d_cnn,-0.041066747319449114,-0.10293105078974746,0.005412798408488054,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,gradient_boosted_trees,0.008343591052484415,0.0,0.01895089285714287,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,mlp,-0.04695683405198191,-0.12225047023933167,0.0,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,ridge,-0.00020699710984862913,-0.005059980669736813,0.00382126385551516,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,spectral_transformer_new,-0.04705350801175768,-0.12919873768472906,0.005229266347687477,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,1d_cnn,-0.029821177156594585,-0.15641333750818529,0.08915823064713506,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,gradient_boosted_trees,0.023827514261789577,-0.07814333058043751,0.12055295290468863,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,mlp,0.01037000643799926,-0.12951467803030306,0.15589527513684812,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,ridge,-0.008031950687817308,-0.0387071096660858,0.018131085320665756,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,spectral_transformer_new,-0.03566308607338104,-0.14403819806080437,0.07169631518053705,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,1d_cnn,-0.06403947499801875,-0.15222215927973648,0.011167629651672206,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,gradient_boosted_trees,-0.0028726364739128504,-0.05454079168386531,0.048270920633512966,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,mlp,-0.09273073127901861,-0.13996871368345576,-0.052180645175928145,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,ridge,0.017956549195756885,-0.0018092200989426846,0.03875946533179677,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,spectral_transformer_new,-0.015391035462782882,-0.08937792611134283,0.04942329670329667,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,1d_cnn,-0.04708035207530599,-0.2248410932782457,0.12718053365999546,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.10499021410242311,-0.025742804649054603,0.26036002200618485,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,mlp,0.02067873938575569,-0.1101637041409769,0.13965285313668063,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,ridge,-0.02357071259364968,-0.07124823907069128,0.02206182328272079,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,spectral_transformer_new,0.013573092786364068,-0.13015583554376664,0.17150029391523774,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,1d_cnn,-0.3191915167202565,-0.43377702192772666,-0.20417752375247505,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,gradient_boosted_trees,0.06973809105717745,0.035650544186837455,0.10415378109028582,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,mlp,-0.3078168106993011,-0.35232458703443975,-0.259771495698091,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,ridge,0.0028882315347360573,-0.013666585493508668,0.013679729693777131,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,spectral_transformer_new,-0.2898429591515706,-0.41180200341005974,-0.17033288322930254,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,1d_cnn,0.04128327383965513,0.008062061319352573,0.08815147072858141,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,gradient_boosted_trees,0.0019256633186387569,-0.018747356485409254,0.020127993428663667,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,mlp,0.12599567265002393,0.08760139838319625,0.1646697854031828,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,ridge,-0.00834656539246467,-0.02383355112032164,0.009102582889034884,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,spectral_transformer_new,0.040503214309327344,0.01386264399298814,0.07749783966569795,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,1d_cnn,-0.22863708248334091,-0.2849032402777285,-0.18412661349667056,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,gradient_boosted_trees,0.01495037213039468,0.001202859210735488,0.039120770568082115,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,mlp,-0.19210669747158798,-0.26624974958703007,-0.12863140774763318,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,ridge,0.0075245066619162955,0.0026534605249254467,0.0145490103491837,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,spectral_transformer_new,-0.31941473266346854,-0.3506255356396323,-0.2899120346748991,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,1d_cnn,-0.009506937020440125,-0.054044132624127224,0.03451865487436166,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,gradient_boosted_trees,-0.014758951295597064,-0.04721823291282326,0.019217302663652847,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,mlp,-0.01375029982595456,-0.07021855412080004,0.03683527371250903,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,ridge,-0.0024927616359015064,-0.02374646006418257,0.021034428524356483,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,spectral_transformer_new,-0.011195709089593733,-0.05240007283111803,0.034369207323892,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,1d_cnn,-0.19821585588101232,-0.24463670036160418,-0.15918733892746909,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,gradient_boosted_trees,0.015980733906868144,-0.004142712031558152,0.036024662780064075,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,mlp,-0.13012712606002763,-0.15434561336322927,-0.10175335069444452,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,ridge,0.004107196038332995,-0.001609891784788875,0.009529320987654334,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,spectral_transformer_new,-0.18959377366975874,-0.21493743541272853,-0.1647507990807269,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,1d_cnn,-0.09065950229329807,-0.1450382067572892,-0.03837656579338941,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,gradient_boosted_trees,-0.026346250095225586,-0.07352304812982821,0.020143568670570905,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,mlp,-0.10083074051437056,-0.15941642917966153,-0.05418817707699971,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,ridge,-0.0009220278875551892,-0.010577773994314777,0.009825690847393842,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,spectral_transformer_new,-0.09340877677339861,-0.13034695808541075,-0.05741956020628571,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,1d_cnn,-0.291217794137551,-0.30820760192666935,-0.2724146297503756,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,gradient_boosted_trees,0.07005336724321845,0.053030208127001294,0.08492722971845167,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,mlp,-0.3125752362421567,-0.3434623372222017,-0.27952657670569353,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,ridge,-0.012165593631192188,-0.019669190525780915,-0.003055413255826719,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,spectral_transformer_new,-0.3862343489550054,-0.4166561570343555,-0.3558055450840183,AUC gain for classification; sigma68 increase for regression
