event_id,split,source_run,stave,is_overlap,true_t1_sample,true_t2_sample,true_amp1_adc,true_amp2_adc,true_sep_sample,true_ratio
train:58:0,train,58,B4,1,4.795839994614244,9.795839994614244,2641.0,2641.0,5.0,1.0
train:58:1,train,58,B2,1,5.183186724768166,6.683186724768166,3713.5,928.375,1.5,0.25
train:58:2,train,58,B8,1,4.962213865427971,9.962213865427971,3882.5,970.625,5.0,0.25
train:58:3,train,58,B2,1,8.810522507181867,9.310522507181867,3322.0,830.5,0.5,0.25
train:58:4,train,58,B6,1,6.8811673682631636,10.881167368263164,4284.0,1071.0,4.0,0.25
train:58:5,train,58,B4,1,8.684045075989733,9.434045075989733,3546.0,1773.0,0.75,0.5
train:58:6,train,58,B8,1,8.597322152913357,9.347322152913357,3112.5,778.125,0.75,0.25
train:58:7,train,58,B2,1,7.851286435252708,9.351286435252707,6991.5,6991.5,1.5,1.0
train:58:8,train,58,B8,1,8.123386974508806,8.623386974508806,1788.0,1341.0,0.5,0.75
train:58:9,train,58,B4,1,6.498009209019992,9.498009209019992,2840.5,2840.5,3.0,1.0
train:58:10,train,58,B2,1,4.688292012095489,10.688292012095488,1846.5,1846.5,6.0,1.0
train:58:11,train,58,B4,1,5.377008190473465,9.377008190473465,2943.5,735.875,4.0,0.25
train:58:12,train,58,B4,1,4.636886450264603,7.636886450264603,2453.5,1840.125,3.0,0.75
train:58:13,train,58,B2,1,5.8603374193356945,6.8603374193356945,3190.0,797.5,1.0,0.25
train:58:14,train,58,B2,1,6.736149901214086,10.736149901214086,3419.5,854.875,4.0,0.25
train:58:15,train,58,B4,1,8.32846010529428,11.32846010529428,5098.0,3823.5,3.0,0.75
train:58:16,train,58,B2,1,5.277508841051628,11.277508841051628,2977.5,1488.75,6.0,0.5
train:58:17,train,58,B8,1,10.309736994954168,10.809736994954168,2151.0,1075.5,0.5,0.5
train:58:18,train,58,B6,1,5.9705661856708705,8.97056618567087,2071.0,2071.0,3.0,1.0
train:58:19,train,58,B2,1,4.461684149010437,10.461684149010438,8467.5,6350.625,6.0,0.75
train:58:20,train,58,B8,1,4.923075203402874,5.423075203402874,3272.5,1636.25,0.5,0.5
train:58:21,train,58,B4,1,7.119709500346834,11.119709500346833,2743.5,1371.75,4.0,0.5
train:58:22,train,58,B6,1,7.004632235483295,11.004632235483296,2542.0,1271.0,4.0,0.5
train:58:23,train,58,B4,1,4.731480022249305,5.731480022249305,3459.5,3459.5,1.0,1.0
train:58:24,train,58,B8,1,5.3056394076062725,11.305639407606272,1535.0,383.75,6.0,0.25
train:58:25,train,58,B4,1,8.816700475244648,10.316700475244648,3084.5,771.125,1.5,0.25
train:58:26,train,58,B8,1,6.729988699322887,10.729988699322888,3562.5,890.625,4.0,0.25
train:58:27,train,58,B4,1,5.374015036173196,7.374015036173196,3101.0,1550.5,2.0,0.5
train:58:28,train,58,B4,1,5.536120142452353,10.536120142452354,2457.5,2457.5,5.0,1.0
train:58:29,train,58,B8,1,8.854133143538547,9.354133143538547,3882.5,3882.5,0.5,1.0
train:58:30,train,58,B2,1,5.829140329234725,8.829140329234725,8216.0,4108.0,3.0,0.5
train:58:31,train,58,B2,1,5.2180322753972765,7.2180322753972765,4457.0,4457.0,2.0,1.0
train:58:32,train,58,B4,1,5.0926093614763435,7.0926093614763435,3176.5,794.125,2.0,0.25
train:58:33,train,58,B2,1,4.393172281471542,10.393172281471543,5336.0,5336.0,6.0,1.0
train:58:34,train,58,B4,1,5.606266839575579,9.606266839575579,4763.0,3572.25,4.0,0.75
train:58:35,train,58,B4,1,4.3999906028714815,7.3999906028714815,5742.5,1435.625,3.0,0.25
train:58:36,train,58,B8,1,5.780053456872262,6.530053456872262,4135.5,3101.625,0.75,0.75
train:58:37,train,58,B2,1,8.129962946397464,8.629962946397464,3054.5,2290.875,0.5,0.75
train:58:38,train,58,B2,1,6.047688012534339,7.547688012534339,8253.5,8253.5,1.5,1.0
train:58:39,train,58,B8,1,10.384192064623736,11.134192064623736,4088.5,1022.125,0.75,0.25
train:58:40,train,58,B8,1,4.2462108641417355,9.246210864141736,5118.5,2559.25,5.0,0.5
train:58:41,train,58,B2,1,9.386367512371754,10.886367512371754,5938.0,2969.0,1.5,0.5
train:58:42,train,58,B6,1,8.137188836701363,8.637188836701363,2436.0,2436.0,0.5,1.0
train:58:43,train,58,B2,1,8.72746097156711,9.22746097156711,3435.5,858.875,0.5,0.25
train:58:44,train,58,B2,1,7.150961343621879,8.65096134362188,8066.5,8066.5,1.5,1.0
train:58:45,train,58,B6,1,5.384854752563361,11.38485475256336,2222.0,555.5,6.0,0.25
train:58:46,train,58,B8,1,4.528705441318596,8.528705441318596,2362.5,1771.875,4.0,0.75
train:58:47,train,58,B6,1,8.82576953524599,9.57576953524599,4799.0,4799.0,0.75,1.0
