method,error_type,taxon,run,row_id,variant,truth,score,event_key,target_stave,base_d_t_ns,d_t_ns,atom_late_peak,atom_dropout_step,atom_b2_ds_sse
traditional_atom_rubric,false_negative,broad_or_saturated,58,58:420920:4681:31916:injected_two_pulse,injected_two_pulse,1,1.3133122475649623,58:420920:4681:31916,B4,2.7175345362127494,2.7175345362127494,5.0,0.19492742064125057,0.028749541027204156
traditional_atom_rubric,false_negative,broad_or_saturated,58,58:406604:7705:17619:injected_two_pulse,injected_two_pulse,1,1.5289220545645863,58:406604:7705:17619,B8,1.118874284210662,0.9614810742256807,10.0,0.14847893532141632,0.0023345412003583903
traditional_atom_rubric,false_negative,broad_or_saturated,58,58:400048:1585:11080:injected_two_pulse,injected_two_pulse,1,2.0673192202006505,58:400048:1585:11080,B4,1.7409479819327842,1.1290599786308206,9.0,0.17711229946524065,0.036034945819364256
traditional_atom_rubric,false_negative,broad_or_saturated,58,58:417761:1736:28763:injected_two_pulse,injected_two_pulse,1,2.814609687153629,58:417761:1736:28763,B4,2.9502676117459785,1.596525812251393,10.0,0.24118942731277526,0.03110852209750696
traditional_atom_rubric,false_negative,broad_or_saturated,59,59:441936:7759:52924:injected_two_pulse,injected_two_pulse,1,0.0028006065601769983,59:441936:7759:52924,B6,2.9456403617361033,2.9001797333918446,5.0,0.18443813439346612,0.003434423396090545
traditional_atom_rubric,false_negative,broad_or_saturated,59,59:437298:3459:48286:injected_two_pulse,injected_two_pulse,1,0.015217634637289711,59:437298:3459:48286,B4,2.9979993659962645,3.04894662507537,6.0,0.24237685691946836,0.011226130311692666
traditional_atom_rubric,false_negative,broad_or_saturated,59,59:464063:12010:75051:injected_two_pulse,injected_two_pulse,1,0.01672456024437251,59:464063:12010:75051,B6,2.845572207084473,2.8047622376555026,8.0,0.2431167400881057,0.0029370758948543043
traditional_atom_rubric,false_negative,broad_or_saturated,59,59:432392:15306:43380:injected_two_pulse,injected_two_pulse,1,0.020180504756714245,59:432392:15306:43380,B4,2.2090163934426243,1.7187693717835941,7.0,0.24064252159418098,0.02741737373089795
traditional_atom_rubric,false_negative,broad_or_saturated,60,60:469348:550:80336:injected_two_pulse,injected_two_pulse,1,0.01135108588650436,60:469348:550:80336,B4,1.4809714358690549,1.5961489060280627,5.0,0.2331865796265371,0.02063833797546247
traditional_atom_rubric,false_negative,broad_or_saturated,60,60:489726:3225:100714:injected_two_pulse,injected_two_pulse,1,0.019376941655427055,60:489726:3225:100714,B4,2.6294157174312858,2.353995206401102,8.0,0.20850443767386406,0.02681957455095047
traditional_atom_rubric,false_negative,broad_or_saturated,60,60:469053:275:80041:injected_two_pulse,injected_two_pulse,1,0.022267982080123976,60:469053:275:80041,B6,2.8308820647761905,3.8419152674684582,8.0,0.17773312010980935,0.009139491080640447
traditional_atom_rubric,false_negative,broad_or_saturated,60,60:473595:4512:84583:injected_two_pulse,injected_two_pulse,1,0.023870850503027636,60:473595:4512:84583,B8,2.400497512437809,2.92943579934116,7.0,0.22248772155304675,0.030256715825766372
traditional_atom_rubric,false_negative,broad_or_saturated,61,61:512651:8174:123639:injected_two_pulse,injected_two_pulse,1,0.013608386976141808,61:512651:8174:123639,B4,1.9514527712544911,2.093142144551493,5.0,0.2119092305067395,0.024742521774803284
traditional_atom_rubric,false_negative,broad_or_saturated,61,61:527510:5700:138498:injected_two_pulse,injected_two_pulse,1,0.01735499130945851,61:527510:5700:138498,B4,1.5997781520890655,0.04620017590438863,8.0,0.21811664138976972,0.010220160176354007
traditional_atom_rubric,false_negative,broad_or_saturated,61,61:505087:1064:116075:injected_two_pulse,injected_two_pulse,1,0.018973880548232416,61:505087:1064:116075,B4,2.9037736914419057,2.2663055208485687,8.0,0.20009277872274622,0.023158155532400585
traditional_atom_rubric,false_negative,broad_or_saturated,61,61:516708:11976:127696:injected_two_pulse,injected_two_pulse,1,0.020768122701763224,61:516708:11976:127696,B8,1.9472820899442667,1.9472820899442667,5.0,0.21046923838874554,0.015168839487495398
traditional_atom_rubric,false_negative,broad_or_saturated,62,62:570463:12560:181449:injected_two_pulse,injected_two_pulse,1,0.016690357677128398,62:570463:12560:181449,B6,2.5708980565471506,2.5708980565471506,5.0,0.23472986316828892,0.01995620264276654
traditional_atom_rubric,false_negative,broad_or_saturated,62,62:544761:5440:155747:injected_two_pulse,injected_two_pulse,1,0.01705703202962721,62:544761:5440:155747,B4,2.6668721877092203,2.290752415928214,6.0,0.16886663632225762,0.010638721702396645
traditional_atom_rubric,false_negative,broad_or_saturated,62,62:562317:4921:173303:injected_two_pulse,injected_two_pulse,1,0.03500991176739757,62:562317:4921:173303,B8,2.502912963283528,2.502912963283528,8.0,0.17553442780864126,0.021936712920883145
traditional_atom_rubric,false_negative,broad_or_saturated,62,62:551772:11500:162758:injected_two_pulse,injected_two_pulse,1,0.03666153956286976,62:551772:11500:162758,B8,2.904944413507149,2.904944413507149,5.0,0.20241935483870965,0.01917078657141573
traditional_atom_rubric,false_negative,broad_or_saturated,63,63:612238:2452:223223:injected_two_pulse,injected_two_pulse,1,0.006579873146758471,63:612238:2452:223223,B4,2.1553740221992292,2.1553740221992292,5.0,0.20165444045575154,0.010686475321512285
traditional_atom_rubric,false_negative,broad_or_saturated,63,63:580431:5502:191417:injected_two_pulse,injected_two_pulse,1,0.031238848449544797,63:580431:5502:191417,B4,2.6793164955553337,2.682975269354756,8.0,0.2377220480668757,0.019093503660279995
traditional_atom_rubric,false_negative,broad_or_saturated,63,63:600142:7522:211127:injected_two_pulse,injected_two_pulse,1,0.04362525222787601,63:600142:7522:211127,B8,2.920691774725732,2.902735690332463,8.0,0.14986737400530503,0.011373340405600861
traditional_atom_rubric,false_negative,broad_or_saturated,63,63:588927:13433:199913:injected_two_pulse,injected_two_pulse,1,0.062497018814081186,63:588927:13433:199913,B6,2.740235896397106,2.740235896397106,5.0,0.21606060606060606,0.060512918071866095
traditional_atom_rubric,false_negative,broad_or_saturated,65,65:678819:14965:253859:injected_two_pulse,injected_two_pulse,1,0.01130195148214265,65:678819:14965:253859,B6,2.687171147470089,2.683990768155404,6.0,0.22895723930982748,0.006198596911540819
traditional_atom_rubric,false_negative,broad_or_saturated,65,65:651341:6223:226381:injected_two_pulse,injected_two_pulse,1,0.03618102437949104,65:651341:6223:226381,B4,2.8933402297769675,2.888663952316797,8.0,0.19590573672935013,0.023677039414097018
traditional_atom_rubric,false_negative,broad_or_saturated,65,65:676827:13136:251867:injected_two_pulse,injected_two_pulse,1,1.3105168387513162,65:676827:13136:251867,B4,1.9752084296726586,2.012066713861195,5.0,0.2066630552546046,0.023666979547847355
