heldout_run,residual_method,check,value,flag
58,all,s03_train_heldout_event_id_overlap,0.0,False
58,all,q_template_train_rows_only,11241.0,False
58,all,q_template_heldout_rows_scored,219.0,False
58,all,q_veto_forbidden_feature_overlap,0.0,False
58,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.654429836335119,False
58,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
58,s03b_monotone_binned,ml_q_rf_oof_auc,0.7920453613409828,False
58,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.46314434213536737,False
59,all,s03_train_heldout_event_id_overlap,0.0,False
59,all,q_template_train_rows_only,9171.0,False
59,all,q_template_heldout_rows_scored,2289.0,False
59,all,q_veto_forbidden_feature_overlap,0.0,False
59,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.989399415804092,False
59,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
59,s03b_monotone_binned,ml_q_rf_oof_auc,0.807053402833976,False
59,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.48545888143105737,False
60,all,s03_train_heldout_event_id_overlap,0.0,False
60,all,q_template_train_rows_only,9036.0,False
60,all,q_template_heldout_rows_scored,2424.0,False
60,all,q_veto_forbidden_feature_overlap,0.0,False
60,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.7486506551545062,False
60,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
60,s03b_monotone_binned,ml_q_rf_oof_auc,0.7930289656564791,False
60,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.4591391544901849,False
61,all,s03_train_heldout_event_id_overlap,0.0,False
61,all,q_template_train_rows_only,8661.0,False
61,all,q_template_heldout_rows_scored,2799.0,False
61,all,q_veto_forbidden_feature_overlap,0.0,False
61,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.703513027082284,False
61,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
61,s03b_monotone_binned,ml_q_rf_oof_auc,0.8404609578724025,False
61,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.49715950502907313,False
62,all,s03_train_heldout_event_id_overlap,0.0,False
62,all,q_template_train_rows_only,9039.0,False
62,all,q_template_heldout_rows_scored,2421.0,False
62,all,q_veto_forbidden_feature_overlap,0.0,False
62,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.948151669620369,False
62,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
62,s03b_monotone_binned,ml_q_rf_oof_auc,0.8018440167976089,False
62,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.5326232392145983,False
63,all,s03_train_heldout_event_id_overlap,0.0,False
63,all,q_template_train_rows_only,10350.0,False
63,all,q_template_heldout_rows_scored,1110.0,False
63,all,q_veto_forbidden_feature_overlap,0.0,False
63,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.8270252140388763,False
63,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
63,s03b_monotone_binned,ml_q_rf_oof_auc,0.8028782082844121,False
63,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.47469378479718216,False
65,all,s03_train_heldout_event_id_overlap,0.0,False
65,all,q_template_train_rows_only,11262.0,False
65,all,q_template_heldout_rows_scored,198.0,False
65,all,q_veto_forbidden_feature_overlap,0.0,False
65,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.905653903414869,False
65,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
65,s03b_monotone_binned,ml_q_rf_oof_auc,0.80319547548635,False
65,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.5084046680212713,False
