taxonomy_class,method,comparison,delta_sigma68_ns,delta_full_rms_ns,delta_tail_frac
baseline_excursion,cnn_1d_waveform,dynamic_range_extra_minus_matched_control,-0.2002032295606262,2.4767304370942957,0.12318662116361162
baseline_excursion,cnn_1d_waveform,dynamic_range_extra_minus_median_first_four,-0.02132837652666586,3.7365371467414583,0.1877536200561919
baseline_excursion,gradient_boosted_trees_hgb,dynamic_range_extra_minus_matched_control,0.5474648488895848,0.002399405840306734,0.12784247499091111
baseline_excursion,gradient_boosted_trees_hgb,dynamic_range_extra_minus_median_first_four,1.301049732794397,2.206525055979776,0.14437403645270513
baseline_excursion,hybrid_residual_ensemble,dynamic_range_extra_minus_matched_control,1.001725929482666,1.4881737733564897,0.1414582087276736
baseline_excursion,hybrid_residual_ensemble,dynamic_range_extra_minus_median_first_four,1.5054426312151785,3.324785202830254,0.15913262733232475
baseline_excursion,mlp_waveform,dynamic_range_extra_minus_matched_control,-0.2706699241699475,2.474063870660589,0.12992998627871793
baseline_excursion,mlp_waveform,dynamic_range_extra_minus_median_first_four,0.1416430205802519,3.873808134474782,0.1867450471868021
baseline_excursion,ridge_ml,dynamic_range_extra_minus_matched_control,1.748548633312214,0.8001645259876726,0.16497202969426167
baseline_excursion,ridge_ml,dynamic_range_extra_minus_median_first_four,1.9977834468603048,2.8691401425846457,0.19039838628340897
baseline_excursion,signed_physics_prior,dynamic_range_extra_minus_matched_control,0.6476686043818141,2.2208907468408476,0.14713436301586744
baseline_excursion,signed_physics_prior,dynamic_range_extra_minus_median_first_four,0.8478636616484945,4.193899539406074,0.18031265758951084
large_downstream_timing_span,cnn_1d_waveform,dynamic_range_extra_minus_matched_control,12.171826495399259,6.756812289138836,0.11666666666666668
large_downstream_timing_span,cnn_1d_waveform,dynamic_range_extra_minus_median_first_four,12.041025066883552,8.713005672355,0.09768413059984815
large_downstream_timing_span,gradient_boosted_trees_hgb,dynamic_range_extra_minus_matched_control,0.5476212163424439,3.1399185546012145,0.10952380952380952
large_downstream_timing_span,gradient_boosted_trees_hgb,dynamic_range_extra_minus_median_first_four,0.5439028098651253,5.635409490542836,0.1181473044798785
large_downstream_timing_span,hybrid_residual_ensemble,dynamic_range_extra_minus_matched_control,8.908514643901146,4.502029737872497,0.1761904761904762
large_downstream_timing_span,hybrid_residual_ensemble,dynamic_range_extra_minus_median_first_four,8.580643012113491,6.987495183653817,0.18500379650721338
large_downstream_timing_span,mlp_waveform,dynamic_range_extra_minus_matched_control,12.148911709595676,6.7546545141451695,0.11666666666666668
large_downstream_timing_span,mlp_waveform,dynamic_range_extra_minus_median_first_four,12.324768571153939,8.917611955616803,0.12179195140470768
large_downstream_timing_span,ridge_ml,dynamic_range_extra_minus_matched_control,4.121540072542675,1.900716583751426,0.1523809523809524
large_downstream_timing_span,ridge_ml,dynamic_range_extra_minus_median_first_four,3.903405651955278,4.486991644679321,0.18424449506454063
large_downstream_timing_span,signed_physics_prior,dynamic_range_extra_minus_matched_control,12.75263790520573,6.699497594453042,0.1523809523809524
large_downstream_timing_span,signed_physics_prior,dynamic_range_extra_minus_median_first_four,12.55730733907895,9.13574681662658,0.18234624145785877
