heldout_run,residual_method,check,value,flag
58,all,s03_train_heldout_event_id_overlap,0.0,False
58,all,q_veto_forbidden_feature_overlap,0.0,False
58,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.654429836335119,False
58,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
58,s03b_monotone_binned,ml_q_rf_oof_auc,0.7719329940298121,False
58,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.4975165227000963,False
59,all,s03_train_heldout_event_id_overlap,0.0,False
59,all,q_veto_forbidden_feature_overlap,0.0,False
59,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.989399415804092,False
59,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
59,s03b_monotone_binned,ml_q_rf_oof_auc,0.7637483933926785,False
59,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.4967990167298731,False
60,all,s03_train_heldout_event_id_overlap,0.0,False
60,all,q_veto_forbidden_feature_overlap,0.0,False
60,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.7486506551545062,False
60,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
60,s03b_monotone_binned,ml_q_rf_oof_auc,0.7839972923994278,False
60,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.4939061701626013,False
61,all,s03_train_heldout_event_id_overlap,0.0,False
61,all,q_veto_forbidden_feature_overlap,0.0,False
61,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.703513027082284,False
61,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
61,s03b_monotone_binned,ml_q_rf_oof_auc,0.7787325278178197,False
61,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.5348014285482905,False
62,all,s03_train_heldout_event_id_overlap,0.0,False
62,all,q_veto_forbidden_feature_overlap,0.0,False
62,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.948151669620369,False
62,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
62,s03b_monotone_binned,ml_q_rf_oof_auc,0.7749110937362069,False
62,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.507069939594184,False
63,all,s03_train_heldout_event_id_overlap,0.0,False
63,all,q_veto_forbidden_feature_overlap,0.0,False
63,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.8270252140388763,False
63,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
63,s03b_monotone_binned,ml_q_rf_oof_auc,0.7724844398995063,False
63,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.4852630382911033,False
65,all,s03_train_heldout_event_id_overlap,0.0,False
65,all,q_veto_forbidden_feature_overlap,0.0,False
65,s03b_monotone_binned,s03b_shuffled_target_sigma68,2.905653903414869,False
65,s03b_monotone_binned,train_heldout_event_id_overlap,0.0,False
65,s03b_monotone_binned,ml_q_rf_oof_auc,0.7679916812521376,False
65,s03b_monotone_binned,shuffled_ml_q_rf_oof_auc,0.48432501961494356,False
