method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,table,candidate,alpha,fold,n_features,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,analytic_candidate,analytic_alpha,heldout_run,model,target_rmse_ns,variant,sample,ridge_alpha,train_r2,train_original_std,train_residualized_std,proxy_feature_set_sha256,n_train_pulses,proxy_names,feature_policy,feature_set_sha256,max_iter,hidden,channels
template_phase,2.0,train,11241.0,-3.807085546556088,2.7731729385950494,3.30682576198624,0.09661062183079797,94.01502983997653,231.5400156389423,traditional_scan,,,,,,,,,,58,,,,,,,,,,,,,,,,
template_phase,2.0,heldout,219.0,-3.807085546556088,2.6428031039120548,3.543970158355157,0.0776255707762557,0.8960284820863262,4.517988351741272,traditional_scan,,,,,,,,,,58,,,,,,,,,,,,,,,,
of_1_9,2.0,train,11241.0,-3.275691101073207,3.408950315456943,3.82585751498904,0.1579930611155591,169.9367735673292,15.138916911501232,traditional_scan,,,,,,,,,,58,,,,,,,,,,,,,,,,
of_1_9,2.0,heldout,219.0,-2.7254299704992917,3.787073076585547,3.8436762889382075,0.2191780821917808,147.27750175076315,1.310775888934887,traditional_scan,,,,,,,,,,58,,,,,,,,,,,,,,,,
of_2_10,2.0,train,11241.0,-3.4169277757412715,3.4530525013568223,3.867925437799859,0.16377546481629748,116.90921766550764,14.458587097283612,traditional_scan,,,,,,,,,,58,,,,,,,,,,,,,,,,
of_2_10,2.0,heldout,219.0,-2.8119158217956084,4.1277865578322155,4.114774514145117,0.228310502283105,0.33396327433500256,1.7406681270563569,traditional_scan,,,,,,,,,,58,,,,,,,,,,,,,,,,
of_3_11,2.0,train,11241.0,-3.5912125935204813,3.4329308867688577,3.877314289969081,0.16377546481629748,6.387514108963451,14.478969027870594,traditional_scan,,,,,,,,,,58,,,,,,,,,,,,,,,,
of_3_11,2.0,heldout,219.0,-3.4036542039113584,3.799286121279896,4.056331067482309,0.1689497716894977,0.5934065423506967,1.4797520696619983,traditional_scan,,,,,,,,,,58,,,,,,,,,,,,,,,,
of_4_12,2.0,train,11241.0,-3.6264520355216376,3.3638287975829777,4.016044994111914,0.16377546481629748,142.27210100405895,11.834839443786109,traditional_scan,,,,,,,,,,58,,,,,,,,,,,,,,,,
of_4_12,2.0,heldout,219.0,-3.247545121356488,3.1982519114302943,4.2456646994082865,0.1598173515981735,2.1660125855258046,1.3126753355917766,traditional_scan,,,,,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.1121381469353757,,,,,analytic_cv,amp_only,0.0,0.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.3627183983693998,,,,,analytic_cv,amp_only,0.0,1.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.3750005998963033,,,,,analytic_cv,amp_only,0.0,2.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.6166190484003595,,,,,analytic_cv,amp_only,0.0,-1.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.1094853336862256,,,,,analytic_cv,amp_only,0.01,0.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.3629660442030622,,,,,analytic_cv,amp_only,0.01,1.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.375433424927048,,,,,analytic_cv,amp_only,0.01,2.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.6159616009387785,,,,,analytic_cv,amp_only,0.01,-1.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.1069396537927316,,,,,analytic_cv,amp_only,0.1,0.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.3633954870649796,,,,,analytic_cv,amp_only,0.1,1.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.3747899597288828,,,,,analytic_cv,amp_only,0.1,2.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.6150417001955315,,,,,analytic_cv,amp_only,0.1,-1.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.1109655096414413,,,,,analytic_cv,amp_only,1.0,0.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.379677454793276,,,,,analytic_cv,amp_only,1.0,1.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.4203893932851956,,,,,analytic_cv,amp_only,1.0,2.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.6370107859066376,,,,,analytic_cv,amp_only,1.0,-1.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.1008577099035497,,,,,analytic_cv,amp_only,10.0,0.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.374014550682853,,,,,analytic_cv,amp_only,10.0,1.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.4439956764566717,,,,,analytic_cv,amp_only,10.0,2.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.639622645681025,,,,,analytic_cv,amp_only,10.0,-1.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.070948021628114,,,,,analytic_cv,amp_only,100.0,0.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.312389246288859,,,,,analytic_cv,amp_only,100.0,1.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.3992276237939008,,,,,analytic_cv,amp_only,100.0,2.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.5941882972369579,,,,,analytic_cv,amp_only,100.0,-1.0,6.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.0619749970082863,,,,,analytic_cv,amp_rise_shape,0.0,0.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.3731399195611864,,,,,analytic_cv,amp_rise_shape,0.0,1.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.4154505471212695,,,,,analytic_cv,amp_rise_shape,0.0,2.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.6168551545635808,,,,,analytic_cv,amp_rise_shape,0.0,-1.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.0619575874994616,,,,,analytic_cv,amp_rise_shape,0.01,0.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.3716692838644091,,,,,analytic_cv,amp_rise_shape,0.01,1.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.4150749920356445,,,,,analytic_cv,amp_rise_shape,0.01,2.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.6162339544665052,,,,,analytic_cv,amp_rise_shape,0.01,-1.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.058541278063389,,,,,analytic_cv,amp_rise_shape,0.1,0.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.3737419883201578,,,,,analytic_cv,amp_rise_shape,0.1,1.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.410897979567081,,,,,analytic_cv,amp_rise_shape,0.1,2.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.6143937486502093,,,,,analytic_cv,amp_rise_shape,0.1,-1.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.0585647571513066,,,,,analytic_cv,amp_rise_shape,1.0,0.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.3755111993428815,,,,,analytic_cv,amp_rise_shape,1.0,1.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.423332898971222,,,,,analytic_cv,amp_rise_shape,1.0,2.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.6191362851551367,,,,,analytic_cv,amp_rise_shape,1.0,-1.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.0501519244704083,,,,,analytic_cv,amp_rise_shape,10.0,0.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.3861459411651316,,,,,analytic_cv,amp_rise_shape,10.0,1.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.4433737300290885,,,,,analytic_cv,amp_rise_shape,10.0,2.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.6265571985548763,,,,,analytic_cv,amp_rise_shape,10.0,-1.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.0329624740636767,,,,,analytic_cv,amp_rise_shape,100.0,0.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.3488171374342763,,,,,analytic_cv,amp_rise_shape,100.0,1.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.4242318913080747,,,,,analytic_cv,amp_rise_shape,100.0,2.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.602003834268676,,,,,analytic_cv,amp_rise_shape,100.0,-1.0,14.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.2224835322505387,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,0.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.4782798528530199,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,1.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.544319192472812,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,2.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.7483608591921236,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,-1.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.2255974255132034,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,0.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.479419972135286,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,1.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.5613542355568137,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,2.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.7554572110684343,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,-1.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.2283920615509536,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,0.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.4763482706343953,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,1.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.5694214963871587,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,2.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.7580539428575026,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,-1.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.220819520283992,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,0.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.4407521307380566,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,1.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.5351435711164358,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,2.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.732238407379495,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,-1.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.187784830328063,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,0.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.4384078647067535,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,1.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.5162347032883903,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,2.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.7141424661077356,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,-1.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,2997.0,,2.156685960065417,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,0.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,3534.0,,1.4395567332409176,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,1.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,4710.0,,1.5228021528304858,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,2.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,0.0,,1.7063482820456066,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,-1.0,47.0,,,,,,58,,,,,,,,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B4,-4.2190059226054615,-1.9888584651603254,,,58,,,,,,,,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B6,2.4309784083477277,1.14597421164049,,,58,,,,,,,,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,log_amp,-2.5746586533136875,-0.8449228881837207,,,58,,,,,,,,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B8,1.7880275142601756,0.8428842535209862,,,58,,,,,,,,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,inv_amp_1000,-4.634330634470754,-0.642728749154338,,,58,,,,,,,,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,inv_sqrt_amp_1000,-0.606075447556517,-0.06325029483360833,,,58,,,,,,,,,,,,,,,,
,,,,,,,,,,analytic_choice,,,,,,,,amp_only,100.0,58,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,58,ridge,2.816660314399231,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,58,ridge,2.357707930988968,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,58,ridge,2.3855765830987923,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,58,ridge,2.5199816094956637,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,58,ridge,2.8166390501973964,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,58,ridge,2.357660187849342,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,58,ridge,2.3855668614489995,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,58,ridge,2.519955366498579,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,58,ridge,2.8166021601590567,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,58,ridge,2.3572166031967154,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,58,ridge,2.3854707409512548,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,58,ridge,2.5197631681023425,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,58,ridge,2.8165197131915454,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,58,ridge,2.3540310990926656,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,58,ridge,2.384736626968282,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,58,ridge,2.5184291464174975,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,58,ridge,2.819399450137441,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,58,ridge,2.343094859308486,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,58,ridge,2.383166968665193,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,58,ridge,2.51522042603704,waveform_only,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,58,ridge,2.212591792805704,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,58,ridge,1.9816267411810917,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,58,ridge,2.031045025900387,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,58,ridge,2.0750878532957273,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,58,ridge,2.212580915771744,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,58,ridge,1.9815970651799442,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,58,ridge,2.031040204582954,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,58,ridge,2.0750727285115476,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,58,ridge,2.2125121061994095,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,58,ridge,1.981276503320826,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,58,ridge,2.0309625096427846,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,58,ridge,2.0749170397210066,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,58,ridge,2.2121126326422194,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,58,ridge,1.9789696029844228,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,58,ridge,2.0304026433532627,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,58,ridge,2.073828292993302,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,58,ridge,2.213372288742085,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,58,ridge,1.9709497075745408,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,58,ridge,2.0279139201770233,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,58,ridge,2.070745305497883,waveform_stave_onehot,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,58,ridge,2.870511218692579,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,58,ridge,2.2660550013991,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,58,ridge,2.3470305133481313,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,58,ridge,2.4945322444799367,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,58,ridge,2.8700398777456773,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,58,ridge,2.2662311116842933,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,58,ridge,2.3464312095030055,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,58,ridge,2.4942340663109923,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,58,ridge,2.869890298414901,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,58,ridge,2.265895785874098,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,58,ridge,2.345252802248119,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,58,ridge,2.493679628845706,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,58,ridge,2.873493128530065,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,58,ridge,2.259614468308269,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,58,ridge,2.3426383694806274,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,58,ridge,2.4919153221063204,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,58,ridge,2.8793474028605015,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,58,ridge,2.255332970441184,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,58,ridge,2.339355848409774,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,58,ridge,2.4913454072371533,waveform_amp_shape,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,58,ridge,2.3878726430433597,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,58,ridge,1.9502135538019414,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,58,ridge,2.0233419016311394,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,58,ridge,2.1204760328254806,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,58,ridge,2.387668627025792,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,58,ridge,1.9509061297565147,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,58,ridge,2.0214050406120356,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,58,ridge,2.1199932657981138,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,58,ridge,2.388293115772844,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,58,ridge,1.9535400330123953,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,58,ridge,2.019384785314846,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,58,ridge,2.120405978033362,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,58,ridge,2.387118005016487,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,58,ridge,1.9517568897924238,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,58,ridge,2.019290725315045,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,58,ridge,2.1193885400413186,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,58,ridge,2.3813636561021534,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,58,ridge,1.944510324881297,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,58,ridge,2.0158184864019675,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,58,ridge,2.1138974891284725,waveform_amp_shape_stave,,,,,,,,,,,,,
,,,,,,,,,,pedestal_residualization,,,,,,,,,,58,,,waveform_only,0.0,0.001,0.9990168706755699,0.17821009632040252,0.005587758496403694,bbf5717946ac89bd8d2a4c6c3dce9e87abff440b702c2a84c2b4a73c009c96ab,11241.0,"baseline_mean_0_3,baseline_slope_0_3,baseline_rms_0_3,early_late_contrast_0_3_vs_4_7,log_amp,peak_sample,area_over_amp,stave_B4,stave_B6,stave_B8",,,,,
