event_id,split,source_run,stave,is_overlap,true_t1_sample,true_t2_sample,true_amp1_adc,true_amp2_adc,true_sep_sample,true_ratio,pid_label,pid_truth_definition,pid_name,g4_entry,g4_primary_pdg,g4_primary_ekin_mev,g4_total_edep_mev,g4_dominant_edep_mev,g4_first_time_ns,g4_energy_weighted_time_ns,g4_n_sci_hits,g4_n_bstack_layers,g4_truth_stave,true_energy_proxy_adc,true_energy_mev,dedx_proxy,depth_index,shape_area_over_amp,truth_saturation_label,truth_pedestal_adc,truth_pileup_label
train:50:0,train,50,B2,1,5.208203095002435,11.208203095002435,9123.55769686151,4561.778848430755,6.0,0.5,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,25022,2212,163.31719129229177,54.74134618116905,17.79454593861594,7.0551675774347835,7.53116428866572,4,4,B8,13685.336545292263,54.74134618116905,13.685336545292262,0.0,10.195688482342657,0,-1708.3951238402308,1
train:50:1,train,50,B6,1,6.424577619990103,8.424577619990103,7560.0,3780.0,2.0,0.5,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,1281,2212,56.327349137852366,60.482203312135326,37.94388020517104,10.33515271154051,10.594868288052336,2,2,B4,15120.55082803383,60.482203312135326,30.241101656067663,2.0,7.035158524397904,0,-1.428339912725388,1
train:50:2,train,50,B6,1,8.061713785250461,8.561713785250461,5734.75,4301.0625,0.5,0.75,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,11447,2212,118.3629961999385,51.80879747348387,51.80879747348387,14.042141535869412,14.042141535869414,1,1,B2,12952.199368370968,51.80879747348387,51.80879747348387,2.0,6.2841584443229515,0,-23.508627610515184,1
train:50:3,train,50,B4,1,9.826873148912085,10.826873148912085,6517.9253738731,6517.9253738731,1.0,1.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,23036,2212,89.67509338671682,52.143402990984804,52.143402990984804,11.824614247842892,11.824614247842892,1,1,B2,13035.8507477462,52.143402990984804,52.143402990984804,1.0,6.753690463742677,0,21.377041391341585,1
train:50:4,train,50,B4,1,8.021164096519307,8.771164096519307,5647.25,2823.625,0.75,0.5,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,17276,2212,165.0359796011877,55.10149722630413,18.23365356185883,7.01341478751916,7.488616805772291,4,4,B8,13775.374306576034,55.10149722630413,13.775374306576033,1.0,6.561943832706042,0,-80.44056909220664,1
train:50:5,train,50,B4,1,8.63093925008911,10.63093925008911,11816.0,2954.0,2.0,0.25,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,3139,2212,65.70468661238218,77.80265549587935,54.15812013129743,10.59388635864184,10.895592884109176,2,2,B4,16000.0,77.80265549587935,38.901327747939675,1.0,5.423694645996071,1,-123.67483947671548,1
train:50:6,train,50,B6,1,5.92740617961055,6.92740617961055,7301.0,3650.5,1.0,0.5,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,14593,2212,119.62875822574934,57.92962235636933,57.92962235636933,14.285141499526981,14.285141499526981,1,1,B2,14482.405589092332,57.92962235636933,57.92962235636933,2.0,7.950407196366687,0,-271.66803506287306,1
train:50:7,train,50,B2,1,4.048768483297956,9.048768483297955,4861.108885265824,4861.108885265824,5.0,1.0,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,203,2212,74.6979853721174,38.88887108212659,38.88887108212659,10.7377545412511,10.7377545412511,1,1,B2,9722.217770531648,38.88887108212659,38.88887108212659,0.0,9.345470815872785,0,338.6190419740685,1
train:50:8,train,50,B6,1,4.314932879253581,5.314932879253581,10666.666666666668,5333.333333333334,1.0,0.5,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,8000,2212,83.87204146586095,80.18394151326285,41.305992762341376,9.571029079942443,10.585248353469522,3,1,B2,16000.0,80.18394151326285,80.18394151326285,2.0,8.826179153582185,1,55.21449071387785,1
train:50:9,train,50,B8,1,6.994532409470378,8.994532409470377,6114.5,1528.625,2.0,0.25,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,24088,2212,146.8845384787365,107.89827382574364,37.99882133915353,7.295492736292672,11.661809488789421,5,4,B2,16000.0,107.89827382574364,26.97456845643591,3.0,6.821913306015778,0,-21.290009115382777,1
train:50:10,train,50,B4,1,4.573594829630322,10.573594829630322,9144.879166221706,4572.439583110853,6.0,0.5,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,10026,2212,140.7666254574687,54.86927499733024,25.211662402645747,7.467814036459328,7.8463786763357035,3,3,B6,13717.318749332559,54.86927499733024,18.289758332443412,1.0,9.709612953993707,0,101.76752715989514,1
train:50:11,train,50,B6,1,4.244052331013012,4.744052331013012,7560.0,1890.0,0.5,0.25,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,17022,2212,165.18035936734668,55.69746575800627,17.973336341469015,7.011704744795176,7.478853112438245,4,4,B8,13924.366439501568,55.69746575800627,13.924366439501567,2.0,7.584996484872888,0,-61.667864458352,1
train:50:12,train,50,B4,1,4.625581599592089,6.125581599592089,10666.666666666666,5333.333333333333,1.5,0.5,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,12415,2212,75.36716641731607,64.42530843373206,34.13644650045725,10.378836335824632,10.790320263559192,2,1,B2,16000.0,64.42530843373206,64.42530843373206,1.0,8.84055216181218,1,-139.2159953110701,1
train:50:13,train,50,B2,1,4.721813236921425,9.721813236921424,5513.7497020665805,5513.7497020665805,5.0,1.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,20726,2212,111.53633980272137,44.109997616532645,44.109997616532645,13.432044503110953,13.432044503110955,1,1,B2,11027.499404133161,44.109997616532645,44.109997616532645,0.0,9.073082032761517,0,-1409.5227044688688,1
train:50:14,train,50,B6,1,5.861271036440574,6.861271036440574,10617.610588221523,2654.402647055381,1.0,0.25,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,9904,2212,126.02858671921867,53.08805294110762,45.74573898315431,7.915797350376498,7.945777783813814,4,1,B2,13272.013235276905,53.08805294110762,53.08805294110762,2.0,7.751978022258607,0,-81.67471988358433,1
