coverage,risk,method,rate_mhz
1.4265335235378031e-05,0.0,trad,0.5
0.005007132667617689,0.0,trad,0.5
0.01,0.0,trad,0.5
0.014992867332382311,0.0,trad,0.5
0.019985734664764623,0.0,trad,0.5
0.024978601997146934,0.0,trad,0.5
0.029971469329529245,0.0,trad,0.5
0.03496433666191155,0.0,trad,0.5
0.039957203994293866,0.0,trad,0.5
0.04495007132667618,0.0,trad,0.5
0.04994293865905849,0.0,trad,0.5
0.0549358059914408,0.0,trad,0.5
0.05992867332382311,0.0,trad,0.5
0.06492154065620542,0.0,trad,0.5
0.06991440798858774,0.0,trad,0.5
0.07490727532097004,0.0,trad,0.5
0.07990014265335235,0.0,trad,0.5
0.08489300998573467,0.0,trad,0.5
0.08988587731811698,0.0,trad,0.5
0.09487874465049928,0.0,trad,0.5
0.0998716119828816,0.0,trad,0.5
0.10486447931526391,0.0,trad,0.5
0.10985734664764622,0.0,trad,0.5
0.11485021398002854,0.0,trad,0.5
0.11984308131241084,0.0,trad,0.5
0.12483594864479315,0.0,trad,0.5
0.12982881597717547,0.0,trad,0.5
0.13482168330955777,0.0,trad,0.5
0.1398145506419401,0.0,trad,0.5
0.1448074179743224,0.0,trad,0.5
0.1498002853067047,0.0,trad,0.5
0.15479315263908702,0.0,trad,0.5
0.15978601997146932,0.0,trad,0.5
0.16477888730385165,0.0,trad,0.5
0.16977175463623395,0.0,trad,0.5
0.17476462196861625,0.0,trad,0.5
0.17975748930099858,0.0,trad,0.5
0.18475035663338088,0.0,trad,0.5
0.1897432239657632,0.0,trad,0.5
0.1947360912981455,0.0,trad,0.5
0.1997289586305278,0.0,trad,0.5
0.20472182596291014,0.0,trad,0.5
0.20971469329529244,0.0,trad,0.5
0.21470756062767474,0.0,trad,0.5
0.21970042796005707,0.0,trad,0.5
0.22469329529243937,0.0,trad,0.5
0.2296861626248217,0.0,trad,0.5
0.234679029957204,0.0,trad,0.5
0.2396718972895863,0.0,trad,0.5
0.24466476462196862,0.0,trad,0.5
