run,method,n,pid_auc,energy_sigma68_frac,timing_sigma68_ns
63,ridge,12153,0.992409039774109,0.167124532628045,1.3158706955739663
65,ridge,9742,0.9938520064111335,0.15646534828098912,0.9737448191364984
44,gradient_boosted_trees,1389,0.9994835955991934,0.058690228699895514,0.8461096170100024
45,gradient_boosted_trees,17179,0.9997911647987655,0.061011303531659504,0.8461096170100024
46,gradient_boosted_trees,495,1.0,0.04250571927814435,0.5721737409481742
47,gradient_boosted_trees,3830,0.9997812053617207,0.04207306134902618,0.5721737409481742
48,gradient_boosted_trees,9823,0.9996951887010953,0.05483756862748951,0.8461096170100024
49,gradient_boosted_trees,10317,0.9997665705046761,0.05707835560987311,0.8461096170100024
50,gradient_boosted_trees,26206,0.9999896196885525,0.03520320808515129,0.2998232554305158
51,gradient_boosted_trees,10741,0.999801134062188,0.039202997396523595,0.4891967159302535
52,gradient_boosted_trees,5241,0.999576742563632,0.03881564432674627,0.4891967159302535
53,gradient_boosted_trees,20670,0.9999912723262517,0.023094725793874747,0.2998232554305158
54,gradient_boosted_trees,19572,0.9998597473920887,0.02288847143968632,0.2998232554305158
55,gradient_boosted_trees,12556,0.999840238042199,0.03615523968686274,0.4891967159302535
56,gradient_boosted_trees,29824,0.9998218432957433,0.03695532229598795,0.2998232554305158
57,gradient_boosted_trees,9578,0.9998290634691537,0.057454427545461526,0.8461096170100024
58,gradient_boosted_trees,10944,0.9999287654631618,0.035322686519576596,0.5462863615794866
59,gradient_boosted_trees,11577,0.9994104229097461,0.1116203211312077,2.2183553655896042
60,gradient_boosted_trees,8070,0.9998602712833036,0.10592601510360983,2.4343370634727037
61,gradient_boosted_trees,9080,0.9996660680714865,0.10038906948767704,2.5354581769378703
62,gradient_boosted_trees,9796,0.9997109532596736,0.0965472569989338,2.2450100949733187
63,gradient_boosted_trees,12153,0.9997000293131483,0.05680681762610616,0.6632048820602225
65,gradient_boosted_trees,9742,0.999949913019683,0.03989629417441905,0.6292633865974073
44,mlp,1389,0.999824669062856,0.032349383455053275,0.08882621506920589
45,mlp,17179,0.9999250574541664,0.029259295075859296,0.07737716037972893
46,mlp,495,1.0,0.016000346157223264,0.06620843520560449
47,mlp,3830,1.0,0.017118873696062548,0.0661445194391943
48,mlp,9823,0.9999178343022593,0.03139915210093727,0.08399188772363447
49,mlp,10317,0.9999846650135884,0.03269778372586036,0.08393312790177561
50,mlp,26206,0.9999966122832933,0.010161510738628511,0.03014937730959577
51,mlp,10741,0.9998891934555942,0.011229757446519956,0.03604888077962442
52,mlp,5241,0.9998790131875626,0.011249224657884352,0.034120760186225216
53,mlp,20670,0.9999994773848055,0.009249512224112808,0.031645545144054
54,mlp,19572,0.9999997642813312,0.00911278764632974,0.030506734929637597
55,mlp,12556,0.9999983588910344,0.011124016278861516,0.03559779539781793
56,mlp,29824,0.9999963398584026,0.01082914272019871,0.03164735531224565
57,mlp,9578,0.9998514159202825,0.03241786265218764,0.08590246861742565
58,mlp,10944,0.9999977237632637,0.01759791098007671,0.06680806745698627
59,mlp,11577,0.9998745333482809,0.0727252137497762,0.380742902614878
60,mlp,8070,0.9999906847522203,0.08876500603797995,0.45442868047878343
61,mlp,9080,0.9999726261178036,0.08195428203090341,0.46085092422624974
62,mlp,9796,0.999888727153249,0.07498238840153795,0.3982353119469801
63,mlp,12153,0.9999145099447599,0.03518121745485389,0.12242131348927147
65,mlp,9742,1.0,0.024472635103037023,0.07909823102258233
44,1d_cnn,1389,0.9839380424300869,0.22293505962967092,7.511326599121091
45,1d_cnn,17179,0.9910028160461218,0.20339349906586718,7.604484844207763
46,1d_cnn,495,0.994840579710145,0.1921679972537879,6.113742923736568
47,1d_cnn,3830,0.9948261327839024,0.19239476634292466,6.150707626342773
48,1d_cnn,9823,0.9887384847657066,0.22341157991870114,7.337938594818114
49,1d_cnn,10317,0.9899376746292339,0.23054175730546111,7.3926688194274925
50,1d_cnn,26206,0.9948792586880553,0.14156967682182947,5.46943473815918
51,1d_cnn,10741,0.9957277234678741,0.14763762734900582,5.738866329193117
52,1d_cnn,5241,0.9941615024676597,0.14741683909368922,5.629539966583248
53,1d_cnn,20670,0.9954208232679513,0.15403405447990648,5.189462471008301
54,1d_cnn,19572,0.9951914149240392,0.15473579974548007,5.174208164215086
55,1d_cnn,12556,0.9950713887323362,0.1516308702593433,5.763735294342041
56,1d_cnn,29824,0.9947370775811318,0.14530367501991315,5.519894695281982
57,1d_cnn,9578,0.9879271510753371,0.22976172789274585,7.542037487030029
58,1d_cnn,10944,0.9877476596638535,0.1447345752759966,4.760044288635251
59,1d_cnn,11577,0.9654737266441794,0.368150540537174,8.849549579620362
60,1d_cnn,8070,0.9596871008270775,0.4460172634469267,10.494070959091186
61,1d_cnn,9080,0.9627163309343414,0.4067532249351376,9.931334710121154
62,1d_cnn,9796,0.9705709586466165,0.37361422751927476,9.273051500320433
63,1d_cnn,12153,0.9758835337564837,0.2248122035126913,6.820712286233902
65,1d_cnn,9742,0.9849626668751588,0.16708381268981665,6.096120357513427
44,tiny_transformer_multitask,1389,0.9779192601034454,0.24044100784666556,7.097489738464356
45,tiny_transformer_multitask,17179,0.9883549736247231,0.22863850621213985,6.999411582946777
46,tiny_transformer_multitask,495,0.9929468599033816,0.2196216745141033,5.816862392425537
47,tiny_transformer_multitask,3830,0.9933619376023923,0.22408726356075656,5.861178302764893
48,tiny_transformer_multitask,9823,0.9816515507967729,0.23932335355065296,6.919964790344237
49,tiny_transformer_multitask,10317,0.9844584064790042,0.24318799039719025,6.979168224334719
50,tiny_transformer_multitask,26206,0.9956033565921802,0.1373499652839225,3.842288970947265
51,tiny_transformer_multitask,10741,0.9961644275750393,0.14648541348249133,4.377516746520996
52,tiny_transformer_multitask,5241,0.9957456244412217,0.14607974042213315,4.276718139648436
53,tiny_transformer_multitask,20670,0.9957660628654414,0.14684426737828596,3.597360515594482
54,tiny_transformer_multitask,19572,0.9964947960473686,0.14663470392783712,3.566295701265335
55,tiny_transformer_multitask,12556,0.9953673955564613,0.1510657452259519,4.2927446365356445
56,tiny_transformer_multitask,29824,0.9948967615782661,0.14257039586805975,3.9802387237548826
57,tiny_transformer_multitask,9578,0.9797219245876756,0.24139288682140028,7.017045402526854
58,tiny_transformer_multitask,10944,0.9776062662579479,0.162953185558459,4.849577140808105
59,tiny_transformer_multitask,11577,0.9323990327450535,0.30313896903299825,9.590254306793213
60,tiny_transformer_multitask,8070,0.929337247289942,0.3552346347230606,11.60386962890625
61,tiny_transformer_multitask,9080,0.9388758871124645,0.3245296874903449,11.073549345135687
62,tiny_transformer_multitask,9796,0.9431856604162847,0.30803101069284444,10.675443619489668
63,tiny_transformer_multitask,12153,0.9448430887692152,0.226427706483743,6.5006567478179935
65,tiny_transformer_multitask,9742,0.9705649811379762,0.1723688257747652,4.88754723072052
44,pedestal_tail_fusion_new,1389,0.9993479880774963,0.2060711135248541,0.5466281325145211
45,pedestal_tail_fusion_new,17179,0.9998039587477784,0.19140856343605456,0.4767426516341631
46,pedestal_tail_fusion_new,495,1.0,0.13187859308264863,0.3950936214374362
47,pedestal_tail_fusion_new,3830,0.9996279894978574,0.13289287481824594,0.38583844789203464
48,pedestal_tail_fusion_new,9823,0.9995936060516525,0.20870665852986647,0.5249306730128911
49,pedestal_tail_fusion_new,10317,0.9998188035721107,0.20768293476975502,0.5379162133870786
50,pedestal_tail_fusion_new,26206,0.9999901167467018,0.07429366170368318,0.1016465664239821
51,pedestal_tail_fusion_new,10741,0.9997210842289929,0.0828510993624621,0.12627604266174508
52,pedestal_tail_fusion_new,5241,0.9992801677474298,0.0806273897348409,0.1210498435877385
53,pedestal_tail_fusion_new,20670,0.9999927879103158,0.07617738516282202,0.10092223293205381
54,pedestal_tail_fusion_new,19572,0.9999771521261782,0.07581877661355521,0.1007733450585867
55,pedestal_tail_fusion_new,12556,0.999728659043628,0.08008717262273753,0.12553867630285429
56,pedestal_tail_fusion_new,29824,0.9999407359779701,0.07317859858069849,0.10739480013184206
57,pedestal_tail_fusion_new,9578,0.9998327149382693,0.21043793219802007,0.542370416339819
58,pedestal_tail_fusion_new,10944,0.9999361486412939,0.14153899794478764,0.33458905299694286
59,pedestal_tail_fusion_new,11577,0.9994654597859051,0.2280736987384157,1.8347169244904582
60,pedestal_tail_fusion_new,8070,0.9999111170107681,0.25996370915635153,2.2710826303795537
61,pedestal_tail_fusion_new,9080,0.9996647435287995,0.24238955785350785,2.3599951650082374
62,pedestal_tail_fusion_new,9796,0.9996797920869246,0.22674108280282224,1.9836217483339817
63,pedestal_tail_fusion_new,12153,0.999787825611739,0.18856666932480262,0.5748445849097323
65,pedestal_tail_fusion_new,9742,0.9999513789800826,0.1863484167360392,0.42750064975184243
