method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,stratum,heldout_run,table,candidate,alpha,fold,n_features,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,active_positive_terms,coefficient_ns_per_unit,lower_bound,upper_bound,at_positive_bound,max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,hidden,weight_decay,pred_sigma_median_ns,scope,n,abs_error_median_ns,pull_width_sigma68,pull_rms,model,channels
of_4_12,2.0,train,11241.0,-3.6264520355216376,3.3638287975829777,4.016044994111914,0.16377546481629748,142.27210100405895,11.834839443786109,median_selected,58,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_4_12,2.0,heldout,219.0,-3.247545121356488,3.1982519114302943,4.2456646994082865,0.1598173515981735,2.1660125855258046,1.3126753355917766,median_selected,58,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5286.0,,1.9117977505325832,,,,,median_selected,58,s03a_cv,amp_only,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,5955.0,,1.3260661712105595,,,,,median_selected,58,s03a_cv,amp_only,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6189319608715713,,,,,median_selected,58,s03a_cv,amp_only,0.0,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,5286.0,,1.9119567575092706,,,,,median_selected,58,s03a_cv,amp_only,0.01,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,5955.0,,1.325008293426602,,,,,median_selected,58,s03a_cv,amp_only,0.01,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6184825254679365,,,,,median_selected,58,s03a_cv,amp_only,0.01,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,5286.0,,1.910837263730783,,,,,median_selected,58,s03a_cv,amp_only,0.1,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,5955.0,,1.3271352077806138,,,,,median_selected,58,s03a_cv,amp_only,0.1,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6189862357556986,,,,,median_selected,58,s03a_cv,amp_only,0.1,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,5286.0,,1.907405421942132,,,,,median_selected,58,s03a_cv,amp_only,1.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,5955.0,,1.3372754527742483,,,,,median_selected,58,s03a_cv,amp_only,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.62234043735819,,,,,median_selected,58,s03a_cv,amp_only,1.0,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,5286.0,,1.8987816594899511,,,,,median_selected,58,s03a_cv,amp_only,10.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,5955.0,,1.3356761639269574,,,,,median_selected,58,s03a_cv,amp_only,10.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6172289117084544,,,,,median_selected,58,s03a_cv,amp_only,10.0,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,58,s03a_coefficients,,,,,stave_B4,-4.257963809981749,-2.007223389389975,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,58,s03a_coefficients,,,,,log_amp,-4.613165073108378,-1.5138972897329184,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,58,s03a_coefficients,,,,,stave_B6,2.4239205328591478,1.1426470972279932,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,58,s03a_coefficients,,,,,inv_sqrt_amp_1000,-8.793880548910149,-0.9177331629132409,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,58,s03a_coefficients,,,,,stave_B8,1.8340432771480681,0.8645762921739867,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,58,s03a_coefficients,,,,,inv_amp_1000,-3.129145556998975,-0.43397676350761394,,,,,,,,,,,,,,,,,,,,,
,,,5286.0,,1.960934847630267,,,,,median_selected,58,signed_cv,inv_sqrt_amp,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,5955.0,,1.3363931935856206,,,,,median_selected,58,signed_cv,inv_sqrt_amp,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.648664020607944,,,,,median_selected,58,signed_cv,inv_sqrt_amp,,-1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
,,,5286.0,,1.9412767666964412,,,,,median_selected,58,signed_cv,inv_amp,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
,,,5955.0,,1.3158223506363014,,,,,median_selected,58,signed_cv,inv_amp,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6285495586663714,,,,,median_selected,58,signed_cv,inv_amp,,-1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
,,,5286.0,,1.9609348478189197,,,,,median_selected,58,signed_cv,inv_sqrt_plus_inv_amp,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
,,,5955.0,,1.3363931935856206,,,,,median_selected,58,signed_cv,inv_sqrt_plus_inv_amp,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6486640207022702,,,,,median_selected,58,signed_cv,inv_sqrt_plus_inv_amp,,-1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,58,signed_coefficients,,,,,B4_intercept,,,,-4.154564657696418,-inf,inf,False,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,58,signed_coefficients,,,,,B6_intercept,,,,2.4175923091409417,-inf,inf,False,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,58,signed_coefficients,,,,,B8_intercept,,,,0.751804320076757,-inf,inf,False,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,58,signed_coefficients,,,,,B4_1000_over_amp_positive,,,,4.333418283406316e-21,0.0,inf,True,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,58,signed_coefficients,,,,,B6_1000_over_amp_positive,,,,0.2597942348360334,0.0,inf,False,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,58,signed_coefficients,,,,,B8_1000_over_amp_positive,,,,2.7161276556980956,0.0,inf,False,,,,,,,,,,,,,,,,
,,,5286.0,,1.8753214475518414,,,,,median_selected,58,ridge_cv,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5955.0,,1.341186552419646,,,,,median_selected,58,ridge_cv,,0.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6082539999857437,,,,,median_selected,58,ridge_cv,,0.01,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5286.0,,1.875797072547221,,,,,median_selected,58,ridge_cv,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5955.0,,1.3404744263842976,,,,,median_selected,58,ridge_cv,,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6081357494657593,,,,,median_selected,58,ridge_cv,,0.1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5286.0,,1.8755619748103776,,,,,median_selected,58,ridge_cv,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5955.0,,1.3389310635454006,,,,,median_selected,58,ridge_cv,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.607246519177889,,,,,median_selected,58,ridge_cv,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5286.0,,1.8612971591048202,,,,,median_selected,58,ridge_cv,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5955.0,,1.3246072519094954,,,,,median_selected,58,ridge_cv,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.5929522055071579,,,,,median_selected,58,ridge_cv,,10.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5286.0,,1.7651153857525377,,,,,median_selected,58,hgb_cv,,,0.0,,,,,,,,,,80.0,0.05,7.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,5955.0,,1.3233533744730754,,,,,median_selected,58,hgb_cv,,,1.0,,,,,,,,,,80.0,0.05,7.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,0.0,,1.5442343801128064,,,,,median_selected,58,hgb_cv,,,-1.0,,,,,,,,,,80.0,0.05,7.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,5286.0,,1.7927700537754423,,,,,median_selected,58,hgb_cv,,,0.0,,,,,,,,,,80.0,0.05,15.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,5955.0,,1.37500019114907,,,,,median_selected,58,hgb_cv,,,1.0,,,,,,,,,,80.0,0.05,15.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,0.0,,1.583885122462256,,,,,median_selected,58,hgb_cv,,,-1.0,,,,,,,,,,80.0,0.05,15.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,5286.0,,2.650957302439391,,,,,median_selected,58,mlp_cv,,,0.0,,,,,,,,,,,,,,,,16.0,0.0001,0.9644752144813538,,,,,,,
,,,5955.0,,2.8950605355085766,,,,,median_selected,58,mlp_cv,,,1.0,,,,,,,,,,,,,,,,16.0,0.0001,1.1118862628936768,,,,,,,
,,,0.0,,2.773008918973984,,,,,median_selected,58,mlp_cv,,,-1.0,,,,,,,,,,,,,,,,16.0,0.0001,,,,,,,,
,,,,,,,,,,median_selected,58,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.6348693370819092,heldout_pulse_target,219.0,2.8407892298581032,1.8317323953904512,2.094111441382772,,
,,,,,,,,,,median_selected,58,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.2564737796783447,heldout_sigma_bin,55.0,2.042410792100611,1.2002414954192544,2.157673552549935,,
,,,,,,,,,,median_selected,58,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.4652221202850342,heldout_sigma_bin,55.0,2.6176800143601326,0.5286450146250147,1.3030056135750707,,
,,,,,,,,,,median_selected,58,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.7561370730400085,heldout_sigma_bin,54.0,3.166752607810679,2.1934840355971246,2.0099495990146674,,
,,,,,,,,,,median_selected,58,mlp_calibration,,,,,,,,,,,,,,,,,,,,,2.120882272720337,heldout_sigma_bin,55.0,3.2676455777101907,1.418848987336762,1.4298359620773042,,
,,,5286.0,,2.599636224347529,,,,,median_selected,58,cnn_cv,,,0.0,,,,,,,,,,,,,,,,,0.0001,1.2544809579849243,,,,,,cnn_waveform,4.0
,,,5955.0,,2.8275837105395145,,,,,median_selected,58,cnn_cv,,,1.0,,,,,,,,,,,,,,,,,0.0001,1.268147587776184,,,,,,cnn_waveform,4.0
,,,0.0,,2.7136099674435217,,,,,median_selected,58,cnn_cv,,,-1.0,,,,,,,,,,,,,,,,,0.0001,,,,,,,cnn_waveform,4.0
,,,,,,,,,,median_selected,58,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.4060311317443848,heldout_pulse_target,219.0,2.4030492019535927,2.3223863199326455,2.6680108458227485,cnn_waveform,
,,,,,,,,,,median_selected,58,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.217124342918396,heldout_sigma_bin,55.0,3.5794992398434076,3.248451714036463,3.3364957107615503,cnn_waveform,
,,,,,,,,,,median_selected,58,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.325802206993103,heldout_sigma_bin,55.0,2.4586252879979043,2.5329766853032742,2.517061592531913,cnn_waveform,
,,,,,,,,,,median_selected,58,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.5116865634918213,heldout_sigma_bin,54.0,2.402897925365153,2.206238264995227,2.002763370668816,cnn_waveform,
,,,,,,,,,,median_selected,58,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.6538747549057007,heldout_sigma_bin,55.0,2.3243022274853615,2.0230920387826163,2.4880166694140793,cnn_waveform,
le500,2.0,train,9171.0,-1.3626598401968195,4.089605454179232,6.87468233252469,0.206411514556755,244.45450328368688,1.546572167831554,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le500,2.0,heldout,2289.0,-1.2976968803733726,4.421646861182247,6.885219094216158,0.23809523809523808,204.83077655582528,0.7389646865981887,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd10,2.0,train,9171.0,-2.700965367965374,3.2121000511119178,6.820263303248872,0.044924217642568966,275.09187753453557,17.482619529894762,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd10,2.0,heldout,2289.0,-2.7999330183968993,3.3194022537290495,6.679111642333952,0.048055919615552646,221.7735736546127,5.10269585500395,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd20,2.0,train,9171.0,-2.7502338491472393,3.144146509494658,6.302221794873357,0.05528295714753026,298.04370611948445,13.011237883646274,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd20,2.0,heldout,2289.0,-3.037298141121923,3.1903942554003875,5.795444490088401,0.07077326343381389,273.53146208229157,5.9841453726004925,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd30,2.0,train,9171.0,-2.654410527364945,3.236489030073096,6.402832687978782,0.08832188420019627,271.0756666503134,12.546077299740332,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd30,2.0,heldout,2289.0,-2.885697461898566,3.2901011589583096,5.784476638313081,0.1000436871996505,278.81138432656616,5.2987719114725245,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd40,2.0,train,9171.0,-2.399654003059659,3.3904708813101894,6.463625794819696,0.11416421328099444,202.05905394486805,8.772069526774672,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd40,2.0,heldout,2289.0,-2.7572700495254807,3.4761891541563767,5.985010920877463,0.12538226299694188,227.1553113124355,3.550473793600686,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd50,2.0,train,9171.0,-2.0673398437499912,3.572692904779606,6.869224853426023,0.14338676262130629,147.61247982522556,6.144403925236909,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd50,2.0,heldout,2289.0,-2.4530877111147973,3.709660513235132,7.143729783930568,0.1511577107907383,1.3082159000971068,2.697500205344446,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_phase,2.0,train,9171.0,-3.7226235857461845,2.742319268962799,3.3116585094044924,0.07360157016683022,1.370634788353223,116.69020208438104,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_phase,2.0,heldout,2289.0,-3.7226235857461916,2.9923192689628024,3.3427809218901774,0.06771515945827872,1.1812981048876734,28.995141417794432,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_1_9,2.0,train,9171.0,-3.1657442797958595,3.4205546409405363,3.8220059998780465,0.16061498200850508,148.16089624457084,10.890734349005491,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_1_9,2.0,heldout,2289.0,-3.4275661926516037,3.472347310706959,3.8504896725036386,0.15727391874180865,1.1872934881021984,5.899385220091045,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_2_10,2.0,train,9171.0,-3.3308846213303624,3.4817027168776793,3.873371528217916,0.1671573438011122,12.484870018350012,11.005742097150367,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_2_10,2.0,heldout,2289.0,-3.6086402552341355,3.4813561567370908,3.872376959898597,0.16470074268239407,1.102621395699278,5.812639973097641,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_3_11,2.0,train,9171.0,-3.4915529250534405,3.464329822512211,3.8890114982728083,0.1625776905462872,1.538190961736574,10.769334576937545,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_3_11,2.0,heldout,2289.0,-3.7550467683029396,3.4186388613179988,3.8289956089066455,0.1620795107033639,188.64315528373953,5.018742694191916,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_4_12,2.0,train,9171.0,-3.5456069203858576,3.3665934306226215,4.047835972129819,0.1653036746265402,132.7071653319914,8.943937983366018,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_4_12,2.0,heldout,2289.0,-3.8791059992765966,3.3579742937158077,3.882638375635139,0.1620795107033639,1.243566050443435,6.225906571651265,median_selected,59,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.9268001522828442,,,,,median_selected,59,s03a_cv,amp_only,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4845.0,,1.2670184526683799,,,,,median_selected,59,s03a_cv,amp_only,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.596909302475612,,,,,median_selected,59,s03a_cv,amp_only,0.0,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.927942288886662,,,,,median_selected,59,s03a_cv,amp_only,0.01,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4845.0,,1.2645174819102336,,,,,median_selected,59,s03a_cv,amp_only,0.01,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.5962298853984478,,,,,median_selected,59,s03a_cv,amp_only,0.01,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.9267570228986095,,,,,median_selected,59,s03a_cv,amp_only,0.1,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4845.0,,1.2717417997046476,,,,,median_selected,59,s03a_cv,amp_only,0.1,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.5992494113016287,,,,,median_selected,59,s03a_cv,amp_only,0.1,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.932141130900419,,,,,median_selected,59,s03a_cv,amp_only,1.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4845.0,,1.3023257137170303,,,,,median_selected,59,s03a_cv,amp_only,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6172334223087246,,,,,median_selected,59,s03a_cv,amp_only,1.0,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.9377623999103655,,,,,median_selected,59,s03a_cv,amp_only,10.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4845.0,,1.3047803369226612,,,,,median_selected,59,s03a_cv,amp_only,10.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6212713684165134,,,,,median_selected,59,s03a_cv,amp_only,10.0,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,59,s03a_coefficients,,,,,inv_sqrt_amp_1000,-119.60175075200723,-12.343512150985875,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,59,s03a_coefficients,,,,,log_amp,-22.169946848966596,-7.228390733134528,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,59,s03a_coefficients,,,,,inv_amp_1000,39.0760864408653,5.340292110202063,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,59,s03a_coefficients,,,,,stave_B4,-4.147556154144084,-1.9551767212980569,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,59,s03a_coefficients,,,,,stave_B6,2.44211986455164,1.1512263444631488,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,59,s03a_coefficients,,,,,stave_B8,1.705436290989026,0.803950377493263,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,2.0,,,,,median_selected,59,signed_cv,inv_sqrt_amp,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
,,,4845.0,,1.3129358826399105,,,,,median_selected,59,signed_cv,inv_sqrt_amp,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6564679413199552,,,,,median_selected,59,signed_cv,inv_sqrt_amp,,-1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.9951317446311023,,,,,median_selected,59,signed_cv,inv_amp,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
,,,4845.0,,1.296211628246784,,,,,median_selected,59,signed_cv,inv_amp,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6456716864389431,,,,,median_selected,59,signed_cv,inv_amp,,-1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.9999999999999467,,,,,median_selected,59,signed_cv,inv_sqrt_plus_inv_amp,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
,,,4845.0,,1.3129358826399176,,,,,median_selected,59,signed_cv,inv_sqrt_plus_inv_amp,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6564679413199321,,,,,median_selected,59,signed_cv,inv_sqrt_plus_inv_amp,,-1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,59,signed_coefficients,,,,,B4_intercept,,,,-4.058652324511723,-inf,inf,False,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,59,signed_coefficients,,,,,B6_intercept,,,,2.4602962729363003,-inf,inf,False,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,59,signed_coefficients,,,,,B8_intercept,,,,0.6550395764296499,-inf,inf,False,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,59,signed_coefficients,,,,,B4_1000_over_amp_positive,,,,5.708373407228444e-21,0.0,inf,True,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,59,signed_coefficients,,,,,B6_1000_over_amp_positive,,,,0.19429686412029212,0.0,inf,False,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,59,signed_coefficients,,,,,B8_1000_over_amp_positive,,,,2.704432416232981,0.0,inf,False,,,,,,,,,,,,,,,,
,,,4326.0,,1.8457622259085262,,,,,median_selected,59,ridge_cv,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4845.0,,1.3786104523920522,,,,,median_selected,59,ridge_cv,,0.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
