method,metric,ci_low,ci_high
prior_ml_high_risk_flag,high_risk_precision,1.0,1.0
prior_ml_high_risk_flag,tail_precision,0.08982035928143713,0.1518987341772152
prior_ml_high_risk_flag,tail_rate_after_exclusion,0.022339800117577895,0.037815126050420166
prior_ml_high_risk_flag,kept_pair_fraction,0.7310580204778157,0.8302945301542777
trad_q_template_rmse_absdiff,high_risk_precision,0.49122807017543857,0.5903614457831325
trad_q_template_rmse_absdiff,tail_precision,0.09375,0.21301775147928995
trad_q_template_rmse_absdiff,tail_rate_after_exclusion,0.03155497722836695,0.04607631389488841
trad_q_template_rmse_absdiff,kept_pair_fraction,0.8593856655290102,0.9621318373071529
loro_ml_shape_recover_highrisk,high_risk_precision,0.6227544910179641,0.7009646302250804
loro_ml_shape_recover_highrisk,tail_precision,0.06143344709897611,0.12962962962962962
loro_ml_shape_recover_highrisk,tail_rate_after_exclusion,0.027317880794701987,0.039287906691221605
loro_ml_shape_recover_highrisk,kept_pair_fraction,0.7310580204778157,0.8302945301542777
charge_pair_matched_null,high_risk_precision,0.2396694214876033,0.3903654485049834
charge_pair_matched_null,tail_precision,0.07172995780590717,0.0918918918918919
charge_pair_matched_null,tail_rate_after_exclusion,0.034031413612565446,0.05001894657067071
charge_pair_matched_null,kept_pair_fraction,0.7310580204778157,0.8302945301542777
