split_name,endpoint,method,delta_vs_traditional,ci_low,ci_high,delta_definition
particle_heldout,energy_scale,1d_cnn,0.053159894649570646,0.0437538248608412,0.06289590721343954,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,gradient_boosted_trees,-0.021229332487607284,-0.032923049972617274,-0.008352117571987987,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,mlp,-0.00033367521897304913,-0.012020643052549828,0.013147042324405504,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,ridge,-0.02963609605228524,-0.04095315181067415,-0.014477200691463075,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,spectral_transformer_new,0.17720341618391483,0.16024850021560239,0.1922920248032808,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,1d_cnn,-0.06215431604458753,-0.19254019815119944,0.053294601575115494,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,gradient_boosted_trees,0.2094118842539447,0.11949445061295456,0.31093101202248735,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,mlp,-0.034168195857542716,-0.10156424203957881,0.045247553325770164,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,ridge,0.008943528164387999,-0.02014009782560324,0.04137224932286096,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,spectral_transformer_new,-0.04879022579228637,-0.15586548770428735,0.05134840934398506,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,1d_cnn,-0.12195659801191017,-0.14852992803391163,-0.09761098017676206,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,gradient_boosted_trees,0.058496231350827786,0.04512297517881975,0.07348190138824581,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,mlp,-0.07729699023090997,-0.10731301979256958,-0.053012169357736075,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,ridge,0.007118164566271698,0.0032568638700106343,0.012182749457977678,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,spectral_transformer_new,-0.08902373844560318,-0.11452122629623707,-0.06497971148033091,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,1d_cnn,-0.028035535686346334,-0.040481435760456055,-0.017803328294864033,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,gradient_boosted_trees,0.0006282738236515328,0.00013130634797403894,0.0011303211095193273,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,mlp,-0.03079356348827516,-0.03944597507630757,-0.023615868050137653,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,ridge,3.639048067649239e-06,-3.189449773397246e-05,3.538890899495716e-05,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,spectral_transformer_new,-0.006349021935713536,-0.00894903665768613,-0.004137130451554453,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,1d_cnn,-0.09505555048787635,-0.1194558312395091,-0.07455986233122598,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.12072651114190754,0.10467765329881336,0.13831781834116125,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,mlp,0.03610973788454057,0.016505447580394576,0.05782618797616698,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,ridge,-0.006261471967006685,-0.0077911542221692194,-0.004570804308530641,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,spectral_transformer_new,-0.05158865724803037,-0.06774794959104524,-0.03664357849394111,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,1d_cnn,-0.2378524134403123,-0.30242906129449854,-0.1636533103704491,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,gradient_boosted_trees,0.07618873713252337,0.030250656045341426,0.13283436202093096,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,mlp,-0.1525001093651505,-0.21623984901612892,-0.08407884647854502,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,ridge,0.006787888232340047,-0.0006527913597281164,0.016643146294398937,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,spectral_transformer_new,-0.38754139895364526,-0.46163623538374876,-0.30677328534467124,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,1d_cnn,0.2262600784169877,0.19670006869841225,0.26581295637463837,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,gradient_boosted_trees,-0.01738687977797342,-0.06789944155166651,0.055212131875718,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,mlp,-0.0018171116803450357,-0.04827894785835073,0.07002617789093883,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,ridge,0.007379603030657539,-0.04426088467742188,0.08559872476203602,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,spectral_transformer_new,0.21816896857549378,0.17733586425828546,0.2607980963804402,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,1d_cnn,-0.21245032851244758,-0.23159955565165258,-0.19008576779122985,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,gradient_boosted_trees,0.04785938361126378,0.033450437785177776,0.06282607013439755,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,mlp,-0.03252177673094867,-0.041210959829707135,-0.02386190607897346,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,ridge,0.00032267543578422335,-0.003802654951392714,0.00485441745809539,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,spectral_transformer_new,-0.1468560190332568,-0.1696571525548803,-0.12923636493471055,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,1d_cnn,-0.26821249199521885,-0.2981051598081722,-0.2405623798092178,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,gradient_boosted_trees,0.006896978677531302,0.004979699455011638,0.00876788279955617,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,mlp,-0.010931432935709844,-0.0146807683455108,-0.007095873933282706,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,ridge,-0.0004665687260467132,-0.001365065359076245,0.00044648857006029604,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,spectral_transformer_new,-0.23663614700457333,-0.254223453739723,-0.21836544103799596,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,1d_cnn,-0.05083892473227325,-0.059231415795969605,-0.042307932184718226,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,gradient_boosted_trees,0.0012387360861927787,0.0002852922150119591,0.0031344593173534487,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,mlp,-0.01901607684314633,-0.024680094538902693,-0.01314711073500108,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,ridge,6.117842670197784e-05,2.4919410775453567e-06,0.00014544914195720456,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,spectral_transformer_new,-0.029890096301165302,-0.034367673481997964,-0.02539298868704511,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,1d_cnn,-0.19734917503661878,-0.23858851911780454,-0.16821524232813684,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.011001175401007316,0.008421717216086259,0.013249245040274357,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,mlp,-0.009724363779538702,-0.015905436293542578,-0.004913741318876389,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,ridge,9.829198107211105e-05,-0.00021662424912638202,0.00046011479089228257,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,spectral_transformer_new,-0.12290954508177492,-0.15732078654041584,-0.09382667660734846,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,1d_cnn,-0.12606285146199586,-0.1954760440566399,-0.08633827180788625,AUC gain for classification; sigma68 increase for regression
