split_name,method,pid_auc,energy_sigma68,late_tail_auc,pedestal_auc,pid_ece,cross_task_leakage_index,interpretation
particle_heldout,1d_cnn,0.799300042464278,0.17124389358664474,0.7832243308877382,0.5040013217269188,0.24144400503227592,0.2952987207373592,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,gradient_boosted_trees,0.9796016794481331,0.0989603612925596,0.9999736595268994,0.7734245118387493,0.14314267303513162,0.22721680631682428,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,mlp,0.8440766550522648,0.11904166102409364,0.9142733241677053,0.5306733579091932,0.29975536805802244,0.31436163611897794,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,ridge,0.9285362760234313,0.08853660196065902,0.8728063525511712,0.57402187045011,0.20674372073094843,0.3859778036126622,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,spectral_transformer_new,0.8320186280382348,0.2974033484923313,0.827282305626582,0.5133308550953605,0.16826087753127594,0.3186877729428743,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,0.921380623353103,0.12099273635175926,0.8791113623806648,0.5655029274186054,0.2059895203035775,0.3558776959344976,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,1d_cnn,0.7246889841588373,0.35691773851854597,0.7900718390804599,0.6790337676654337,0.17291952652654136,0.04565521649340365,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,gradient_boosted_trees,0.99937802912828,0.10466161923516668,0.9999935722928011,0.9384540497397049,0.006396080090153469,0.0762623601534084,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,mlp,0.9816797105415185,0.1214505100622773,0.9795152752571084,0.8585884833094424,0.34855336338730103,0.1230912272320761,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,ridge,0.9920968104837484,0.1271903723478317,0.9890978523895948,0.8917186988290751,0.2656476683354761,0.10037811165467336,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,spectral_transformer_new,0.7568661862628843,0.3496065987150324,0.8674141712038718,0.7441227368470031,0.139260726259952,0.012743449415881125,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,traditional_dE_E_tail_pedestal_likelihood,0.9925901061145064,0.13248863185954868,0.9889870689655172,0.8916489050428694,0.2695023388375739,0.10094120107163695,proxy-label coupling audit; high values require external truth before physics promotion
