heldout_run,method,threshold,threshold_quantile,train_keep_fraction,train_tail_fraction,train_sigma68_ns
58,traditional_q_threshold,0.1853173090614705,0.9,0.9000088960056934,0.010773944845309875,1.7293701646161723
58,ridge,0.05492791171446454,0.9,0.9000088960056934,0.007413264801818721,1.5714015519560256
58,gradient_boosted_trees,0.4963549250197585,0.9,0.9000088960056934,0.0014826529603637441,1.5714015519560256
58,mlp,0.028733905190507544,0.9,0.9000088960056934,0.005139863595927646,1.5714015519560256
58,1d_cnn,0.5960267186164856,0.9,0.9000088960056934,0.003162992982109321,1.5714015519560256
58,q_token_attention,0.6526160836219788,0.9,0.9000088960056934,0.002471088267272907,1.3865864692975336
59,traditional_q_threshold,0.15248789448062053,0.88,0.8800567004688693,0.009912030727295254,1.6905037380448533
59,ridge,0.044016093379134424,0.9,0.900010903936321,0.006663435909861885,1.500000000000007
59,gradient_boosted_trees,0.43283726297806147,0.95,0.9499509322865555,0.0,1.3711596344814083
59,mlp,0.024998577272529028,0.9,0.900010903936321,0.005088441967530894,1.3711596344814048
59,1d_cnn,0.5137699842453003,0.9,0.900010903936321,0.002301914223406833,1.500000000000007
59,q_token_attention,0.48279592394828796,0.9,0.900010903936321,0.000848073661255149,1.3711596344814048
60,traditional_q_threshold,0.14818902300000136,0.88,0.8800354138999558,0.009683098591549295,1.5800015540957104
60,ridge,-0.015451427219837693,0.9,0.8999557326250553,0.006640432857845549,1.4806517500908676
60,gradient_boosted_trees,0.41941777818466247,0.95,0.9499778663125277,0.0,1.4806517500908676
60,mlp,0.02715275446957635,0.9,0.8999557326250553,0.006394490900147565,1.4806517500908676
60,1d_cnn,0.5104185342788696,0.9,0.8999557326250553,0.0027053615346778162,1.4806517500908676
60,q_token_attention,0.46472541987895966,0.9,0.8999557326250553,0.001721593703885883,1.4806517500908676
61,traditional_q_threshold,0.1842913462095373,0.9,0.9000115460108532,0.00949326491340603,1.5555366853874837
61,ridge,0.1010153124448786,0.9,0.9000115460108532,0.005644644002565747,1.4072931989286237
61,gradient_boosted_trees,0.3586813753818868,0.95,0.9500057730054267,0.0,1.4072931989286168
61,mlp,0.019900600779851823,0.9,0.9000115460108532,0.0020525978191148174,1.4072931989286168
61,1d_cnn,0.5131224393844604,0.9,0.9000115460108532,0.0010262989095574087,1.4072931989286204
61,q_token_attention,0.36578792333602905,0.9,0.9000115460108532,0.001667735728030789,1.4072931989286168
62,traditional_q_threshold,0.18111197132273285,0.9,0.9000995685363425,0.012045231071779744,1.6874300269706928
62,ridge,0.04174354153627362,0.9,0.8999889368292953,0.0072526121696373696,1.5755856505466888
62,gradient_boosted_trees,0.4664380665912928,0.95,0.9499944684146476,0.0,1.5755856505466852
62,mlp,0.029145417023121192,0.9,0.8999889368292953,0.003933620159803319,1.5755856505466888
62,1d_cnn,0.5706111669540405,0.9,0.8999889368292953,0.002704363859864782,1.5755856505466852
62,q_token_attention,0.5020157694816589,0.9,0.8999889368292953,0.0017209588199139521,1.5755856505466852
63,traditional_q_threshold,0.14857062844814878,0.88,0.8800966183574879,0.010209682731364585,1.7085743314357238
63,ridge,0.034514243101955125,0.88,0.88,0.00691699604743083,1.5643583449090102
63,gradient_boosted_trees,0.3340176932548301,0.88,0.88,0.0004391743522178305,1.5643583449090102
63,mlp,0.02237310399048737,0.88,0.88,0.0038427755819060165,1.5643583449090102
63,1d_cnn,0.5729588651657109,0.88,0.88,0.0032938076416337285,1.5643583449090102
63,q_token_attention,0.46355005860328746,0.88,0.88,0.0013175230566534915,1.5613474019510174
65,traditional_q_threshold,0.1524086288315776,0.88,0.8800390694370449,0.010493391181515488,1.75
65,ridge,0.04671732380101764,0.9,0.8999289646599183,0.007202762703502713,1.5695763825403084
65,gradient_boosted_trees,0.3963607276933266,0.9,0.8999289646599183,0.0008880118401578688,1.3917285541485527
65,mlp,0.03150088342051186,0.9,0.8999289646599183,0.004736063147508633,1.5695763825403084
65,1d_cnn,0.5810270965099333,0.9,0.8999289646599183,0.002861371484953133,1.5695763825403084
65,q_token_attention,0.4828587770462031,0.9,0.8999289646599183,0.000986679822397632,1.3885919557442001
