pool,method,run,n_pairs,robust_width_ns,full_rms_ns
sample_iii_early,constrained_monotone_timewalk,58,25,1.1136951052139303,1.3260517166027057
sample_iii_early,constrained_monotone_timewalk,59,11,0.9971750484480646,1.1364675375325268
sample_iii_early,constrained_monotone_timewalk,60,11,0.9978712044936885,1.162274131163573
sample_iii_early,constrained_monotone_timewalk,61,18,1.6554516225689548,1.8147254237599428
sample_iii_early,constrained_monotone_timewalk,62,7,0.877120583714739,1.4981405137522692
sample_iii_early,constrained_monotone_timewalk,63,28,1.3020240585226484,1.4243328355968161
sample_iii_early,constrained_monotone_timewalk,65,27,1.6637087300574942,1.6212580907523924
sample_iii_early,ridge,58,25,0.8604922231202736,1.4137981095140733
sample_iii_early,ridge,59,11,2.4354679712158096,2.9130890089927752
sample_iii_early,ridge,60,11,0.7330846532889879,0.96816147947466
sample_iii_early,ridge,61,18,1.7009691084737626,1.7692431882699764
sample_iii_early,ridge,62,7,2.601765208334137,2.631220292642251
sample_iii_early,ridge,63,28,0.9823016952789057,1.8267510663353568
sample_iii_early,ridge,65,27,1.3047949774975771,2.153178709682207
sample_iii_early,gradient_boosted_trees,58,25,0.5894778608828524,1.5334384151952118
sample_iii_early,gradient_boosted_trees,59,11,0.8093370588503835,0.9645766237818015
sample_iii_early,gradient_boosted_trees,60,11,0.6544093878781907,0.7765203066982627
sample_iii_early,gradient_boosted_trees,61,18,1.257343266783279,1.418219747220253
sample_iii_early,gradient_boosted_trees,62,7,0.8058683661681515,1.2416124766919072
sample_iii_early,gradient_boosted_trees,63,28,0.6078839842796221,1.0632084788859113
sample_iii_early,gradient_boosted_trees,65,27,0.5087970499938863,0.9053551152451629
sample_iii_early,mlp,58,25,0.8184793933429215,1.6826190693244503
sample_iii_early,mlp,59,11,1.6360656078522648,1.8974373163508356
sample_iii_early,mlp,60,11,0.9403940621638089,2.4624046914243505
sample_iii_early,mlp,61,18,1.5993121538183384,1.7647685210043236
sample_iii_early,mlp,62,7,1.4834553065046754,2.393878484828637
sample_iii_early,mlp,63,28,0.8343219720916051,1.1173648595287817
sample_iii_early,mlp,65,27,0.7823882349158956,1.1655394364350198
sample_iii_early,cnn_1d,58,25,0.6457184786146524,1.3958578544122908
sample_iii_early,cnn_1d,59,11,0.565351471463783,2.1149812953253497
sample_iii_early,cnn_1d,60,11,0.6502556787837289,0.5930159134997968
sample_iii_early,cnn_1d,61,18,1.5709892675045496,1.509518613404296
sample_iii_early,cnn_1d,62,7,4.064750991062844,5.152930400444119
sample_iii_early,cnn_1d,63,28,0.6619922553028701,1.2946345048792343
sample_iii_early,cnn_1d,65,27,0.7945528322285836,2.844145403525235
sample_iii_early,gated_residual_cnn_new,58,25,0.28469524185037925,0.5058971014644779
sample_iii_early,gated_residual_cnn_new,59,11,0.32026039971548814,0.7743420331572876
sample_iii_early,gated_residual_cnn_new,60,11,0.2074088880128608,0.9157455607129158
sample_iii_early,gated_residual_cnn_new,61,18,0.5116391798735023,0.8792645439460066
sample_iii_early,gated_residual_cnn_new,62,7,0.555267068990192,1.8743760602539683
sample_iii_early,gated_residual_cnn_new,63,28,0.3111821291022626,0.5568731108179954
sample_iii_early,gated_residual_cnn_new,65,27,0.3100945496291346,1.0476909313328253
sample_iii_late,constrained_monotone_timewalk,58,25,1.0182227244559314,1.2720391601329335
sample_iii_late,constrained_monotone_timewalk,59,11,1.0726455970224782,1.1547464284731053
sample_iii_late,constrained_monotone_timewalk,60,11,0.9817051196801005,1.1736060338595045
sample_iii_late,constrained_monotone_timewalk,61,18,1.6512409377153578,1.7528703551295723
sample_iii_late,constrained_monotone_timewalk,62,7,1.0115243992473189,1.4925238616603682
sample_iii_late,constrained_monotone_timewalk,63,28,1.3772882235147386,1.3891495996397847
sample_iii_late,constrained_monotone_timewalk,65,27,1.6431334807582365,1.6724878727648589
sample_iii_late,ridge,58,25,0.7975656979373659,1.9955977874269484
sample_iii_late,ridge,59,11,2.2849956070102175,2.6739675535110776
sample_iii_late,ridge,60,11,1.3135044788764496,1.2370217731583373
sample_iii_late,ridge,61,18,2.1207778287309065,2.7789454734781147
sample_iii_late,ridge,62,7,3.4810124799062834,5.403078430831054
sample_iii_late,ridge,63,28,1.3140240912800483,1.6150373566344818
sample_iii_late,ridge,65,27,1.3545080228096724,2.184639823401813
sample_iii_late,gradient_boosted_trees,58,25,0.5854475242701158,1.197219739123141
sample_iii_late,gradient_boosted_trees,59,11,1.5242488753675207,2.3964614247137446
sample_iii_late,gradient_boosted_trees,60,11,0.8318889585655715,0.7700054212107048
