source_label,scan_root,scan_root_resolved,path,absolute_path,suffix,bytes,run,stack,token_hit,is_root,external_log_candidate,candidate_reason
desktop_data_originals,/home/billy/Desktop/test_beam/data,/home/billy/ccb-data/extracted,root/root/hrda_run_0000.root,/home/billy/Desktop/test_beam/data/root/root/hrda_run_0000.root,.root,5508,0.0,a,,True,False,
desktop_data_originals,/home/billy/Desktop/test_beam/data,/home/billy/ccb-data/extracted,root/root/hrda_run_0001.root,/home/billy/Desktop/test_beam/data/root/root/hrda_run_0001.root,.root,5508,1.0,a,,True,False,
desktop_data_originals,/home/billy/Desktop/test_beam/data,/home/billy/ccb-data/extracted,root/root/hrda_run_0002.root,/home/billy/Desktop/test_beam/data/root/root/hrda_run_0002.root,.root,5508,2.0,a,,True,False,
desktop_data_originals,/home/billy/Desktop/test_beam/data,/home/billy/ccb-data/extracted,root/root/hrda_run_0003.root,/home/billy/Desktop/test_beam/data/root/root/hrda_run_0003.root,.root,5508,3.0,a,,True,False,
desktop_data_originals,/home/billy/Desktop/test_beam/data,/home/billy/ccb-data/extracted,root/root/hrda_run_0012.root,/home/billy/Desktop/test_beam/data/root/root/hrda_run_0012.root,.root,3578244,12.0,a,,True,False,
desktop_data_originals,/home/billy/Desktop/test_beam/data,/home/billy/ccb-data/extracted,root/root/hrda_run_0013.root,/home/billy/Desktop/test_beam/data/root/root/hrda_run_0013.root,.root,12145402,13.0,a,,True,False,
desktop_data_originals,/home/billy/Desktop/test_beam/data,/home/billy/ccb-data/extracted,root/root/hrda_run_0014.root,/home/billy/Desktop/test_beam/data/root/root/hrda_run_0014.root,.root,837346,14.0,a,,True,False,
desktop_data_originals,/home/billy/Desktop/test_beam/data,/home/billy/ccb-data/extracted,root/root/hrda_run_0015.root,/home/billy/Desktop/test_beam/data/root/root/hrda_run_0015.root,.root,24746939,15.0,a,,True,False,
desktop_data_originals,/home/billy/Desktop/test_beam/data,/home/billy/ccb-data/extracted,root/root/hrda_run_0016.root,/home/billy/Desktop/test_beam/data/root/root/hrda_run_0016.root,.root,2874850,16.0,a,,True,False,
desktop_data_originals,/home/billy/Desktop/test_beam/data,/home/billy/ccb-data/extracted,root/root/hrda_run_0017.root,/home/billy/Desktop/test_beam/data/root/root/hrda_run_0017.root,.root,1365754,17.0,a,,True,False,
desktop_data_originals,/home/billy/Desktop/test_beam/data,/home/billy/ccb-data/extracted,root/root/hrda_run_0018.root,/home/billy/Desktop/test_beam/data/root/root/hrda_run_0018.root,.root,18111007,18.0,a,,True,False,
