heldout_run,check,value,pass
58,train_heldout_run_overlap,0.0,True
58,train_heldout_event_id_overlap,0.0,True
58,drift_basis_contains_run_one_hot,0.0,True
58,drift_basis_uses_heldout_targets,0.0,True
58,final_fit_train_rows_only,1.0,True
58,normalized_waveform_exact_hash_overlap,0.0,True
58,binned_selected_shuffled_target_sigma68_ns,3.423756291645798,False
58,global_selected_shuffled_target_sigma68_ns,2.714511892064722,True
58,forbidden_heldout_oracle_binned_sigma68_ns,2.4469695054390352,True
58,calibration_source_run64_not_heldout,0.0,True
58,calibration_source_run64_in_train,1.0,True
59,train_heldout_run_overlap,0.0,True
59,train_heldout_event_id_overlap,0.0,True
59,drift_basis_contains_run_one_hot,0.0,True
59,drift_basis_uses_heldout_targets,0.0,True
59,final_fit_train_rows_only,1.0,True
59,normalized_waveform_exact_hash_overlap,0.0,True
59,binned_selected_shuffled_target_sigma68_ns,4.127093991204571,True
59,global_selected_shuffled_target_sigma68_ns,2.929876838790131,True
59,forbidden_heldout_oracle_binned_sigma68_ns,3.448908750410873,True
59,calibration_source_run64_not_heldout,0.0,True
59,calibration_source_run64_in_train,1.0,True
60,train_heldout_run_overlap,0.0,True
60,train_heldout_event_id_overlap,0.0,True
60,drift_basis_contains_run_one_hot,0.0,True
60,drift_basis_uses_heldout_targets,0.0,True
60,final_fit_train_rows_only,1.0,True
60,normalized_waveform_exact_hash_overlap,0.0,True
60,binned_selected_shuffled_target_sigma68_ns,3.1538621870459465,True
60,global_selected_shuffled_target_sigma68_ns,2.742726512060483,True
60,forbidden_heldout_oracle_binned_sigma68_ns,2.1735696560588957,False
60,calibration_source_run64_not_heldout,0.0,True
60,calibration_source_run64_in_train,1.0,True
61,train_heldout_run_overlap,0.0,True
61,train_heldout_event_id_overlap,0.0,True
61,drift_basis_contains_run_one_hot,0.0,True
61,drift_basis_uses_heldout_targets,0.0,True
61,final_fit_train_rows_only,1.0,True
61,normalized_waveform_exact_hash_overlap,0.0,True
61,binned_selected_shuffled_target_sigma68_ns,2.8596474503444274,False
61,global_selected_shuffled_target_sigma68_ns,2.6165546362316094,True
61,forbidden_heldout_oracle_binned_sigma68_ns,2.253445849439011,True
61,calibration_source_run64_not_heldout,0.0,True
61,calibration_source_run64_in_train,1.0,True
62,train_heldout_run_overlap,0.0,True
62,train_heldout_event_id_overlap,0.0,True
62,drift_basis_contains_run_one_hot,0.0,True
62,drift_basis_uses_heldout_targets,0.0,True
62,final_fit_train_rows_only,1.0,True
62,normalized_waveform_exact_hash_overlap,0.0,True
62,binned_selected_shuffled_target_sigma68_ns,3.5223112317004897,True
62,global_selected_shuffled_target_sigma68_ns,3.0112985581193246,True
62,forbidden_heldout_oracle_binned_sigma68_ns,2.55056147491383,True
62,calibration_source_run64_not_heldout,0.0,True
62,calibration_source_run64_in_train,1.0,True
63,train_heldout_run_overlap,0.0,True
63,train_heldout_event_id_overlap,0.0,True
63,drift_basis_contains_run_one_hot,0.0,True
63,drift_basis_uses_heldout_targets,0.0,True
63,final_fit_train_rows_only,1.0,True
63,normalized_waveform_exact_hash_overlap,0.0,True
63,binned_selected_shuffled_target_sigma68_ns,4.4173884685511,True
63,global_selected_shuffled_target_sigma68_ns,2.8149413529081313,True
63,forbidden_heldout_oracle_binned_sigma68_ns,3.4060461283555457,False
63,calibration_source_run64_not_heldout,0.0,True
63,calibration_source_run64_in_train,1.0,True
65,train_heldout_run_overlap,0.0,True
65,train_heldout_event_id_overlap,0.0,True
65,drift_basis_contains_run_one_hot,0.0,True
65,drift_basis_uses_heldout_targets,0.0,True
65,final_fit_train_rows_only,1.0,True
65,normalized_waveform_exact_hash_overlap,0.0,True
65,binned_selected_shuffled_target_sigma68_ns,3.8822410973749992,True
65,global_selected_shuffled_target_sigma68_ns,2.9207177342599895,True
65,forbidden_heldout_oracle_binned_sigma68_ns,2.7897930838631835,True
65,calibration_source_run64_not_heldout,0.0,True
65,calibration_source_run64_in_train,1.0,True
