heldout_run,check,value,pass
58,train_heldout_run_overlap,0.0,True
58,train_heldout_event_id_overlap,0.0,True
58,covariate_basis_contains_run_one_hot,0.0,True
58,covariates_derived_before_timing_labels,1.0,True
58,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
58,final_fit_train_rows_only,1.0,True
58,shuffled_target_no_better:ml_hgb_all_root_proxies,-0.05210161576371086,False
58,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.3299289996321324,True
58,shuffled_target_no_better:ml_ridge_all_root_proxies,0.17699748082211597,True
58,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.3962281014897775,True
58,shuffled_target_no_better:ml_mlp_all_root_proxies,-0.06372437395559283,False
59,train_heldout_run_overlap,0.0,True
59,train_heldout_event_id_overlap,0.0,True
59,covariate_basis_contains_run_one_hot,0.0,True
59,covariates_derived_before_timing_labels,1.0,True
59,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
59,final_fit_train_rows_only,1.0,True
59,shuffled_target_no_better:ml_mlp_all_root_proxies,0.3666495513849479,True
59,shuffled_target_no_better:ml_hgb_all_root_proxies,0.260721880833221,True
59,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.3423642760862555,True
59,shuffled_target_no_better:ml_ridge_all_root_proxies,0.26043778223981184,True
59,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.3991118157039255,True
60,train_heldout_run_overlap,0.0,True
60,train_heldout_event_id_overlap,0.0,True
60,covariate_basis_contains_run_one_hot,0.0,True
60,covariates_derived_before_timing_labels,1.0,True
60,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
60,final_fit_train_rows_only,1.0,True
60,shuffled_target_no_better:ml_mlp_all_root_proxies,0.28495272497249746,True
60,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,-0.07504360475962213,False
60,shuffled_target_no_better:ml_hgb_all_root_proxies,0.10321552861702687,True
60,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.17629207272237268,True
60,shuffled_target_no_better:ml_ridge_all_root_proxies,0.10893311616129076,True
61,train_heldout_run_overlap,0.0,True
61,train_heldout_event_id_overlap,0.0,True
61,covariate_basis_contains_run_one_hot,0.0,True
61,covariates_derived_before_timing_labels,1.0,True
61,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
61,final_fit_train_rows_only,1.0,True
61,shuffled_target_no_better:ml_hgb_all_root_proxies,0.7519667464175084,True
61,shuffled_target_no_better:ml_ridge_all_root_proxies,0.8194772996529602,True
61,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.8922240431095274,True
61,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.8910797559642627,True
61,shuffled_target_no_better:ml_mlp_all_root_proxies,0.8838074507183422,True
62,train_heldout_run_overlap,0.0,True
62,train_heldout_event_id_overlap,0.0,True
62,covariate_basis_contains_run_one_hot,0.0,True
62,covariates_derived_before_timing_labels,1.0,True
62,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
62,final_fit_train_rows_only,1.0,True
62,shuffled_target_no_better:ml_hgb_all_root_proxies,0.3314027986783543,True
62,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.3086643159376503,True
62,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.20600113349034066,True
62,shuffled_target_no_better:ml_ridge_all_root_proxies,0.2984288740782288,True
62,shuffled_target_no_better:ml_mlp_all_root_proxies,0.34952214632505574,True
63,train_heldout_run_overlap,0.0,True
63,train_heldout_event_id_overlap,0.0,True
63,covariate_basis_contains_run_one_hot,0.0,True
63,covariates_derived_before_timing_labels,1.0,True
63,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
63,final_fit_train_rows_only,1.0,True
63,shuffled_target_no_better:ml_ridge_all_root_proxies,0.15445381132907698,True
63,shuffled_target_no_better:ml_mlp_all_root_proxies,0.35709382479683227,True
63,shuffled_target_no_better:ml_hgb_all_root_proxies,0.2533676673542613,True
63,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.38191655605891195,True
63,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.4753855854192248,True
65,train_heldout_run_overlap,0.0,True
65,train_heldout_event_id_overlap,0.0,True
65,covariate_basis_contains_run_one_hot,0.0,True
65,covariates_derived_before_timing_labels,1.0,True
65,ml_features_exclude_waveform_event_id_downstream_labels,1.0,True
65,final_fit_train_rows_only,1.0,True
65,shuffled_target_no_better:ml_mlp_all_root_proxies,0.0669552962120048,True
65,shuffled_target_no_better:ml_cnn1d_proxy_all_root_proxies,0.21270161895697104,True
65,shuffled_target_no_better:ml_hgb_all_root_proxies,0.1806332265826136,True
65,shuffled_target_no_better:ml_ridge_all_root_proxies,0.1514001591234273,True
65,shuffled_target_no_better:ml_gated_proxy_all_root_proxies,0.3699168268905426,True
