method,point,recall,precision,threshold
traditional_span_q,0,1.0,1.0,0.9999306029141646
traditional_span_q,1,0.9998681260714757,1.0,1.0
traditional_span_q,2,0.0,1.0,
ridge,0,1.0,0.76619177528544,0.0
ridge,1,0.9998681260714757,0.8098696859645375,9.35742349053026e-05
ridge,2,0.9998681260714757,0.8099562012605491,0.0001017181848942
ridge,3,0.9998681260714757,0.810042735042735,0.0001867200528133
ridge,4,0.9998681260714757,0.810129287317021,0.0002179239048152
ridge,5,0.9998681260714757,0.8102158580893354,0.0002682593682183
ridge,6,0.9998681260714757,0.8103024473656086,0.0003278145169545
ridge,7,0.9998681260714757,0.8103890551517743,0.0003824970546607
ridge,8,0.9998681260714757,0.810475681453768,0.0004031392537851
ridge,9,0.9998681260714757,0.8105623262775283,0.0004397024240097
ridge,10,0.9998681260714757,0.810648989628996,0.0006260892246083
ridge,11,0.9998681260714757,0.8107356715141146,0.0007073264628225
ridge,12,0.9998681260714757,0.8108223719388301,0.0007998641625985
ridge,13,0.9998681260714757,0.8109090909090909,0.0010074458781217
ridge,14,0.9998681260714757,0.8109958284308482,0.0010343052360628
ridge,15,0.9998681260714757,0.8110825845100557,0.001418595573106
ridge,16,0.9998681260714757,0.8111693591526693,0.0017027101633244
ridge,17,0.9998681260714757,0.811256152364648,0.0018807009938602
ridge,18,0.9998681260714757,0.811342964151953,0.0024883794805878
ridge,19,0.9998681260714757,0.811429794520548,0.0026942224341055
ridge,20,0.9998681260714757,0.8115166434763994,0.0036927237982034
ridge,21,0.9998681260714757,0.8116035110254763,0.0040349440664204
ridge,22,0.9998681260714757,0.8116903971737501,0.0040505818234172
ridge,23,0.9998681260714757,0.8117773019271949,0.0041447648763984
ridge,24,0.9998681260714757,0.8118642252917871,0.0043616973320885
ridge,25,0.9998681260714757,0.8119511672735061,0.0043709965947446
ridge,26,0.9998681260714757,0.8120381278783335,0.0046505479769716
ridge,27,0.9998681260714757,0.8121251071122536,0.0047332599997801
ridge,28,0.9998681260714757,0.8122121049812534,0.0048422609957152
ridge,29,0.9998681260714757,0.812299121491322,0.0050649236216855
ridge,30,0.9998681260714757,0.8123861566484517,0.005536219377052
ridge,31,0.9998681260714757,0.812473210458637,0.0056102535926978
ridge,32,0.9998681260714757,0.8125602829278749,0.0056749656581562
ridge,33,0.9998681260714757,0.812647374062165,0.005775670739485
ridge,34,0.9998681260714757,0.8127344838675099,0.0058673007092757
ridge,35,0.9998681260714757,0.8128216123499142,0.0058856683964436
ridge,36,0.9998681260714757,0.8129087595153854,0.0060910001419014
ridge,37,0.9998681260714757,0.8129959253699335,0.0061038355149091
ridge,38,0.9998681260714757,0.813083109919571,0.0062884943879472
ridge,39,0.9998681260714757,0.8131703131703132,0.0064558976955599
ridge,40,0.9998681260714757,0.8132575351281777,0.0064707873661484
ridge,41,0.9998681260714757,0.8133447757991847,0.0065183521091225
ridge,42,0.9998681260714757,0.8134320351893574,0.0071289859384415
ridge,43,0.9998681260714757,0.813519313304721,0.0071315162846479
ridge,44,0.9998681260714757,0.8136066101513038,0.007197296616848
ridge,45,0.9998681260714757,0.8136939257351363,0.007452746051602
ridge,46,0.9998681260714757,0.8137812600622518,0.0078870927958705
ridge,47,0.9998681260714757,0.8138686131386861,0.0079213110162179
ridge,48,0.9998681260714757,0.8139559849704777,0.0080134793487662
ridge,49,0.9998681260714757,0.8140433755636676,0.0080255959982673
ridge,50,0.9998681260714757,0.8141307849242994,0.0084671636569964
ridge,51,0.9998681260714757,0.8142182130584192,0.008538800768912
ridge,52,0.9998681260714757,0.814305659972076,0.0088182971979533
ridge,53,0.9998681260714757,0.8143931256713212,0.0089348367600471
ridge,54,0.9998681260714757,0.8144806101622086,0.0090177720923384
ridge,55,0.9998681260714757,0.814568113450795,0.0095959934868892
ridge,56,0.9998681260714757,0.8146556355431396,0.0105697209959887
ridge,57,0.9998681260714757,0.8147431764453041,0.0107599455060498
ridge,58,0.9998681260714757,0.814830736163353,0.0108514736973592
ridge,59,0.9998681260714757,0.8149183147033534,0.0112925373241639
ridge,60,0.9998681260714757,0.8150059120713748,0.0117610625944803
ridge,61,0.9998681260714757,0.8150935282734896,0.012021824106793
ridge,62,0.9998681260714757,0.8151811633157725,0.0121190917497007
ridge,63,0.9998681260714757,0.8152688172043011,0.0122570321743217
ridge,64,0.9998681260714757,0.8153564899451554,0.0123574075238341
ridge,65,0.9998681260714757,0.8154441815444181,0.0127296810072833
ridge,66,0.9998681260714757,0.8155318920081747,0.0127605929357468
ridge,67,0.9998681260714757,0.8156196213425129,0.0129495329051932
ridge,68,0.9998681260714757,0.8157073695535234,0.0129703420555616
ridge,69,0.9998681260714757,0.8157951366472993,0.0130468750534835
ridge,70,0.9998681260714757,0.8158829226299366,0.0133450708739346
ridge,71,0.9998681260714757,0.8159707275075334,0.0136350038788051
ridge,72,0.9998681260714757,0.816058551286191,0.013696567719109
ridge,73,0.9998681260714757,0.8161463939720129,0.0143541225201431
ridge,74,0.9998681260714757,0.8162342555711056,0.0144007351477148
ridge,75,0.9998681260714757,0.8163221360895779,0.0144246552389706
ridge,76,0.9998681260714757,0.8164100355335415,0.0151990728877891
ridge,77,0.9998681260714757,0.8164979539091105,0.0152130389060449
ridge,78,0.9998681260714757,0.8165858912224018,0.0152291802515908
ridge,79,0.9998681260714757,0.8166738474795346,0.0159262045299607
ridge,80,0.9998681260714757,0.8167618226866314,0.0162745815804811
ridge,81,0.9998681260714757,0.8168498168498168,0.0164011296382123
ridge,82,0.9998681260714757,0.8169378299752181,0.0170540664024864
ridge,83,0.9998681260714757,0.8170258620689655,0.0173478020630657
ridge,84,0.9998681260714757,0.8171139131371915,0.0173770996070625
ridge,85,0.9998681260714757,0.8172019831860314,0.0174214661374993
ridge,86,0.9998681260714757,0.8172900722216234,0.0175772712376368
ridge,87,0.9998681260714757,0.8173781802501078,0.0178765654924422
ridge,88,0.9998681260714757,0.817466307277628,0.0180240295449256
ridge,89,0.9998681260714757,0.8175544533103299,0.0180325755426742
ridge,90,0.9998681260714757,0.8176426183543621,0.0181248565591271
ridge,91,0.9998681260714757,0.8177308024158757,0.0183557929625421
ridge,92,0.9998681260714757,0.8178190055010247,0.01843721534087
ridge,93,0.9998681260714757,0.8179072276159655,0.0185665479951093
ridge,94,0.9998681260714757,0.8179954687668572,0.0187547419450475
ridge,95,0.9998681260714757,0.8180837289598619,0.0188301048680272
ridge,96,0.9998681260714757,0.8181720082011439,0.0188861320238582
ridge,97,0.9998681260714757,0.8182603064968703,0.0190405843240062
ridge,98,0.9998681260714757,0.818348623853211,0.019288190783026
ridge,99,0.9998681260714757,0.8184369602763385,0.0197946455598732
ridge,100,0.9998681260714757,0.8185253157724279,0.0199790031005129
ridge,101,0.9998681260714757,0.8186136903476571,0.0201705901215805
ridge,102,0.9998681260714757,0.8187020840082064,0.020224456906573
ridge,103,0.9998681260714757,0.8187904967602592,0.0203303075245258
ridge,104,0.9998681260714757,0.8188789286100011,0.0204573802516312
ridge,105,0.9998681260714757,0.8189673795636206,0.0205199691068864
ridge,106,0.9998681260714757,0.819055849627309,0.0212199339224236
ridge,107,0.9998681260714757,0.8191443388072601,0.0214413537536447
ridge,108,0.9998681260714757,0.8192328471096705,0.0215788456205516
ridge,109,0.9998681260714757,0.8193213745407392,0.0216658058202934
ridge,110,0.9998681260714757,0.8194099211066681,0.0218445991841995
ridge,111,0.9998681260714757,0.8194984868136619,0.0219966506529075
ridge,112,0.9998681260714757,0.8195870716679278,0.0221565336073986
ridge,113,0.9998681260714757,0.8196756756756757,0.0222295269068752
ridge,114,0.9998681260714757,0.8197642988431182,0.022435151640441
ridge,115,0.9998681260714757,0.8198529411764706,0.0226453457826072
ridge,116,0.9998681260714757,0.8199416026819509,0.0228831017401207
ridge,117,0.9998681260714757,0.8200302833657798,0.0230039604814136
ridge,118,0.9998681260714757,0.8201189832341806,0.0232814917625361
ridge,119,0.9998681260714757,0.8202077022933795,0.0233723968950754
ridge,120,0.9998681260714757,0.8202964405496052,0.0236875414498107
ridge,121,0.9998681260714757,0.8203851980090889,0.0236991812971045
ridge,122,0.9998681260714757,0.8204739746780652,0.0237516902601011
ridge,123,0.9998681260714757,0.8205627705627706,0.0237909990174075
ridge,124,0.9998681260714757,0.8206515856694447,0.0240219164076918
ridge,125,0.9998681260714757,0.8207404200043299,0.0242443725522243
ridge,126,0.9998681260714757,0.8208292735736711,0.0244221921348706
ridge,127,0.9998681260714757,0.8209181463837159,0.0248313502257879
ridge,128,0.9998681260714757,0.8210070384407147,0.0248711865820248
ridge,129,0.9998681260714757,0.8210959497509205,0.0249088829928195
ridge,130,0.9998681260714757,0.8211848803205892,0.024921274668392
ridge,131,0.9998681260714757,0.8212738301559792,0.0252006453009459
ridge,132,0.9998681260714757,0.8213627992633518,0.0253946836873704
ridge,133,0.9998681260714757,0.8214517876489708,0.0256112001627012
ridge,134,0.9998681260714757,0.8215407953191028,0.0257027713983259
ridge,135,0.9997362521429514,0.8215214564369311,0.0257205587899669
ridge,136,0.9997362521429514,0.8216104909504715,0.0257336290942483
ridge,137,0.9997362521429514,0.8216995447647951,0.0258438019548274
ridge,138,0.9997362521429514,0.8217886178861789,0.0260423806637677
ridge,139,0.9997362521429514,0.821877710320902,0.0262467442405225
ridge,140,0.9997362521429514,0.8219668220752466,0.0268661106375379
ridge,141,0.9997362521429514,0.8220559531554977,0.0269869047080295
ridge,142,0.9997362521429514,0.8221451035679428,0.0270641861463061
ridge,143,0.9997362521429514,0.822234273318872,0.0271414450106111
ridge,144,0.9997362521429514,0.8223234624145785,0.0276755904768981
ridge,145,0.9997362521429514,0.8224126708613582,0.027733140913243
ridge,146,0.9997362521429514,0.8225018986655094,0.0289195647339632
ridge,147,0.9997362521429514,0.8225911458333334,0.0292348323100646
ridge,148,0.9997362521429514,0.822680412371134,0.0293079211661249
ridge,149,0.9997362521429514,0.8227696982852182,0.0297048840820084
ridge,150,0.9997362521429514,0.8228590035818951,0.0297190758626493
ridge,151,0.9997362521429514,0.8229483282674772,0.0300599255253332
ridge,152,0.9997362521429514,0.8230376723482792,0.0304432851774465
ridge,153,0.9997362521429514,0.8231270358306189,0.0305001424365749
ridge,154,0.9997362521429514,0.8232164187208166,0.031096448981872
ridge,155,0.9997362521429514,0.8233058210251955,0.0311526707168192
ridge,156,0.9997362521429514,0.8233952427500815,0.0311793719113117
ridge,157,0.9997362521429514,0.8234846839018032,0.0313508272609224
ridge,158,0.9997362521429514,0.823574144486692,0.0316262745353067
ridge,159,0.9997362521429514,0.8236636245110821,0.0316941518212123
ridge,160,0.9997362521429514,0.8237531239813104,0.031726705045822
ridge,161,0.9997362521429514,0.8238426429037166,0.0320464570080201
ridge,162,0.9997362521429514,0.823932181284643,0.0321423966995004
ridge,163,0.9997362521429514,0.8240217391304347,0.0321572253691676
ridge,164,0.9997362521429514,0.82411131644744,0.0322047095958317
ridge,165,0.9997362521429514,0.8242009132420092,0.032450309473657
ridge,166,0.9997362521429514,0.8242905295204959,0.032734903348371
ridge,167,0.9997362521429514,0.8243801652892562,0.0329203782380216
ridge,168,0.9997362521429514,0.8244698205546492,0.0331496748619188
ridge,169,0.9997362521429514,0.8245594953230367,0.0332503504000791
ridge,170,0.9997362521429514,0.8246491896007832,0.0334248157604166
ridge,171,0.9997362521429514,0.8247389033942559,0.033481815033821
ridge,172,0.9997362521429514,0.8248286367098249,0.0335215098601939
ridge,173,0.9997362521429514,0.8249183895538629,0.0336398912166788
ridge,174,0.9997362521429514,0.8250081619327456,0.0339056846651405
ridge,175,0.9997362521429514,0.8250979538528516,0.0341506650269192
ridge,176,0.9997362521429514,0.8251877653205617,0.0345123443163051
ridge,177,0.9997362521429514,0.82527759634226,0.0345766416040647
ridge,178,0.9997362521429514,0.8253674469243332,0.0347497830937172
ridge,179,0.9997362521429514,0.8254573170731707,0.0350866801458424
ridge,180,0.9997362521429514,0.825547206795165,0.0352758235138987
ridge,181,0.9997362521429514,0.825637116096711,0.0352889578435979
ridge,182,0.9997362521429514,0.8257270449842065,0.0353668232054735
ridge,183,0.9997362521429514,0.8258169934640522,0.0354534062943848
ridge,184,0.9997362521429514,0.8259069615426518,0.0354814281527446
ridge,185,0.9997362521429514,0.825996949226411,0.0356016064052158
ridge,186,0.9997362521429514,0.8260869565217391,0.0362401516262339
ridge,187,0.9997362521429514,0.826176983435048,0.0363043954794416
ridge,188,0.9997362521429514,0.826267029972752,0.036375545032151
ridge,189,0.9997362521429514,0.8263570961412688,0.0366337111268195
ridge,190,0.9997362521429514,0.8264471819470184,0.0367501826829934
ridge,191,0.9997362521429514,0.8265372873964238,0.0368733260575763
ridge,192,0.9997362521429514,0.826627412495911,0.0370569010004793
ridge,193,0.9997362521429514,0.8267175572519084,0.0371372606984996
ridge,194,0.9997362521429514,0.8268077216708474,0.0380431678986297
ridge,195,0.9997362521429514,0.8268979057591623,0.0381928554009571
ridge,196,0.9997362521429514,0.82698810952329,0.0382114185711499
ridge,197,0.9997362521429514,0.8270783329696705,0.0382770739585397
ridge,198,0.9997362521429514,0.8271685761047464,0.039045636807993
ridge,199,0.9997362521429514,0.8272588389349629,0.0391631800941441
ridge,200,0.9997362521429514,0.8273491214667685,0.0392599291701613
ridge,201,0.9997362521429514,0.8274394237066143,0.0393741552781776
ridge,202,0.9997362521429514,0.827529745660954,0.0395001731975891
ridge,203,0.9997362521429514,0.8276200873362446,0.0396214581523527
ridge,204,0.9997362521429514,0.8277104487389453,0.0396575601458495
ridge,205,0.9997362521429514,0.8278008298755186,0.0398807424586932
ridge,206,0.9997362521429514,0.8278912307524299,0.0403176952765176
ridge,207,0.9997362521429514,0.8279816513761468,0.0403269012810802
ridge,208,0.9997362521429514,0.8280720917531403,0.0404321243252765
ridge,209,0.9997362521429514,0.8281625518898842,0.0405654086900622
ridge,210,0.9997362521429514,0.8282530317928548,0.0406547743733298
ridge,211,0.9997362521429514,0.8283435314685315,0.040721189020093
ridge,212,0.9997362521429514,0.8284340509233964,0.0411495421387644
ridge,213,0.9997362521429514,0.8285245901639344,0.0416198632251229
ridge,214,0.9997362521429514,0.8286151491966335,0.0416315126583279
ridge,215,0.9997362521429514,0.8287057280279843,0.0419240686266013
ridge,216,0.9997362521429514,0.8287963266644801,0.0420726514797586
ridge,217,0.9997362521429514,0.8288869451126175,0.0421154886132691
ridge,218,0.9997362521429514,0.8289775833788956,0.0423411200988896
ridge,219,0.9997362521429514,0.8290682414698163,0.0424485787536761
ridge,220,0.9997362521429514,0.8291589193918845,0.04246082771429
ridge,221,0.9997362521429514,0.8292496171516079,0.0426846198758297
ridge,222,0.9997362521429514,0.8293403347554972,0.0428915161714142
ridge,223,0.9997362521429514,0.8294310722100656,0.0435625142752046
ridge,224,0.9997362521429514,0.8295218295218295,0.0439144039263726
ridge,225,0.9997362521429514,0.829612606697308,0.0441780578407243
ridge,226,0.9997362521429514,0.8297034037430229,0.0443828304625111
ridge,227,0.9997362521429514,0.8297942206654991,0.0444337044425666
ridge,228,0.9997362521429514,0.8298850574712644,0.044534373952237
ridge,229,0.9997362521429514,0.8299759141668491,0.0447703672984662
ridge,230,0.9997362521429514,0.8300667907587869,0.0447835068463975
ridge,231,0.9997362521429514,0.8301576872536137,0.0449149012066851
ridge,232,0.9997362521429514,0.8302486036578688,0.0452152439012613
ridge,233,0.9997362521429514,0.8303395399780942,0.0452212469832074
ridge,234,0.9997362521429514,0.8304304962208348,0.0452389483538032
ridge,235,0.9997362521429514,0.8305214723926381,0.0452960755825665
ridge,236,0.9997362521429514,0.8306124685000548,0.0453841131109549
ridge,237,0.9997362521429514,0.8307034845496384,0.045709407927419
ridge,238,0.9997362521429514,0.8307945205479452,0.0461364826221079
ridge,239,0.9997362521429514,0.8308855765015344,0.0463035183461904
ridge,240,0.9997362521429514,0.830976652416968,0.0465383112951502
ridge,241,0.9997362521429514,0.8310677483008112,0.0468334850279247
ridge,242,0.9997362521429514,0.8311588641596316,0.0470007188286749
ridge,243,0.9997362521429514,0.83125,0.047380104272752
ridge,244,0.9997362521429514,0.83134115582849,0.0473802052911193
ridge,245,0.9997362521429514,0.831432331651678,0.0473925232938968
ridge,246,0.9997362521429514,0.8315235274761434,0.0474007844723319
ridge,247,0.9997362521429514,0.8316147433084686,0.0474221254055196
ridge,248,0.9997362521429514,0.8317059791552386,0.0474909701380479
ridge,249,0.9997362521429514,0.8317972350230415,0.0477159309874793
ridge,250,0.9997362521429514,0.8318885109184682,0.0477459971534912
ridge,251,0.9997362521429514,0.8319798068481123,0.0478198976389308
ridge,252,0.9997362521429514,0.832071122818571,0.0479176963561602
ridge,253,0.9997362521429514,0.8321624588364435,0.0479415531869075
ridge,254,0.9997362521429514,0.8322538149083324,0.0480352652897235
ridge,255,0.9997362521429514,0.8323451910408433,0.0481554614429762
ridge,256,0.9997362521429514,0.8324365872405841,0.04896504138495
ridge,257,0.9997362521429514,0.8325280035141664,0.0489662290300545
ridge,258,0.9997362521429514,0.8326194398682043,0.0495185363575163
ridge,259,0.9997362521429514,0.8327108963093146,0.049609533271077
ridge,260,0.9997362521429514,0.8328023728441173,0.0502907107266821
ridge,261,0.9997362521429514,0.8328938694792354,0.0503849734705896
ridge,262,0.9997362521429514,0.8329853862212944,0.0506094552836731
ridge,263,0.9997362521429514,0.833076923076923,0.0507107501458553
ridge,264,0.9997362521429514,0.833168480052753,0.0508129708582953
ridge,265,0.9997362521429514,0.8332600571554187,0.0508632225623549
ridge,266,0.9997362521429514,0.8333516543915577,0.0509256487158049
ridge,267,0.9997362521429514,0.8334432717678101,0.0512206943060056
ridge,268,0.9997362521429514,0.8335349092908191,0.0512710368822392
ridge,269,0.9997362521429514,0.8336265669672311,0.0514164937042573
ridge,270,0.9997362521429514,0.8337182448036952,0.0514741105505605
ridge,271,0.9997362521429514,0.8338099428068632,0.0523415972397287
ridge,272,0.9997362521429514,0.8339016609833901,0.0524019017689885
ridge,273,0.9997362521429514,0.833993399339934,0.0524313267351448
ridge,274,0.9997362521429514,0.8340851578831555,0.052511410949264
ridge,275,0.9997362521429514,0.8341769366197183,0.0530685535932102
ridge,276,0.9997362521429514,0.8342687355562892,0.053233444100548
ridge,277,0.9997362521429514,0.8343605546995377,0.0533255037905205
ridge,278,0.9997362521429514,0.8344523940561365,0.0533365686782896
ridge,279,0.9997362521429514,0.8345442536327609,0.0534978659340523
ridge,280,0.9997362521429514,0.8346361334360894,0.0537709612097203
ridge,281,0.9997362521429514,0.8347280334728033,0.0540600040728196
ridge,282,0.9997362521429514,0.8348199537495871,0.0543379501113694
ridge,283,0.9997362521429514,0.8349118942731277,0.0544911560087915
ridge,284,0.9997362521429514,0.8350038550501157,0.0546583344026676
ridge,285,0.9997362521429514,0.8350958360872439,0.0547788967307097
ridge,286,0.9997362521429514,0.8351878373912085,0.0549309954650029
ridge,287,0.9997362521429514,0.8352798589687087,0.0549722331804102
ridge,288,0.9997362521429514,0.8353719008264463,0.0553563899429329
ridge,289,0.9997362521429514,0.8354639629711262,0.0556762947195462
ridge,290,0.9997362521429514,0.8355560454094566,0.0557823459379817
ridge,291,0.9997362521429514,0.8356481481481481,0.0559481369985548
ridge,292,0.9997362521429514,0.8357402711939147,0.0561311943757465
