run,event_index,weak_label,weak_label_name,group,match_cell
31,0,0,terminal_b2_like,sample_i_calib,sample_i_calib|a6|q6|e0
31,1,0,terminal_b2_like,sample_i_calib,sample_i_calib|a3|q3|e0
31,2,0,terminal_b2_like,sample_i_calib,sample_i_calib|a2|q2|e0
31,4,0,terminal_b2_like,sample_i_calib,sample_i_calib|a2|q2|e0
31,5,0,terminal_b2_like,sample_i_calib,sample_i_calib|a7|q7|e0
31,10,0,terminal_b2_like,sample_i_calib,sample_i_calib|a6|q6|e0
31,12,0,terminal_b2_like,sample_i_calib,sample_i_calib|a5|q5|e0
31,13,0,terminal_b2_like,sample_i_calib,sample_i_calib|a3|q3|e0
31,14,0,terminal_b2_like,sample_i_calib,sample_i_calib|a7|q6|e0
31,15,0,terminal_b2_like,sample_i_calib,sample_i_calib|a2|q2|e0
31,16,0,terminal_b2_like,sample_i_calib,sample_i_calib|a2|q2|e0
31,17,0,terminal_b2_like,sample_i_calib,sample_i_calib|a6|q7|e0
31,18,0,terminal_b2_like,sample_i_calib,sample_i_calib|a4|q4|e0
31,21,0,terminal_b2_like,sample_i_calib,sample_i_calib|a7|q7|e0
31,23,0,terminal_b2_like,sample_i_calib,sample_i_calib|a6|q6|e0
31,27,0,terminal_b2_like,sample_i_calib,sample_i_calib|a2|q2|e0
31,30,0,terminal_b2_like,sample_i_calib,sample_i_calib|a6|q4|e0
31,31,0,terminal_b2_like,sample_i_calib,sample_i_calib|a2|q2|e0
31,32,0,terminal_b2_like,sample_i_calib,sample_i_calib|a2|q1|e0
31,35,0,terminal_b2_like,sample_i_calib,sample_i_calib|a7|q7|e0
31,36,0,terminal_b2_like,sample_i_calib,sample_i_calib|a5|q5|e0
31,37,0,terminal_b2_like,sample_i_calib,sample_i_calib|a1|q1|e0
31,38,0,terminal_b2_like,sample_i_calib,sample_i_calib|a2|q3|e0
31,39,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e0
31,40,0,terminal_b2_like,sample_i_calib,sample_i_calib|a7|q6|e0
31,41,0,terminal_b2_like,sample_i_calib,sample_i_calib|a2|q2|e0
31,42,0,terminal_b2_like,sample_i_calib,sample_i_calib|a5|q5|e0
31,44,0,terminal_b2_like,sample_i_calib,sample_i_calib|a7|q6|e0
31,45,0,terminal_b2_like,sample_i_calib,sample_i_calib|a6|q5|e0
31,47,0,terminal_b2_like,sample_i_calib,sample_i_calib|a6|q5|e0
31,50,0,terminal_b2_like,sample_i_calib,sample_i_calib|a6|q6|e0
31,51,0,terminal_b2_like,sample_i_calib,sample_i_calib|a5|q5|e0
31,52,0,terminal_b2_like,sample_i_calib,sample_i_calib|a3|q3|e0
31,53,0,terminal_b2_like,sample_i_calib,sample_i_calib|a2|q2|e0
31,54,0,terminal_b2_like,sample_i_calib,sample_i_calib|a7|q7|e0
31,55,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e0
31,61,0,terminal_b2_like,sample_i_calib,sample_i_calib|a6|q7|e0
31,65,0,terminal_b2_like,sample_i_calib,sample_i_calib|a3|q3|e0
31,66,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e0
31,67,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e0
31,68,0,terminal_b2_like,sample_i_calib,sample_i_calib|a0|q0|e0
31,70,0,terminal_b2_like,sample_i_calib,sample_i_calib|a1|q1|e0
31,71,0,terminal_b2_like,sample_i_calib,sample_i_calib|a7|q7|e0
31,72,0,terminal_b2_like,sample_i_calib,sample_i_calib|a1|q1|e0
31,73,0,terminal_b2_like,sample_i_calib,sample_i_calib|a4|q4|e0
31,77,0,terminal_b2_like,sample_i_calib,sample_i_calib|a7|q7|e0
