heldout_run,model,split,rmse_ns,mae_ns,n_pulses
44,ml_proxy,train,0.6787499407939901,0.352670945820655,4841
44,ml_proxy,heldout,0.6292692153643499,0.3967590469372143,69
45,ml_proxy,train,0.7251880443669647,0.38313017607702116,4204
45,ml_proxy,heldout,0.6613492798798465,0.4253321555511769,706
46,ml_proxy,train,0.6465152167414138,0.3598027989686128,4907
46,ml_proxy,heldout,0.3773018120192014,0.31056643606788903,3
47,ml_proxy,train,0.6475332005368489,0.35125939372309284,4849
47,ml_proxy,heldout,0.4873736222484946,0.3900536842505447,61
48,ml_proxy,train,0.7137321867029188,0.39247091966261227,4472
48,ml_proxy,heldout,0.5921509879865505,0.4277760286322825,438
49,ml_proxy,train,0.7203974113867282,0.38627090951665605,4434
49,ml_proxy,heldout,0.604393746932885,0.4427452180515062,476
50,ml_proxy,train,0.6923924484166676,0.39139462162129884,4420
50,ml_proxy,heldout,1.7496954587442493,0.5506331249414738,490
51,ml_proxy,train,0.7306924754751417,0.330793807229529,4664
51,ml_proxy,heldout,4.730567343370101,0.9494417413139435,246
52,ml_proxy,train,0.6633343201445364,0.36935437553846645,4786
52,ml_proxy,heldout,2.919568898900659,0.7244389007604464,124
53,ml_proxy,train,0.7216498416900196,0.38481879102171096,4473
53,ml_proxy,heldout,0.6819212544560602,0.46486885630562025,437
54,ml_proxy,train,0.7163043371591792,0.3834534228982892,4498
54,ml_proxy,heldout,0.7240675013198286,0.48583968063028926,412
55,ml_proxy,train,0.7024954289925631,0.37689279862094127,4608
55,ml_proxy,heldout,0.700941742047071,0.4847232846261894,302
56,ml_proxy,train,0.8131732545102749,0.3222462861907355,4266
56,ml_proxy,heldout,2.5089667257059456,0.5948546706239987,644
57,ml_proxy,train,0.6896081468458355,0.35909047851665765,4408
57,ml_proxy,heldout,0.5288632801032352,0.4030897321230207,502
