heldout_run,check,value,pass
58,train_heldout_run_overlap,0.0,True
58,train_heldout_event_id_overlap,0.0,True
58,drift_basis_contains_run_one_hot,0.0,True
58,drift_basis_uses_heldout_targets,0.0,True
58,final_fit_train_rows_only,1.0,True
58,normalized_waveform_exact_hash_overlap,0.0,True
58,binned_selected_shuffled_target_sigma68_ns,3.0056738783721135,False
58,global_selected_shuffled_target_sigma68_ns,3.0402488583363745,True
58,forbidden_heldout_oracle_binned_sigma68_ns,2.5126620783158593,True
58,ml_binned_residual_shuffled_target_not_better,3.050132220749839,False
58,s02d_binned_shuffled_target_margin_ns,-0.6291707690578168,False
59,train_heldout_run_overlap,0.0,True
59,train_heldout_event_id_overlap,0.0,True
59,drift_basis_contains_run_one_hot,0.0,True
59,drift_basis_uses_heldout_targets,0.0,True
59,final_fit_train_rows_only,1.0,True
59,normalized_waveform_exact_hash_overlap,0.0,True
59,binned_selected_shuffled_target_sigma68_ns,4.912696020822296,True
59,global_selected_shuffled_target_sigma68_ns,2.961659850929874,True
59,forbidden_heldout_oracle_binned_sigma68_ns,3.788652653111516,True
59,ml_binned_residual_shuffled_target_not_better,5.011524597159532,True
59,s02d_binned_shuffled_target_margin_ns,1.27476202158554,True
60,train_heldout_run_overlap,0.0,True
60,train_heldout_event_id_overlap,0.0,True
60,drift_basis_contains_run_one_hot,0.0,True
60,drift_basis_uses_heldout_targets,0.0,True
60,final_fit_train_rows_only,1.0,True
60,normalized_waveform_exact_hash_overlap,0.0,True
60,binned_selected_shuffled_target_sigma68_ns,3.170255194491554,True
60,global_selected_shuffled_target_sigma68_ns,2.6029915792342173,True
60,forbidden_heldout_oracle_binned_sigma68_ns,2.2085620756701516,False
60,ml_binned_residual_shuffled_target_not_better,3.254901341717736,True
60,s02d_binned_shuffled_target_margin_ns,1.0428451307689008,True
61,train_heldout_run_overlap,0.0,True
61,train_heldout_event_id_overlap,0.0,True
61,drift_basis_contains_run_one_hot,0.0,True
61,drift_basis_uses_heldout_targets,0.0,True
61,final_fit_train_rows_only,1.0,True
61,normalized_waveform_exact_hash_overlap,0.0,True
61,binned_selected_shuffled_target_sigma68_ns,2.92561315961787,False
61,global_selected_shuffled_target_sigma68_ns,2.7241644008238532,True
61,forbidden_heldout_oracle_binned_sigma68_ns,2.39301713331533,True
61,ml_binned_residual_shuffled_target_not_better,2.966064025117423,True
61,s02d_binned_shuffled_target_margin_ns,-0.14342800095368835,False
62,train_heldout_run_overlap,0.0,True
62,train_heldout_event_id_overlap,0.0,True
62,drift_basis_contains_run_one_hot,0.0,True
62,drift_basis_uses_heldout_targets,0.0,True
62,final_fit_train_rows_only,1.0,True
62,normalized_waveform_exact_hash_overlap,0.0,True
62,binned_selected_shuffled_target_sigma68_ns,3.5723843192501956,True
62,global_selected_shuffled_target_sigma68_ns,3.0178468600284964,True
62,forbidden_heldout_oracle_binned_sigma68_ns,2.684152255774059,True
62,ml_binned_residual_shuffled_target_not_better,3.7723639379237253,True
62,s02d_binned_shuffled_target_margin_ns,0.6103821178235282,True
63,train_heldout_run_overlap,0.0,True
63,train_heldout_event_id_overlap,0.0,True
63,drift_basis_contains_run_one_hot,0.0,True
63,drift_basis_uses_heldout_targets,0.0,True
63,final_fit_train_rows_only,1.0,True
63,normalized_waveform_exact_hash_overlap,0.0,True
63,binned_selected_shuffled_target_sigma68_ns,4.510222765899797,True
63,global_selected_shuffled_target_sigma68_ns,2.8820862777712764,True
63,forbidden_heldout_oracle_binned_sigma68_ns,3.671996823215058,False
63,ml_binned_residual_shuffled_target_not_better,4.406043639649481,True
63,s02d_binned_shuffled_target_margin_ns,1.3056952617318172,True
65,train_heldout_run_overlap,0.0,True
65,train_heldout_event_id_overlap,0.0,True
65,drift_basis_contains_run_one_hot,0.0,True
65,drift_basis_uses_heldout_targets,0.0,True
65,final_fit_train_rows_only,1.0,True
65,normalized_waveform_exact_hash_overlap,0.0,True
65,binned_selected_shuffled_target_sigma68_ns,4.023466815155132,True
65,global_selected_shuffled_target_sigma68_ns,2.841020145505958,True
65,forbidden_heldout_oracle_binned_sigma68_ns,2.872990732862707,True
65,ml_binned_residual_shuffled_target_not_better,4.117878620686708,True
65,s02d_binned_shuffled_target_margin_ns,0.6197654692927399,True
