split_name,endpoint,method,delta_vs_traditional,ci_low,ci_high,delta_definition
particle_heldout,energy_scale,1d_cnn,0.05901200164188305,0.049560045699916865,0.06753849169694832,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,gradient_boosted_trees,-0.009769681426425928,-0.02150664643927152,-0.000287688111269289,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,mlp,-0.0023738690906192858,-0.010452708298047399,0.008088393236991738,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,ridge,-0.029924159503599584,-0.04483911247750325,-0.013385361283191436,AUC gain for classification; sigma68 increase for regression
particle_heldout,energy_scale,spectral_transformer_new,0.2485750354498078,0.2298732198418533,0.265307895728687,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,1d_cnn,-0.06113572880235729,-0.144526186074288,0.027537059091052595,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,gradient_boosted_trees,0.2328777666281911,0.1635606815220636,0.31046341507565384,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,mlp,-0.05395645894551169,-0.1315072077912618,0.02956377818694722,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,ridge,0.010418323485063843,-0.021453806470453533,0.043535966374976726,AUC gain for classification; sigma68 increase for regression
particle_heldout,pedestal_noise_color,spectral_transformer_new,-0.04392015549914807,-0.11720869831426571,0.021207370367045487,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,1d_cnn,-0.15042219639182264,-0.17645490978826867,-0.12461907471174621,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,gradient_boosted_trees,0.009212322206493479,0.00029422702487846353,0.018260909197589263,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,mlp,-0.10185702255963221,-0.12897719093749704,-0.07574500952217504,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,ridge,0.009934138735146442,0.005720823754144372,0.015290626247674107,AUC gain for classification; sigma68 increase for regression
particle_heldout,pid_separation,spectral_transformer_new,-0.1392422541744116,-0.1729628221656402,-0.11293837664452303,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,1d_cnn,-0.01720531745264336,-0.021538876897022913,-0.013512971112015425,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,gradient_boosted_trees,4.280047394944753e-05,-0.00025443104765441037,0.00037725888296472873,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,mlp,-0.034674749284070445,-0.04463573177653347,-0.026104932425208754,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,ridge,1.049962285337401e-05,-1.4094617219492788e-05,4.255673982565262e-05,AUC gain for classification; sigma68 increase for regression
particle_heldout,pileup_sideband,spectral_transformer_new,-0.005665061344498695,-0.007930209191526021,-0.0038282511726572465,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,1d_cnn,-0.05282886179254651,-0.07943254140576683,-0.03165441940378351,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.13792780558244805,0.11556740135748986,0.16225813361380773,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,mlp,0.04399967769601716,0.017654314157542185,0.0708741881300822,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,ridge,-0.0029960072699909013,-0.005050752105370565,-0.0008994278008240876,AUC gain for classification; sigma68 increase for regression
particle_heldout,pulse_shape_harmonics,spectral_transformer_new,-0.04591019146321086,-0.06682603281164066,-0.022651182491950028,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,1d_cnn,-0.18737942353736864,-0.25785307752718023,-0.13122587344934133,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,gradient_boosted_trees,0.07116150844210192,0.03253370082763783,0.12113336611449628,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,mlp,-0.16236531613649924,-0.23263028917730044,-0.09356841103786076,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,ridge,0.007466462371819221,-0.001285001380412734,0.018117581581422144,AUC gain for classification; sigma68 increase for regression
particle_heldout,saturation_clipping,spectral_transformer_new,-0.320393353603147,-0.38450987732679714,-0.24488753637074187,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,1d_cnn,0.262108538093411,0.23252678577244534,0.29381924074226884,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,gradient_boosted_trees,-0.012037592184378882,-0.0633705894776593,0.06585322001724156,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,mlp,0.009082809133327477,-0.04367755666453591,0.07646000086247126,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,ridge,0.017727305730569097,-0.0434595158974902,0.1173806047156993,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,spectral_transformer_new,0.2174746660714791,0.17949038889100125,0.2548771546994439,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,1d_cnn,-0.21352195083183406,-0.2388145613724997,-0.18734592348381532,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,gradient_boosted_trees,0.048356934459893385,0.039871930537804114,0.061538143529291815,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,mlp,-0.04906063707044695,-0.06479819333853627,-0.03662120937263796,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,ridge,-0.0005475076014464668,-0.0027362385481080526,0.0015909101629597321,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,spectral_transformer_new,-0.1284108854938526,-0.15075963938792675,-0.10437790673246439,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,1d_cnn,-0.31581466977583217,-0.3418370546432055,-0.2891411201911544,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,gradient_boosted_trees,0.0024797575354155565,0.0016924409486382603,0.003389489190989733,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,mlp,-0.01034650653438388,-0.01400711573679525,-0.007592130948347114,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,ridge,-0.00035967205325999234,-0.0007872310716656478,8.587913674751844e-05,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,spectral_transformer_new,-0.2920932275348719,-0.31466348701088215,-0.2696463389490908,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,1d_cnn,-0.08040963247076785,-0.09419622747154535,-0.06987429390147777,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,gradient_boosted_trees,0.0011169613114413754,0.0002762986318470523,0.0020645871023776434,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,mlp,-0.01983564483630277,-0.02471344180638502,-0.014539967211615226,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,ridge,-4.8661207305443144e-05,-0.0001867453903006161,3.1959744059059595e-05,AUC gain for classification; sigma68 increase for regression
