method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,heldout_run,table,candidate,fold,active_positive_terms,feature,coefficient_ns_per_unit,lower_bound,upper_bound,at_positive_bound
of_1_9,2.0,heldout,219.0,-2.7254299704992917,3.787073076585547,3.8436762889382075,0.2191780821917808,147.27750175076315,1.310775888934887,58,traditional_scan,,,,,,,,
of_2_10,2.0,train,11241.0,-3.4169277757412715,3.4530525013568223,3.867925437799859,0.16377546481629748,116.90921766550764,14.458587097283612,58,traditional_scan,,,,,,,,
of_2_10,2.0,heldout,219.0,-2.8119158217956084,4.1277865578322155,4.114774514145117,0.228310502283105,0.33396327433500256,1.7406681270563569,58,traditional_scan,,,,,,,,
of_3_11,2.0,train,11241.0,-3.5912125935204813,3.4329308867688577,3.877314289969081,0.16377546481629748,6.387514108963451,14.478969027870594,58,traditional_scan,,,,,,,,
of_3_11,2.0,heldout,219.0,-3.4036542039113584,3.799286121279896,4.056331067482309,0.1689497716894977,0.5934065423506967,1.4797520696619983,58,traditional_scan,,,,,,,,
of_4_12,2.0,train,11241.0,-3.6264520355216376,3.3638287975829777,4.016044994111914,0.16377546481629748,142.27210100405895,11.834839443786109,58,traditional_scan,,,,,,,,
of_4_12,2.0,heldout,219.0,-3.247545121356488,3.1982519114302943,4.2456646994082865,0.1598173515981735,2.1660125855258046,1.3126753355917766,58,traditional_scan,,,,,,,,
,,,5286.0,,1.960934847630267,,,,,58,signed_cv,inv_sqrt_amp,0.0,2.0,,,,,
,,,5955.0,,1.3363931935856206,,,,,58,signed_cv,inv_sqrt_amp,1.0,2.0,,,,,
,,,0.0,,1.648664020607944,,,,,58,signed_cv,inv_sqrt_amp,-1.0,0.0,,,,,
,,,5286.0,,1.9412767666964412,,,,,58,signed_cv,inv_amp,0.0,1.0,,,,,
,,,5955.0,,1.3158223506363014,,,,,58,signed_cv,inv_amp,1.0,2.0,,,,,
,,,0.0,,1.6285495586663714,,,,,58,signed_cv,inv_amp,-1.0,0.0,,,,,
,,,5286.0,,1.9609348478189197,,,,,58,signed_cv,inv_sqrt_plus_inv_amp,0.0,1.0,,,,,
,,,5955.0,,1.3363931935856206,,,,,58,signed_cv,inv_sqrt_plus_inv_amp,1.0,2.0,,,,,
,,,0.0,,1.6486640207022702,,,,,58,signed_cv,inv_sqrt_plus_inv_amp,-1.0,0.0,,,,,
,,,,,,,,,,58,signed_coefficients,,,,B4_intercept,-4.154564657696418,-inf,inf,False
,,,,,,,,,,58,signed_coefficients,,,,B6_intercept,2.4175923091409417,-inf,inf,False
,,,,,,,,,,58,signed_coefficients,,,,B8_intercept,0.751804320076757,-inf,inf,False
,,,,,,,,,,58,signed_coefficients,,,,B4_1000_over_amp_positive,4.333418283406316e-21,0.0,inf,True
,,,,,,,,,,58,signed_coefficients,,,,B6_1000_over_amp_positive,0.2597942348360334,0.0,inf,False
,,,,,,,,,,58,signed_coefficients,,,,B8_1000_over_amp_positive,2.7161276556980956,0.0,inf,False
le500,2.0,train,9171.0,-1.3626598401968195,4.089605454179232,6.87468233252469,0.206411514556755,244.45450328368688,1.546572167831554,59,traditional_scan,,,,,,,,
le500,2.0,heldout,2289.0,-1.2976968803733726,4.421646861182247,6.885219094216158,0.23809523809523808,204.83077655582528,0.7389646865981887,59,traditional_scan,,,,,,,,
cfd10,2.0,train,9171.0,-2.700965367965374,3.2121000511119178,6.820263303248872,0.044924217642568966,275.09187753453557,17.482619529894762,59,traditional_scan,,,,,,,,
cfd10,2.0,heldout,2289.0,-2.7999330183968993,3.3194022537290495,6.679111642333952,0.048055919615552646,221.7735736546127,5.10269585500395,59,traditional_scan,,,,,,,,
cfd20,2.0,train,9171.0,-2.7502338491472393,3.144146509494658,6.302221794873357,0.05528295714753026,298.04370611948445,13.011237883646274,59,traditional_scan,,,,,,,,
cfd20,2.0,heldout,2289.0,-3.037298141121923,3.1903942554003875,5.795444490088401,0.07077326343381389,273.53146208229157,5.9841453726004925,59,traditional_scan,,,,,,,,
cfd30,2.0,train,9171.0,-2.654410527364945,3.236489030073096,6.402832687978782,0.08832188420019627,271.0756666503134,12.546077299740332,59,traditional_scan,,,,,,,,
cfd30,2.0,heldout,2289.0,-2.885697461898566,3.2901011589583096,5.784476638313081,0.1000436871996505,278.81138432656616,5.2987719114725245,59,traditional_scan,,,,,,,,
cfd40,2.0,train,9171.0,-2.399654003059659,3.3904708813101894,6.463625794819696,0.11416421328099444,202.05905394486805,8.772069526774672,59,traditional_scan,,,,,,,,
cfd40,2.0,heldout,2289.0,-2.7572700495254807,3.4761891541563767,5.985010920877463,0.12538226299694188,227.1553113124355,3.550473793600686,59,traditional_scan,,,,,,,,
cfd50,2.0,train,9171.0,-2.0673398437499912,3.572692904779606,6.869224853426023,0.14338676262130629,147.61247982522556,6.144403925236909,59,traditional_scan,,,,,,,,
cfd50,2.0,heldout,2289.0,-2.4530877111147973,3.709660513235132,7.143729783930568,0.1511577107907383,1.3082159000971068,2.697500205344446,59,traditional_scan,,,,,,,,
template_phase,2.0,train,9171.0,-3.7226235857461845,2.742319268962799,3.3116585094044924,0.07360157016683022,1.370634788353223,116.69020208438104,59,traditional_scan,,,,,,,,
template_phase,2.0,heldout,2289.0,-3.7226235857461916,2.9923192689628024,3.3427809218901774,0.06771515945827872,1.1812981048876734,28.995141417794432,59,traditional_scan,,,,,,,,
of_1_9,2.0,train,9171.0,-3.1657442797958595,3.4205546409405363,3.8220059998780465,0.16061498200850508,148.16089624457084,10.890734349005491,59,traditional_scan,,,,,,,,
of_1_9,2.0,heldout,2289.0,-3.4275661926516037,3.472347310706959,3.8504896725036386,0.15727391874180865,1.1872934881021984,5.899385220091045,59,traditional_scan,,,,,,,,
of_2_10,2.0,train,9171.0,-3.3308846213303624,3.4817027168776793,3.873371528217916,0.1671573438011122,12.484870018350012,11.005742097150367,59,traditional_scan,,,,,,,,
of_2_10,2.0,heldout,2289.0,-3.6086402552341355,3.4813561567370908,3.872376959898597,0.16470074268239407,1.102621395699278,5.812639973097641,59,traditional_scan,,,,,,,,
of_3_11,2.0,train,9171.0,-3.4915529250534405,3.464329822512211,3.8890114982728083,0.1625776905462872,1.538190961736574,10.769334576937545,59,traditional_scan,,,,,,,,
of_3_11,2.0,heldout,2289.0,-3.7550467683029396,3.4186388613179988,3.8289956089066455,0.1620795107033639,188.64315528373953,5.018742694191916,59,traditional_scan,,,,,,,,
of_4_12,2.0,train,9171.0,-3.5456069203858576,3.3665934306226215,4.047835972129819,0.1653036746265402,132.7071653319914,8.943937983366018,59,traditional_scan,,,,,,,,
of_4_12,2.0,heldout,2289.0,-3.8791059992765966,3.3579742937158077,3.882638375635139,0.1620795107033639,1.243566050443435,6.225906571651265,59,traditional_scan,,,,,,,,
,,,4326.0,,2.0,,,,,59,signed_cv,inv_sqrt_amp,0.0,1.0,,,,,
,,,4845.0,,1.3129358826399105,,,,,59,signed_cv,inv_sqrt_amp,1.0,2.0,,,,,
,,,0.0,,1.6564679413199552,,,,,59,signed_cv,inv_sqrt_amp,-1.0,0.0,,,,,
,,,4326.0,,1.9951317446311023,,,,,59,signed_cv,inv_amp,0.0,1.0,,,,,
,,,4845.0,,1.296211628246784,,,,,59,signed_cv,inv_amp,1.0,2.0,,,,,
,,,0.0,,1.6456716864389431,,,,,59,signed_cv,inv_amp,-1.0,0.0,,,,,
,,,4326.0,,1.9999999999999467,,,,,59,signed_cv,inv_sqrt_plus_inv_amp,0.0,1.0,,,,,
,,,4845.0,,1.3129358826399176,,,,,59,signed_cv,inv_sqrt_plus_inv_amp,1.0,2.0,,,,,
,,,0.0,,1.6564679413199321,,,,,59,signed_cv,inv_sqrt_plus_inv_amp,-1.0,0.0,,,,,
,,,,,,,,,,59,signed_coefficients,,,,B4_intercept,-4.058652324511723,-inf,inf,False
,,,,,,,,,,59,signed_coefficients,,,,B6_intercept,2.4602962729363003,-inf,inf,False
,,,,,,,,,,59,signed_coefficients,,,,B8_intercept,0.6550395764296499,-inf,inf,False
,,,,,,,,,,59,signed_coefficients,,,,B4_1000_over_amp_positive,5.708373407228444e-21,0.0,inf,True
,,,,,,,,,,59,signed_coefficients,,,,B6_1000_over_amp_positive,0.19429686412029212,0.0,inf,False
,,,,,,,,,,59,signed_coefficients,,,,B8_1000_over_amp_positive,2.704432416232981,0.0,inf,False
le500,2.0,train,9036.0,-1.2347271120344985,4.2150031017980325,6.565521139230693,0.21602478972996902,218.1201389287571,1.3723161307116634,60,traditional_scan,,,,,,,,
le500,2.0,heldout,2424.0,-1.752144972076458,3.983702456246327,7.9065441157033645,0.19884488448844884,208.70361570446178,1.1228800684844102,60,traditional_scan,,,,,,,,
cfd10,2.0,train,9036.0,-2.6824731798059283,3.2405893821848135,6.589843979310098,0.04659141212926073,264.55739847426753,17.611917664492708,60,traditional_scan,,,,,,,,
cfd10,2.0,heldout,2424.0,-2.8467103131570575,3.2085017307935164,7.495046830248049,0.04372937293729373,287.4678521464896,5.789632774698061,60,traditional_scan,,,,,,,,
cfd20,2.0,train,9036.0,-2.7940363497892413,3.148561278661922,5.886958944878372,0.05754758742806552,299.2380100153876,13.999474512531261,60,traditional_scan,,,,,,,,
cfd20,2.0,heldout,2424.0,-2.8184186273716314,3.138618995026782,7.2620101671075705,0.0594059405940594,304.07450481318807,4.948351630043332,60,traditional_scan,,,,,,,,
cfd30,2.0,train,9036.0,-2.680626271895097,3.239425484498436,5.965273586414804,0.08897742363877822,277.2298911009398,12.845932228524331,60,traditional_scan,,,,,,,,
cfd30,2.0,heldout,2424.0,-2.783180425804723,3.2877541313475347,7.346525599999202,0.09570957095709572,280.50129998719297,4.674486946598311,60,traditional_scan,,,,,,,,
cfd40,2.0,train,9036.0,-2.444576289014332,3.402959166194231,6.046047433709117,0.11310314298362108,211.55871797716773,9.385540103867962,60,traditional_scan,,,,,,,,
cfd40,2.0,heldout,2424.0,-2.5408963229593837,3.4424995774391984,7.450630765263077,0.12334983498349834,200.30484481274667,3.570651349280473,60,traditional_scan,,,,,,,,
cfd50,2.0,train,9036.0,-2.074400412990336,3.594408256000615,6.691654536198972,0.1397742363877822,186.59163115049057,6.2255072485749405,60,traditional_scan,,,,,,,,
cfd50,2.0,heldout,2424.0,-2.304352394268168,3.604317660973906,7.7198444874179595,0.1613036303630363,1.4651658658934192,2.555363053698972,60,traditional_scan,,,,,,,,
template_phase,2.0,train,9036.0,-3.327857976325543,2.6639289881627697,3.2848153176790413,0.06341301460823373,1.2210323094281843,194.87290305090895,60,traditional_scan,,,,,,,,
template_phase,2.0,heldout,2424.0,-3.7331089522876297,2.6639289881627697,3.2789954013216214,0.09447194719471948,0.7984457947654724,53.718953001264204,60,traditional_scan,,,,,,,,
of_1_9,2.0,train,9036.0,-3.0183501008994824,3.363401479383354,3.800538872345413,0.15183709606020362,138.105062111993,9.715207377417215,60,traditional_scan,,,,,,,,
of_1_9,2.0,heldout,2424.0,-3.392567415104409,3.414239973412691,3.9097235901388014,0.17615511551155116,8.46473143686993,3.845271964726242,60,traditional_scan,,,,,,,,
of_2_10,2.0,train,9036.0,-3.179488046307629,3.4070277222010485,3.847254614750194,0.15925188136343515,10.23890328036268,9.970154571005073,60,traditional_scan,,,,,,,,
of_2_10,2.0,heldout,2424.0,-3.5441632833666574,3.459504262156601,3.927119663734471,0.18523102310231024,5.179806332675749,3.7111640812070283,60,traditional_scan,,,,,,,,
of_3_11,2.0,train,9036.0,-3.361824671223175,3.3642947079043055,3.875980128333779,0.15084108012394865,12.336774758374098,10.33246717811479,60,traditional_scan,,,,,,,,
of_3_11,2.0,heldout,2424.0,-3.67430845782318,3.536462547531122,3.92102746424851,0.17037953795379537,1.2296613321471612,2.8136419990161574,60,traditional_scan,,,,,,,,
of_4_12,2.0,train,9036.0,-3.382851670592135,3.3038312310136972,4.028987158180606,0.15737051792828685,99.39963772976614,7.537142480882618,60,traditional_scan,,,,,,,,
of_4_12,2.0,heldout,2424.0,-3.6793758443736486,3.5255280967999556,4.080217741949705,0.18935643564356436,5.991435227775991,3.1923604047622467,60,traditional_scan,,,,,,,,
,,,4326.0,,1.952032070707773,,,,,60,signed_cv,inv_sqrt_amp,0.0,1.0,,,,,
,,,4710.0,,1.3562435833924675,,,,,60,signed_cv,inv_sqrt_amp,1.0,2.0,,,,,
,,,0.0,,1.6541378270501204,,,,,60,signed_cv,inv_sqrt_amp,-1.0,0.0,,,,,
,,,4326.0,,1.9453581595345142,,,,,60,signed_cv,inv_amp,0.0,1.0,,,,,
,,,4710.0,,1.3533145725453015,,,,,60,signed_cv,inv_amp,1.0,2.0,,,,,
,,,0.0,,1.6493363660399079,,,,,60,signed_cv,inv_amp,-1.0,0.0,,,,,
,,,4326.0,,1.9520320707079222,,,,,60,signed_cv,inv_sqrt_plus_inv_amp,0.0,1.0,,,,,
,,,4710.0,,1.3562435833924675,,,,,60,signed_cv,inv_sqrt_plus_inv_amp,1.0,2.0,,,,,
,,,0.0,,1.654137827050195,,,,,60,signed_cv,inv_sqrt_plus_inv_amp,-1.0,0.0,,,,,
,,,,,,,,,,60,signed_coefficients,,,,B4_intercept,-3.9342019238019366,-inf,inf,False
,,,,,,,,,,60,signed_coefficients,,,,B6_intercept,2.3374638219258026,-inf,inf,False
,,,,,,,,,,60,signed_coefficients,,,,B8_intercept,0.5860241486918685,-inf,inf,False
,,,,,,,,,,60,signed_coefficients,,,,B4_1000_over_amp_positive,6.892417830612747e-21,0.0,inf,True
,,,,,,,,,,60,signed_coefficients,,,,B6_1000_over_amp_positive,0.2085796632082664,0.0,inf,False
,,,,,,,,,,60,signed_coefficients,,,,B8_1000_over_amp_positive,2.824781460095436,0.0,inf,False
le500,2.0,train,8661.0,-1.5125403677058387,4.287462140050292,6.868092235708249,0.22514721163837895,251.9732328173552,1.060692816262501,61,traditional_scan,,,,,,,,
le500,2.0,heldout,2799.0,-1.0015033271560299,3.750141281051537,6.899220858130814,0.16863165416220077,225.12879175335092,1.4688045970529275,61,traditional_scan,,,,,,,,
cfd10,2.0,train,8661.0,-2.8195406833895156,3.280196409799009,6.758889486821187,0.04629950352153331,288.67194827882116,17.34817457190008,61,traditional_scan,,,,,,,,
cfd10,2.0,heldout,2799.0,-2.4411486120889947,3.0683003496926986,6.894338554395546,0.041443372633083245,284.83416828984224,6.014619584522845,61,traditional_scan,,,,,,,,
cfd20,2.0,train,8661.0,-2.951019243100781,3.215891684102064,6.070611551398162,0.06627410229765617,327.4779818764924,17.79654979227865,61,traditional_scan,,,,,,,,
cfd20,2.0,heldout,2799.0,-2.4509304544313295,2.9140833320178547,6.59865538327557,0.04858878170775277,221.27481865690828,3.5477527537742177,61,traditional_scan,,,,,,,,
cfd30,2.0,train,8661.0,-2.8593488007100305,3.32265607029411,6.224948868169467,0.09871839279528923,288.72568821321255,16.115069554452745,61,traditional_scan,,,,,,,,
cfd30,2.0,heldout,2799.0,-2.289964445912908,3.0050369787378557,6.45912111840082,0.06823865666309396,222.16742225485945,3.3089928398545894,61,traditional_scan,,,,,,,,
cfd40,2.0,train,8661.0,-2.6322082828378868,3.4804281558810346,6.363440043843314,0.12435053688950468,222.1857641131447,11.15336767441656,61,traditional_scan,,,,,,,,
cfd40,2.0,heldout,2799.0,-1.9754947996279029,3.1386247745618814,6.3804191778651465,0.09396212933190425,229.1585275650671,2.5722014092374734,61,traditional_scan,,,,,,,,
cfd50,2.0,train,8661.0,-2.3380723407807196,3.686485111330704,7.035994224547034,0.1539083246738252,1.4285718299890404,6.825504070949829,61,traditional_scan,,,,,,,,
cfd50,2.0,heldout,2799.0,-1.6418683241891827,3.299647906643221,6.55035565826186,0.1157556270096463,193.7539193736445,2.1445458618463786,61,traditional_scan,,,,,,,,
template_phase,2.0,train,8661.0,-3.851319537264338,2.81458639785723,3.294771258362884,0.09075164530654659,1.3429979226783326,98.94622762076955,61,traditional_scan,,,,,,,,
template_phase,2.0,heldout,2799.0,-2.62917279571446,2.7035130270822876,3.207161448714155,0.04287245444801715,35.06647989599802,64.50674400250192,61,traditional_scan,,,,,,,,
of_1_9,2.0,train,8661.0,-3.4114547409214993,3.4337051088497104,3.8261055782985793,0.16233691259669783,194.25395650949724,13.430902754509173,61,traditional_scan,,,,,,,,
of_1_9,2.0,heldout,2799.0,-2.867950525962236,3.2131809082737934,3.7871568181899797,0.14612361557699177,4.34238976940543,3.162680837969231,61,traditional_scan,,,,,,,,
of_2_10,2.0,train,8661.0,-3.525687813725071,3.465844856438472,3.8699101591885867,0.16868721856598545,94.16017536443918,12.065583231771019,61,traditional_scan,,,,,,,,
of_2_10,2.0,heldout,2799.0,-2.8963262868826405,3.3315403692840295,3.867078726013672,0.15398356555912826,3.7801378694840633,2.4752301387078486,61,traditional_scan,,,,,,,,
of_3_11,2.0,train,8661.0,-3.739734119470633,3.4590995768934065,3.8655037045638254,0.17053458030250548,1.3327452243796658,12.506578991849434,61,traditional_scan,,,,,,,,
of_3_11,2.0,heldout,2799.0,-3.0063803631566444,3.2762058795226983,3.9152622793456078,0.14183637013219008,3.6397962869389784,2.912172481005004,61,traditional_scan,,,,,,,,
of_4_12,2.0,train,8661.0,-3.744993647917049,3.3898335573581653,4.001565807137471,0.16718623715506292,154.11310269539797,11.44197748559958,61,traditional_scan,,,,,,,,
of_4_12,2.0,heldout,2799.0,-2.9922959878701576,3.1701789424811055,4.0616342816316235,0.15112540192926044,3.427472430558187,2.3414791715085572,61,traditional_scan,,,,,,,,
,,,3951.0,,1.5000000000000036,,,,,61,signed_cv,inv_sqrt_amp,0.0,1.0,,,,,
,,,4710.0,,1.6472925209467535,,,,,61,signed_cv,inv_sqrt_amp,1.0,2.0,,,,,
,,,0.0,,1.5736462604733785,,,,,61,signed_cv,inv_sqrt_amp,-1.0,0.0,,,,,
,,,3951.0,,1.489670088931753,,,,,61,signed_cv,inv_amp,0.0,1.0,,,,,
,,,4710.0,,1.6316272596407773,,,,,61,signed_cv,inv_amp,1.0,2.0,,,,,
,,,0.0,,1.560648674286265,,,,,61,signed_cv,inv_amp,-1.0,0.0,,,,,
,,,3951.0,,1.5000000000000036,,,,,61,signed_cv,inv_sqrt_plus_inv_amp,0.0,1.0,,,,,
,,,4710.0,,1.6472925209467555,,,,,61,signed_cv,inv_sqrt_plus_inv_amp,1.0,2.0,,,,,
,,,0.0,,1.5736462604733794,,,,,61,signed_cv,inv_sqrt_plus_inv_amp,-1.0,0.0,,,,,
,,,,,,,,,,61,signed_coefficients,,,,B4_intercept,-4.275923340025943,-inf,inf,False
,,,,,,,,,,61,signed_coefficients,,,,B6_intercept,2.603409112984611,-inf,inf,False
,,,,,,,,,,61,signed_coefficients,,,,B8_intercept,0.9111255597227359,-inf,inf,False
,,,,,,,,,,61,signed_coefficients,,,,B4_1000_over_amp_positive,3.856962250575772e-21,0.0,inf,True
,,,,,,,,,,61,signed_coefficients,,,,B6_1000_over_amp_positive,2.8241859728733057e-15,0.0,inf,True
,,,,,,,,,,61,signed_coefficients,,,,B8_1000_over_amp_positive,2.349856025456958,0.0,inf,False
le500,2.0,train,9039.0,-1.3490973123262258,4.13739769471975,7.146792108106569,0.2079876092488107,221.85676788032296,1.138100089927566,62,traditional_scan,,,,,,,,
le500,2.0,heldout,2421.0,-1.3906365523437643,4.314709746997533,5.756105031642925,0.22800495662949194,277.63810889835133,1.142886334708105,62,traditional_scan,,,,,,,,
cfd10,2.0,train,9039.0,-2.721596778621766,3.21094184023658,7.2232401092506615,0.04535899988936829,246.1078216074418,17.29671394959677,62,traditional_scan,,,,,,,,
cfd10,2.0,heldout,2421.0,-2.7391924388887148,3.303227614599568,4.851278348496022,0.04543577034283354,250.76102393038272,5.801284084345282,62,traditional_scan,,,,,,,,
cfd20,2.0,train,9039.0,-2.7843149997452485,3.1319676380430206,6.49757966383908,0.05730722425047018,305.2684310726605,13.644868695099893,62,traditional_scan,,,,,,,,
cfd20,2.0,heldout,2421.0,-2.9104041865078614,3.2316856378650773,4.955452322869143,0.06319702602230483,305.59152938302867,5.227346682931456,62,traditional_scan,,,,,,,,
cfd30,2.0,train,9039.0,-2.6674612901991424,3.2227790597701786,6.481884215563005,0.08762031198141387,260.4337335730429,12.751026295826158,62,traditional_scan,,,,,,,,
cfd30,2.0,heldout,2421.0,-2.862418604651161,3.35878504539669,5.481087556832388,0.10037174721189591,250.47995750237828,5.283522464465839,62,traditional_scan,,,,,,,,
cfd40,2.0,train,9039.0,-2.4308725884946867,3.384797906728197,6.55784878407913,0.11306560460227902,205.80233258937204,8.699934967759187,62,traditional_scan,,,,,,,,
cfd40,2.0,heldout,2421.0,-2.58512634886781,3.510109172175021,5.618441829995417,0.1235026848409748,1.0718838687111991,3.1251784038723915,62,traditional_scan,,,,,,,,
cfd50,2.0,train,9039.0,-2.11159357706142,3.5659697823593675,7.150068599901101,0.14216174355570307,201.75463941814164,5.659205151621052,62,traditional_scan,,,,,,,,
cfd50,2.0,heldout,2421.0,-2.2720999799593287,3.735544732889161,6.011024448075302,0.15530772408095828,1.3022918955347944,2.833706422970556,62,traditional_scan,,,,,,,,
template_phase,2.0,train,9039.0,-3.5526224943040106,2.776311247151998,3.3085451516778104,0.07268503153003651,1.3590462823793215,113.35715620083671,62,traditional_scan,,,,,,,,
template_phase,2.0,heldout,2421.0,-3.8029023864212164,2.9011713010933917,3.358911128134605,0.09293680297397769,0.534808075899928,42.55569643228379,62,traditional_scan,,,,,,,,
of_1_9,2.0,train,9039.0,-3.2009274524330493,3.4374501688806998,3.8323077856328918,0.1606372386325921,166.39823514062266,12.612980981959204,62,traditional_scan,,,,,,,,
of_1_9,2.0,heldout,2421.0,-3.312612921323314,3.3870816059720563,3.8101888121479193,0.1536555142503098,139.14346473985378,3.91797192444721,62,traditional_scan,,,,,,,,
of_2_10,2.0,train,9039.0,-3.3329278473202706,3.480226837458318,3.8745909900552093,0.1667219825201903,133.98219609329894,11.927608089712113,62,traditional_scan,,,,,,,,
of_2_10,2.0,heldout,2421.0,-3.4666018114128363,3.4441004047292827,3.8473653115793143,0.16067740603056588,130.402489779072,3.4858125167711074,62,traditional_scan,,,,,,,,
of_3_11,2.0,train,9039.0,-3.5090894064560842,3.459891165039536,3.873777599607407,0.1611903971678283,93.49598760849683,13.683932538467264,62,traditional_scan,,,,,,,,
of_3_11,2.0,heldout,2421.0,-3.6733531520679676,3.416976760062025,3.9203085487055196,0.16026435357290375,1.3456516402234602,3.768037595601343,62,traditional_scan,,,,,,,,
of_4_12,2.0,train,9039.0,-3.5357130598047206,3.371959596655241,3.9936086214035984,0.16473061179333998,137.5284125681252,10.45567294609341,62,traditional_scan,,,,,,,,
of_4_12,2.0,heldout,2421.0,-3.715533963998105,3.4093765547960477,4.12429493366623,0.16398182569186287,203.36053974568486,3.3467895827028715,62,traditional_scan,,,,,,,,
,,,4326.0,,1.9631723908173342,,,,,62,signed_cv,inv_sqrt_amp,0.0,2.0,,,,,
,,,4713.0,,1.2977614203139378,,,,,62,signed_cv,inv_sqrt_amp,1.0,2.0,,,,,
,,,0.0,,1.630466905565636,,,,,62,signed_cv,inv_sqrt_amp,-1.0,0.0,,,,,
,,,4326.0,,1.9637481701373858,,,,,62,signed_cv,inv_amp,0.0,2.0,,,,,
,,,4713.0,,1.2781191147158077,,,,,62,signed_cv,inv_amp,1.0,2.0,,,,,
,,,0.0,,1.6209336424265968,,,,,62,signed_cv,inv_amp,-1.0,0.0,,,,,
,,,4326.0,,1.9631723908173342,,,,,62,signed_cv,inv_sqrt_plus_inv_amp,0.0,2.0,,,,,
,,,4713.0,,1.2977614203139378,,,,,62,signed_cv,inv_sqrt_plus_inv_amp,1.0,2.0,,,,,
,,,0.0,,1.630466905565636,,,,,62,signed_cv,inv_sqrt_plus_inv_amp,-1.0,0.0,,,,,
,,,,,,,,,,62,signed_coefficients,,,,B4_intercept,-4.1030860381057215,-inf,inf,False
,,,,,,,,,,62,signed_coefficients,,,,B6_intercept,2.2852354354310966,-inf,inf,False
,,,,,,,,,,62,signed_coefficients,,,,B8_intercept,0.5622516813249009,-inf,inf,False
,,,,,,,,,,62,signed_coefficients,,,,B4_1000_over_amp_positive,4.7050162488986926e-21,0.0,inf,True
,,,,,,,,,,62,signed_coefficients,,,,B6_1000_over_amp_positive,0.5664901105280346,0.0,inf,False
,,,,,,,,,,62,signed_coefficients,,,,B8_1000_over_amp_positive,3.1462551129219456,0.0,inf,False
le500,2.0,train,10350.0,-1.3586769599300457,4.130086289966432,6.8213326289005805,0.20714975845410627,222.09195903083128,1.1391331036901275,63,traditional_scan,,,,,,,,
le500,2.0,heldout,1110.0,-1.319753876392566,4.583909700007694,7.374415951535576,0.26216216216216215,322.83848147147853,1.37443984902839,63,traditional_scan,,,,,,,,
cfd10,2.0,train,10350.0,-2.715561075070255,3.2231364051533062,6.80848679467583,0.04463768115942029,320.726026590193,19.605265961712217,63,traditional_scan,,,,,,,,
