unit,stratum,n_pair_residuals,n_events,n_runs,sigma68_ns,delta_vs_sample_i_sigma68_ns,delta_vs_sample_ii_analysis_sigma68_ns,bias_ns,median_ns,full_rms_ns,tail_frac_abs_gt5ns,amp_slope_ns_per_kadc,q_template_median,q_template_shift_vs_sample_i,sigma68_ci_low_ns,sigma68_ci_high_ns,bias_ci_low_ns,bias_ci_high_ns,tail5_ci_low,tail5_ci_high,amp_slope_ci_low_ns_per_kadc,amp_slope_ci_high_ns_per_kadc,q_template_median_ci_low,q_template_median_ci_high,action,rationale
run,61,2799,933,1,1.7929873649895456,0.45857264225908745,0.29832081573828617,1.8058712050565804,1.913580330845896,2.770921799882409,0.023937120400142908,0.22045192358062665,0.06904639809540367,-0.06512412785905258,1.744321376553594,1.9220253127343727,1.6748555761586497,1.9094512481501351,0.016407645587709897,0.03254733833511968,-0.1117550532649718,0.5414346080070814,0.06535553327195492,0.07483161414623318,recalibrate,sigma68 CI above Sample-I transfer band
run,63,1110,370,1,1.4043221273491764,0.06990740461871825,-0.09034442190208303,1.3857263462749445,1.701072153525466,2.8998924131770885,0.026126126126126126,-0.5178138614287596,0.06851532459241501,-0.06565520136204124,1.3655384791955727,1.546255792416009,1.2073937279686175,1.5537183767844818,0.014391891891891892,0.03695945945945945,-1.115969468227055,-0.06629852215095589,0.06496592268626622,0.07752592788782145,recalibrate,amplitude slope and q_template shift both elevated
sample_ii_amplitude_bin,"(3000.0, 4000.0]",867,565,7,1.8142500687082328,0.47983534597777466,0.3195835194569734,1.4856826805218206,1.7276668264437518,4.3911280085451105,0.05074971164936563,0.9995919764146314,0.07917857339224799,-0.05499195256220826,1.6571578183397238,1.8775044049118321,1.2015457257110542,1.5677174119518378,0.03815175024594349,0.10291729323308269,-0.6163984687303387,2.4946449930578156,0.07730743187784023,0.08240394671607922,recalibrate,sigma68 CI above Sample-I transfer band
sample_ii_amplitude_bin,"(999.999, 1500.0]",1145,523,7,1.2717107810789638,-0.06270394165149429,-0.22295576817229557,1.5818214649604716,1.9733760124682505,2.72713756737279,0.01572052401746725,0.6535371334411761,0.1634762569278691,0.029305730973412852,1.2114711332964019,1.290771457989095,1.4468942618705962,1.6849357390582336,0.010022885821547723,0.022001550921936924,-0.19448321845263064,1.731817267099521,0.12887155662819366,0.18838916374267226,recalibrate,amplitude slope and q_template shift both elevated
global,sample_ii_analysis,11460,3820,7,1.4946665492512594,0.16025182652080128,0.0,1.5242693690173095,1.7700686278374285,2.681472251011269,0.020767888307155324,0.06075198234871119,0.06948096734155113,-0.06468955861290512,1.3728834900365752,1.6843914915891929,1.3970696107071252,1.672046775775292,0.017916754178969867,0.02294905505081568,-0.10088752620031352,0.16481606081939834,0.06518896281898622,0.0744943215839157,abstain,mixed evidence: not pass-stable and not a forced recalibration
run,64,0,0,0,,,,,,,,,,,,,,,,,,,,,abstain,no strict B4/B6/B8 same-event support
sample_ii_amplitude_bin,"(4000.0, 7000.0]",25,19,6,11.199025027560099,9.864610304829641,9.704358478308839,4.02878656073305,2.1922306385917736,13.063814286045995,0.56,1.7979721102262174,0.07998063783191664,-0.05418988812253961,7.165245430453448,18.20499585016696,-1.5819813939152654,10.676801352821496,0.42857142857142855,0.7274242424242424,-5.3347201068028545,18.268206831242786,0.06563923749287578,0.10824849995804038,abstain,low support
sample_ii_amplitude_bin,"(2000.0, 3000.0]",6922,2983,7,1.56002515847279,0.22561043574233186,0.06535860922153058,1.5378055420683114,1.7508224169186093,2.375830315326698,0.015891360878358855,0.023044688383108514,0.06363510747627787,-0.07053541847817837,1.3815210506135196,1.8282444139763956,1.4001017646708402,1.7698861954613097,0.011251024378597423,0.019757569892260813,-0.17336924517347077,0.20354945965580043,0.06215248514739901,0.0658177059371564,abstain,mixed evidence: not pass-stable and not a forced recalibration
sample_ii_pair,B6-B8,3820,3820,7,1.6709650230418571,0.336550300311399,0.1762984737905977,0.6880933954737442,-0.2483062058917156,2.454231864059587,0.042670157068062826,-0.009618100350739116,0.06740501395185686,-0.06676551200259939,1.5770114587339945,1.7952276704169399,0.6169320192486843,0.7485293319792518,0.03736889532773406,0.047298417934898196,-0.3053621520792892,0.1755818147778809,0.0638926878155506,0.0727158226839318,abstain,mixed evidence: not pass-stable and not a forced recalibration
sample_ii_pair,B4-B8,3820,3820,7,1.0718734569718085,-0.26254126575864967,-0.42279309227945094,2.286404053525964,1.8236170746357523,2.8970076805789025,0.02617801047120419,0.3737509091093726,0.06995454317896291,-0.06421598277549334,0.8271634664472736,1.3211776994998896,2.110169639246129,2.4752723375549146,0.019516173826178065,0.03240335400568213,0.10852105220663147,0.6738597762633147,0.06744237276370506,0.07284400515896809,abstain,mixed evidence: not pass-stable and not a forced recalibration
sample_ii_pair,B4-B6,3820,3820,7,1.0389011433726834,-0.2955135793577748,-0.45576540587857606,1.59831065805222,2.1411003271621354,2.422695008949164,0.022513089005235604,0.08974329800510278,0.07086615801619514,-0.06330436793826111,0.7816356221371649,1.2814945494407255,1.4444682364499402,1.8159492312340078,0.016356116815966774,0.029210903964552493,-0.11852019021065023,0.27950592265680013,0.06544667917391356,0.07702207003745984,abstain,mixed evidence: not pass-stable and not a forced recalibration
run,60,2424,808,1,1.4172354966019358,0.08282077387147768,-0.0774310526493236,1.4392064609997282,1.7890512030803336,2.8728367874471576,0.019801980198019802,0.07436820608250194,0.07563365650005055,-0.0585368694544057,1.3567103336790185,1.510269071151989,1.321171533984505,1.5829059931237308,0.010715759075907591,0.026402640264026403,-0.20805237929706355,0.36977466713363083,0.07106610147904169,0.08342285826742558,pass,"width, tail, bias, and amplitude slope inside pass band"
run,62,2421,807,1,1.41332828194702,0.07891355921656196,-0.08133826730423932,1.4835258608160993,1.742103087540606,2.4520529791420302,0.018174308137133416,0.11247747447788779,0.0668384228512973,-0.06733210310315894,1.3591172887589913,1.557134991067036,1.3695019548634288,1.5964529727981476,0.011926889714993803,0.025619578686493182,-0.17896250840061062,0.4831909800413829,0.06223562212376902,0.07528246884851655,pass,"width, tail, bias, and amplitude slope inside pass band"
run,59,2289,763,1,1.374805266156144,0.04039054342568593,-0.11986128309511535,1.4202645096071358,1.7148998217673252,2.617944050997641,0.018785495849716033,-0.1080100818371679,0.06224470687452313,-0.07192581907993312,1.3496007504324066,1.4806042355528528,1.293126919323177,1.585302380239845,0.012658366098733071,0.026223241590214063,-0.5084848939801394,0.20608765165152365,0.05920170970695081,0.06772274384859586,pass,"width, tail, bias, and amplitude slope inside pass band"
run,58,219,73,1,1.3326223314771395,-0.0017923912533186481,-0.16204421777411993,1.187374044925391,1.7018882781714026,1.5465170653305977,0.0091324200913242,0.35964911927881843,0.09515161454572305,-0.0390189114087332,1.2809450013055723,1.3820159137729002,0.92403584992506,1.3847367773709987,0.0,0.0273972602739726,-0.10104165824789185,1.0656964415876773,0.08022084791989509,0.14094095937499845,pass,"width, tail, bias, and amplitude slope inside pass band"
run,65,198,66,1,1.3073183123023264,-0.027096410428131712,-0.187348236948933,1.4346680444004891,1.7291117085149068,1.56618819445019,0.015151515151515152,0.03792658856256357,0.07449457373733481,-0.059675952217121436,1.2602016932024191,1.5417764334804316,1.2501923136772684,1.6113038239986486,0.0,0.04040404040404041,-0.34331752873382226,0.5588807373899458,0.05907001425117621,0.10506686961984053,pass,"width, tail, bias, and amplitude slope inside pass band"
sample_ii_amplitude_bin,"(1500.0, 2000.0]",2501,1252,7,1.386074671865888,0.05165994913542993,-0.10859187738537135,1.4487984331591477,1.7252875113371573,2.3363575206318044,0.019592163134746102,-0.048025676870203045,0.0709175591876105,-0.06325296676684575,1.3534205606911711,1.4587666240301773,1.3240135681208134,1.5575547125280562,0.015907197923799018,0.025337282426249098,-0.6518897130611421,0.7779656299575789,0.05984421871791945,0.09738059728217294,pass,"width, tail, bias, and amplitude slope inside pass band"
