feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses,heldout_run
B4_log_amp2,-78.74803393637906,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B4_inv_amp,-4.005338653271644,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B4_peak_sample,0.5218108864469745,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B4_area_over_amp,3.083504579271686,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B4_template_sse,0.7512611455658693,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B6_intercept,43.981846880679,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B6_log_amp,-72.7377476611344,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B6_log_amp2,22.576214403445736,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B6_inv_amp,-1.9332724692039809,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B6_peak_sample,-0.770734761319884,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B6_area_over_amp,-0.6059705247778624,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B6_template_sse,0.3132009111195393,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B8_intercept,41.56303007963345,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B8_log_amp,-61.888746676198856,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B8_log_amp2,14.934294144510377,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B8_inv_amp,-2.8344648725428754,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B8_peak_sample,-0.6535124546208656,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B8_area_over_amp,-1.3448332514160481,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B8_template_sse,0.19293741874396117,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B4_trigger_entry_density_z_p1,-0.06094565272473695,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B4_entries_per_eventno_z_p1,-0.060945652561428816,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B4_selected_multiplicity_per_event_z_p1,-0.016817821798288765,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B4_downstream_allhit_fraction_z_p1,-0.01359822885044452,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B6_trigger_entry_density_z_p1,0.031914596210517274,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B6_entries_per_eventno_z_p1,0.0319145962169776,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B6_selected_multiplicity_per_event_z_p1,-0.007897425165129649,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B6_downstream_allhit_fraction_z_p1,0.005404822155419178,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B8_trigger_entry_density_z_p1,0.03295380300662358,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B8_entries_per_eventno_z_p1,0.03295380320702892,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B8_selected_multiplicity_per_event_z_p1,0.07019729748770087,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
B8_downstream_allhit_fraction_z_p1,-0.07852925972504157,s02e_binned_timewalk_drift1,s02b_template,1,11241,219,58
intercept,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_intercept,-73.8488998011122,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_log_amp,156.72921395333051,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_log_amp2,-80.9822598831883,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_inv_amp,-3.893913361641981,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_peak_sample,0.5068005309738849,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_area_over_amp,3.052103650045465,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_template_sse,0.7456020215834943,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_intercept,38.582750896687834,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_log_amp,-76.31813714617708,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_log_amp2,24.043869023978317,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_inv_amp,-1.9954979515521074,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_peak_sample,-0.7661241444016379,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_area_over_amp,-0.6118576208171363,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_template_sse,0.3089583759038124,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_intercept,35.266142972686815,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_log_amp,-62.89226169690122,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_log_amp2,15.40475001471865,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_inv_amp,-2.84524218707645,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_peak_sample,-0.6521989082163012,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_area_over_amp,-1.3424865794352763,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_template_sse,0.1946390028563594,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_trigger_entry_density_z_p1,-11.979740665653946,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_entries_per_eventno_z_p1,-11.979740676789763,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_selected_multiplicity_per_event_z_p1,-5.155793583489152,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_downstream_allhit_fraction_z_p1,11.557216568881778,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_trigger_entry_density_z_p1,6.2523299898896605,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_entries_per_eventno_z_p1,6.252329975126226,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_selected_multiplicity_per_event_z_p1,2.7347406835261725,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_downstream_allhit_fraction_z_p1,-6.0047503504536595,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_trigger_entry_density_z_p1,5.735316615546498,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_entries_per_eventno_z_p1,5.735316651567163,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_selected_multiplicity_per_event_z_p1,2.507830234887756,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_downstream_allhit_fraction_z_p1,-5.6109281533137185,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_trigger_entry_density_z_p2,-12.556875378299171,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_entries_per_eventno_z_p2,-12.556875378598384,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_selected_multiplicity_per_event_z_p2,10.901995718014842,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B4_downstream_allhit_fraction_z_p2,-15.350604434090126,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_trigger_entry_density_z_p2,6.498617234625234,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_entries_per_eventno_z_p2,6.4986172379695635,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_selected_multiplicity_per_event_z_p2,-5.707058567634786,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B6_downstream_allhit_fraction_z_p2,8.134385371484994,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_trigger_entry_density_z_p2,6.05063563058623,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_entries_per_eventno_z_p2,6.050635652913976,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_selected_multiplicity_per_event_z_p2,-5.122446200551324,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
B8_downstream_allhit_fraction_z_p2,7.1934375348562,s02e_binned_timewalk_drift2,s02b_template,2,11241,219,58
intercept,0.0,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B4_intercept,83.99982978703363,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B4_log_amp,-242.46609382205315,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B4_log_amp2,122.92708128719022,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B4_inv_amp,-0.14190104717448002,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B4_peak_sample,0.5418696826993497,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B4_area_over_amp,-0.4604785370991429,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B4_template_sse,-0.2919313276924095,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B6_intercept,-29.99441630607314,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B6_log_amp,2.24587456893219,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B6_log_amp2,-4.442102933239573,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B6_inv_amp,-0.7393803827375643,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B6_peak_sample,0.19712636698008928,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B6_area_over_amp,-0.03932306106145252,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B6_template_sse,-0.0014954315720607822,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B8_intercept,-54.005403229546474,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B8_log_amp,55.447370257389814,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B8_log_amp2,-35.70158706214416,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B8_inv_amp,-0.9913423800662589,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B8_peak_sample,0.7304013662070491,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B8_area_over_amp,1.1757291107694026,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
B8_template_sse,0.24815160452035945,s02e_global_timewalk_drift0,template_phase,0,11241,219,58
intercept,0.0,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B4_intercept,86.48124100354184,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B4_log_amp,-247.50066138318374,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B4_log_amp2,125.47196580213813,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B4_inv_amp,-0.17062650868314444,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B4_peak_sample,0.5379449469797539,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B4_area_over_amp,-0.6694124872726394,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B4_template_sse,-0.37078519105588437,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B6_intercept,-31.032791909502368,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B6_log_amp,3.6283434347987775,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B6_log_amp2,-4.993978058067841,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B6_inv_amp,-0.7310948426854901,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B6_peak_sample,0.19585174855485457,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B6_area_over_amp,-0.02126091430205987,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B6_template_sse,0.0072483274541672105,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B8_intercept,-55.448438628346864,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B8_log_amp,57.5213362436808,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B8_log_amp2,-36.55148697292406,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B8_inv_amp,-0.9566692152718035,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B8_peak_sample,0.7307160611042511,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B8_area_over_amp,1.1831106440414214,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B8_template_sse,0.2526958867946845,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B4_trigger_entry_density_z_p1,-0.09244676856139117,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B4_entries_per_eventno_z_p1,-0.09244676834844481,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B4_selected_multiplicity_per_event_z_p1,-0.023920934981892433,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B4_downstream_allhit_fraction_z_p1,0.11508056528206448,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B6_trigger_entry_density_z_p1,0.053927021935482745,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B6_entries_per_eventno_z_p1,0.05392702202333646,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B6_selected_multiplicity_per_event_z_p1,0.00713794967784878,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B6_downstream_allhit_fraction_z_p1,-0.011368257945386878,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B8_trigger_entry_density_z_p1,0.04668181222011185,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B8_entries_per_eventno_z_p1,0.04668181247111895,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B8_selected_multiplicity_per_event_z_p1,0.03408792411237332,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
B8_downstream_allhit_fraction_z_p1,-0.04862936139482991,s02e_global_timewalk_drift1,template_phase,1,11241,219,58
intercept,0.0,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_intercept,73.56690650602216,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_log_amp,-251.78264928357387,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_log_amp2,127.49686931147292,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_inv_amp,-0.23160280983102574,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_peak_sample,0.531097187031703,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_area_over_amp,-0.6832951291675378,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_template_sse,-0.372404348023899,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_intercept,-26.029010891030126,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_log_amp,4.468876105199392,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_log_amp2,-5.502379614385292,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_inv_amp,-0.7300700946036903,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_peak_sample,0.20045695784790848,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_area_over_amp,-0.029319160857590506,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_template_sse,0.00294786630488186,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_intercept,-47.53788504738569,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_log_amp,60.83817138057462,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_log_amp2,-38.08168212297128,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_inv_amp,-0.917579483522004,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_peak_sample,0.7316068504617719,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_area_over_amp,1.1801800750956735,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_template_sse,0.2521891118931006,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_trigger_entry_density_z_p1,11.90452321520107,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_entries_per_eventno_z_p1,11.9045232266532,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_selected_multiplicity_per_event_z_p1,5.298811140043534,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_downstream_allhit_fraction_z_p1,-11.409458559985204,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_trigger_entry_density_z_p1,-4.215791814533737,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_entries_per_eventno_z_p1,-4.215791805282622,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_selected_multiplicity_per_event_z_p1,-1.8945129629134971,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_downstream_allhit_fraction_z_p1,4.072661030819985,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_trigger_entry_density_z_p1,-7.693414416522368,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_entries_per_eventno_z_p1,-7.693414464522071,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_selected_multiplicity_per_event_z_p1,-3.412060187479001,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_downstream_allhit_fraction_z_p1,7.383348929629528,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_trigger_entry_density_z_p2,12.591246981248283,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_entries_per_eventno_z_p2,12.591246981535807,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_selected_multiplicity_per_event_z_p2,-10.68752767821502,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B4_downstream_allhit_fraction_z_p2,15.346093625613038,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_trigger_entry_density_z_p2,-4.498157361764801,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_entries_per_eventno_z_p2,-4.498157361418714,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_selected_multiplicity_per_event_z_p2,3.716388973089601,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B6_downstream_allhit_fraction_z_p2,-5.364900470627535,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_trigger_entry_density_z_p2,-8.106546916942236,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_entries_per_eventno_z_p2,-8.106546943158937,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_selected_multiplicity_per_event_z_p2,6.9190212819333174,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
B8_downstream_allhit_fraction_z_p2,-9.950756065844004,s02e_global_timewalk_drift2,template_phase,2,11241,219,58
intercept,0.0,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B4_intercept,-121.25731446984962,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B4_log_amp,261.9970111058949,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B4_log_amp2,-126.84547738450561,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B4_inv_amp,-3.064432985001266,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B4_peak_sample,0.2889393610965175,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B4_area_over_amp,3.299338690435698,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B4_template_sse,0.8360654326131796,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B6_intercept,75.04311141195807,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B6_log_amp,-73.92881900612426,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B6_log_amp2,21.14685790897942,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B6_inv_amp,-2.0291936538958026,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B6_peak_sample,-0.8590192226231593,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B6_area_over_amp,-0.5165914755837608,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B6_template_sse,0.3910939639216751,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B8_intercept,46.21419960691127,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B8_log_amp,-13.224039769795157,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B8_log_amp2,-9.037746472666605,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B8_inv_amp,-2.6701712010649103,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B8_peak_sample,-0.9402760913759947,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B8_area_over_amp,-2.243821715576331,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
B8_template_sse,0.08702392936725618,s02e_binned_timewalk_drift0,s02b_template,0,9171,2289,59
intercept,0.0,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B4_intercept,-121.06545915906126,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B4_log_amp,261.0585382793426,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B4_log_amp2,-126.30449426429517,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B4_inv_amp,-3.0626093864408754,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B4_peak_sample,0.3093352059540758,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B4_area_over_amp,3.282667502508555,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B4_template_sse,0.8356637720976975,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B6_intercept,74.93410502979842,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B6_log_amp,-73.85498597191507,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B6_log_amp2,21.081948780718257,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B6_inv_amp,-2.047147069767677,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B6_peak_sample,-0.8661549501978254,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B6_area_over_amp,-0.5132235842071822,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B6_template_sse,0.39260380898561487,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B8_intercept,46.13135068807496,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B8_log_amp,-13.474108339684276,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B8_log_amp2,-8.788906306823776,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B8_inv_amp,-2.656133180520381,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B8_peak_sample,-0.9594931689039014,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B8_area_over_amp,-2.236280172995143,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B8_template_sse,0.08709543639843668,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B4_trigger_entry_density_z_p1,0.03878824304961456,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B4_entries_per_eventno_z_p1,0.038788240456461454,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B4_selected_multiplicity_per_event_z_p1,0.03872385560996249,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B4_downstream_allhit_fraction_z_p1,-0.014598584444272453,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B6_trigger_entry_density_z_p1,0.004749099944086273,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B6_entries_per_eventno_z_p1,0.0047490999852573615,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B6_selected_multiplicity_per_event_z_p1,-0.015059193948187308,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
