check,value,pass
train_heldout_source_run_overlap,0.0,True
event_id_overlap,0.0,True
amplitude_binned_asymmetric_template_fit_too_good_time_rms_lt_3ns,17.52470031780755,True
amplitude_binned_asymmetric_template_fit_too_good_detection_ap_gt_0p995,0.7010932832269011,True
ridge_logistic_plus_ridge_regression_too_good_time_rms_lt_3ns,8.550455318664344,True
ridge_logistic_plus_ridge_regression_too_good_detection_ap_gt_0p995,0.8353569116369727,True
hist_gradient_boosted_trees_too_good_time_rms_lt_3ns,7.2671899547017365,True
hist_gradient_boosted_trees_too_good_detection_ap_gt_0p995,0.8840996900267728,True
compact_mlp_classifier_regressor_too_good_time_rms_lt_3ns,9.101093421572102,True
compact_mlp_classifier_regressor_too_good_detection_ap_gt_0p995,0.8421110126086868,True
one_dimensional_cnn_too_good_time_rms_lt_3ns,10.85825598063337,True
one_dimensional_cnn_too_good_detection_ap_gt_0p995,0.7877863140976755,True
attention_waveform_encoder_too_good_time_rms_lt_3ns,11.338150178029833,True
attention_waveform_encoder_too_good_detection_ap_gt_0p995,0.8096818607237553,True
mean_train_run_cv_ap_finite,0.8649828618367034,True
