stratum,level,method,n,bias_frac,res68_frac,res68_ci95
run,49,gradient_boosted_trees,13921,0.0034601142960310528,0.06454114598297077,"[0.06454114598297077, 0.06454114598297077]"
run,49,mlp,13921,0.0026088718782779105,0.2609085528206478,"[0.2609085528206478, 0.2609085528206478]"
run,49,1d_cnn,13921,-0.0006852233099397924,0.1575400461785934,"[0.1575400461785934, 0.1575400461785934]"
run,49,attention_transformer_new,13921,0.014700948263945043,0.13238419962666714,"[0.13238419962666714, 0.13238419962666714]"
run,49,range_gated_residual_mlp_new,13921,0.0032804861562355492,0.07403038636049901,"[0.07403038636049901, 0.07403038636049901]"
run,50,old_power_law,34254,-0.39625763083579923,0.44619683491279566,"[0.44619683491279566, 0.44619683491279566]"
run,50,geant4_birks_lookup,34254,-0.03069822043353799,0.041936275022036874,"[0.041936275022036874, 0.041936275022036874]"
run,50,ridge,34254,-0.039242314701456574,0.07304618991691002,"[0.07304618991691002, 0.07304618991691002]"
run,50,gradient_boosted_trees,34254,-0.024952301406827034,0.04610030291952071,"[0.04610030291952071, 0.04610030291952071]"
run,50,mlp,34254,0.028314056734819678,0.08746476740642367,"[0.08746476740642367, 0.08746476740642367]"
run,50,1d_cnn,34254,0.021703925959469517,0.06709887472620536,"[0.06709887472620536, 0.06709887472620536]"
run,50,attention_transformer_new,34254,0.0242057658023223,0.09664618826587702,"[0.09664618826587702, 0.09664618826587702]"
run,50,range_gated_residual_mlp_new,34254,-0.008782004790965348,0.04874128349858565,"[0.04874128349858565, 0.04874128349858565]"
run,51,old_power_law,14294,-0.3796251416192805,0.4463091680367766,"[0.4463091680367766, 0.4463091680367766]"
run,51,geant4_birks_lookup,14294,-0.028748818406576844,0.04178212763733984,"[0.04178212763733984, 0.04178212763733984]"
run,51,ridge,14294,-0.0353075020851462,0.07821948593160326,"[0.07821948593160326, 0.07821948593160326]"
run,51,gradient_boosted_trees,14294,-0.02212481001276527,0.04673989275940324,"[0.04673989275940324, 0.04673989275940324]"
run,51,mlp,14294,0.031014064151977015,0.09496230659116464,"[0.09496230659116464, 0.09496230659116464]"
run,51,1d_cnn,14294,0.022796680479843824,0.07071360796629429,"[0.07071360796629429, 0.07071360796629429]"
run,51,attention_transformer_new,14294,0.02599850523643285,0.10157127792860157,"[0.10157127792860157, 0.10157127792860157]"
run,51,range_gated_residual_mlp_new,14294,-0.006178795046253073,0.04962909872843071,"[0.04962909872843071, 0.04962909872843071]"
run,52,old_power_law,6933,-0.38321337676394635,0.4459773409668642,"[0.4459773409668642, 0.4459773409668642]"
run,52,geant4_birks_lookup,6933,-0.029463284063846802,0.042113629105907796,"[0.042113629105907796, 0.042113629105907796]"
run,52,ridge,6933,-0.0352404472497982,0.0777666049258346,"[0.0777666049258346, 0.0777666049258346]"
run,52,gradient_boosted_trees,6933,-0.022745384947143107,0.04632028378369639,"[0.04632028378369639, 0.04632028378369639]"
run,52,mlp,6933,0.028404234297159943,0.09386712393374115,"[0.09386712393374115, 0.09386712393374115]"
run,52,1d_cnn,6933,0.02167952198732028,0.07120417052245755,"[0.07120417052245755, 0.07120417052245755]"
run,52,attention_transformer_new,6933,0.02750756339109719,0.10215689577422904,"[0.10215689577422904, 0.10215689577422904]"
run,52,range_gated_residual_mlp_new,6933,-0.006266640632146131,0.04989119048213525,"[0.04989119048213525, 0.04989119048213525]"
run,53,old_power_law,31382,-0.3666980294311754,0.4195758328891414,"[0.4195758328891414, 0.4195758328891414]"
run,53,geant4_birks_lookup,31382,-0.03134133085008156,0.038843743298790444,"[0.038843743298790444, 0.038843743298790444]"
run,53,ridge,31382,-0.034772257252839014,0.07076703647734642,"[0.07076703647734642, 0.07076703647734642]"
run,53,gradient_boosted_trees,31382,-0.021156891678920688,0.03485059128239201,"[0.03485059128239201, 0.03485059128239201]"
run,53,mlp,31382,0.02507903495711264,0.0868894206425766,"[0.0868894206425766, 0.0868894206425766]"
run,53,1d_cnn,31382,0.02021832063819498,0.0650299448412044,"[0.0650299448412044, 0.0650299448412044]"
run,53,attention_transformer_new,31382,0.002364949006835865,0.10331728715117407,"[0.10331728715117407, 0.10331728715117407]"
run,53,range_gated_residual_mlp_new,31382,-0.001581890249980452,0.04173852412047875,"[0.04173852412047875, 0.04173852412047875]"
run,54,old_power_law,29664,-0.36714050285938493,0.4197135449078839,"[0.4197135449078839, 0.4197135449078839]"
run,54,geant4_birks_lookup,29664,-0.0313142460487715,0.03864883259994547,"[0.03864883259994547, 0.03864883259994547]"
run,54,ridge,29664,-0.03454931812789865,0.07019216528189756,"[0.07019216528189756, 0.07019216528189756]"
run,54,gradient_boosted_trees,29664,-0.021212656396570332,0.034457803976618004,"[0.034457803976618004, 0.034457803976618004]"
run,54,mlp,29664,0.024020656938676003,0.08600118896971352,"[0.08600118896971352, 0.08600118896971352]"
run,54,1d_cnn,29664,0.02012313415907472,0.06528533743351457,"[0.06528533743351457, 0.06528533743351457]"
run,54,attention_transformer_new,29664,0.0024265981080752123,0.10309454812244792,"[0.10309454812244792, 0.10309454812244792]"
run,54,range_gated_residual_mlp_new,29664,-0.001494387889941453,0.04119433954227243,"[0.04119433954227243, 0.04119433954227243]"
run,55,old_power_law,16836,-0.37624959783508893,0.4413214906584888,"[0.4413214906584888, 0.4413214906584888]"
run,55,geant4_birks_lookup,16836,-0.028356073050092915,0.04104964865616989,"[0.04104964865616989, 0.04104964865616989]"
run,55,ridge,16836,-0.03646112533085918,0.07823774944297818,"[0.07823774944297818, 0.07823774944297818]"
run,55,gradient_boosted_trees,16836,-0.02149514242697028,0.044279410278784744,"[0.044279410278784744, 0.044279410278784744]"
run,55,mlp,16836,0.02720737883086044,0.09385109542936286,"[0.09385109542936286, 0.09385109542936286]"
run,55,1d_cnn,16836,0.02109248409328543,0.07100592092858563,"[0.07100592092858563, 0.07100592092858563]"
run,55,attention_transformer_new,16836,0.02378488139777967,0.10212362495615486,"[0.10212362495615486, 0.10212362495615486]"
run,55,range_gated_residual_mlp_new,16836,-0.006471670293272698,0.050160678275674504,"[0.050160678275674504, 0.050160678275674504]"
run,56,old_power_law,38925,-0.3925887658935907,0.4458869846595854,"[0.4458869846595854, 0.4458869846595854]"
run,56,geant4_birks_lookup,38925,-0.028246520632307297,0.04111133703516172,"[0.04111133703516172, 0.04111133703516172]"
run,56,ridge,38925,-0.041797750656673835,0.0757418393529161,"[0.0757418393529161, 0.0757418393529161]"
run,56,gradient_boosted_trees,38925,-0.023469061913877123,0.04621663368202137,"[0.04621663368202137, 0.04621663368202137]"
run,56,mlp,38925,0.025447413685877954,0.08863315851153306,"[0.08863315851153306, 0.08863315851153306]"
run,56,1d_cnn,38925,0.02000510682376401,0.06860209160764352,"[0.06860209160764352, 0.06860209160764352]"
run,56,attention_transformer_new,38925,0.022787063220734486,0.09698614103576789,"[0.09698614103576789, 0.09698614103576789]"
run,56,range_gated_residual_mlp_new,38925,-0.013373031097458403,0.050805817402142024,"[0.050805817402142024, 0.050805817402142024]"
run,57,old_power_law,12928,0.039336045696403345,0.6729500842054996,"[0.6729500842054996, 0.6729500842054996]"
run,57,geant4_birks_lookup,12928,-0.014615381512435598,0.042122592665046484,"[0.042122592665046484, 0.042122592665046484]"
run,57,ridge,12928,-0.006227203472917312,0.1385946649941784,"[0.1385946649941784, 0.1385946649941784]"
run,57,gradient_boosted_trees,12928,0.004390698719928107,0.06557885934524911,"[0.06557885934524911, 0.06557885934524911]"
run,57,mlp,12928,0.0008583678197016112,0.2623592420976122,"[0.2623592420976122, 0.2623592420976122]"
run,57,1d_cnn,12928,0.0013719975268499246,0.15662411670506793,"[0.15662411670506793, 0.15662411670506793]"
run,57,attention_transformer_new,12928,0.018168473530152926,0.1355897270871229,"[0.1355897270871229, 0.1355897270871229]"
run,57,range_gated_residual_mlp_new,12928,0.004545446703603975,0.07373730000267363,"[0.07373730000267363, 0.07373730000267363]"
run,58,old_power_law,15919,-0.010136260844742116,0.46481547333118417,"[0.46481547333118417, 0.46481547333118417]"
run,58,geant4_birks_lookup,15919,-0.024966661727663483,0.0335144382080066,"[0.0335144382080066, 0.0335144382080066]"
run,58,ridge,15919,0.060880765402494215,0.11975088599061232,"[0.11975088599061232, 0.11975088599061232]"
run,58,gradient_boosted_trees,15919,-0.002958447423502518,0.04303825857278706,"[0.04303825857278706, 0.04303825857278706]"
run,58,mlp,15919,0.0693967197063976,0.18324016696543405,"[0.18324016696543405, 0.18324016696543405]"
run,58,1d_cnn,15919,0.04436915235572691,0.10713026857028521,"[0.10713026857028521, 0.10713026857028521]"
run,58,attention_transformer_new,15919,0.08343342318738832,0.14306571635254267,"[0.14306571635254267, 0.14306571635254267]"
run,58,range_gated_residual_mlp_new,15919,0.028442859569377987,0.04773483361697176,"[0.04773483361697176, 0.04773483361697176]"
run,59,old_power_law,13861,0.11352411130397944,0.9416976811961034,"[0.9416976811961034, 0.9416976811961034]"
run,59,geant4_birks_lookup,13861,-0.013879424739088294,0.05299281318044806,"[0.05299281318044806, 0.05299281318044806]"
run,59,ridge,13861,0.039973139863726304,0.1907628119814377,"[0.1907628119814377, 0.1907628119814377]"
run,59,gradient_boosted_trees,13861,-0.0011721125559059373,0.13691345022385212,"[0.13691345022385212, 0.13691345022385212]"
run,59,mlp,13861,0.0785729435056825,0.3676510839253187,"[0.3676510839253187, 0.3676510839253187]"
run,59,1d_cnn,13861,0.03386604676866603,0.20008982488754135,"[0.20008982488754135, 0.20008982488754135]"
run,59,attention_transformer_new,13861,0.07756173710949023,0.21635007144172883,"[0.21635007144172883, 0.21635007144172883]"
run,59,range_gated_residual_mlp_new,13861,0.027457083946288444,0.11467481238628244,"[0.11467481238628244, 0.11467481238628244]"
run,60,old_power_law,10133,-0.005062118596698372,0.8395950245653628,"[0.8395950245653628, 0.8395950245653628]"
run,60,geant4_birks_lookup,10133,-0.01655222591059976,0.04594510473662888,"[0.04594510473662888, 0.04594510473662888]"
run,60,ridge,10133,0.02142279256309926,0.19910857292440634,"[0.19910857292440634, 0.19910857292440634]"
run,60,gradient_boosted_trees,10133,-0.014273693021164647,0.1523677209425705,"[0.1523677209425705, 0.1523677209425705]"
run,60,mlp,10133,0.05457825662557285,0.36004656019439685,"[0.36004656019439685, 0.36004656019439685]"
run,60,1d_cnn,10133,0.00441503192576675,0.2084968654149904,"[0.2084968654149904, 0.2084968654149904]"
run,60,attention_transformer_new,10133,0.0389022268575767,0.2233812951159398,"[0.2233812951159398, 0.2233812951159398]"
run,60,range_gated_residual_mlp_new,10133,0.017109252300446486,0.12132414245079626,"[0.12132414245079626, 0.12132414245079626]"
run,61,old_power_law,11287,-0.0170589372086928,0.7653538278065314,"[0.7653538278065314, 0.7653538278065314]"
run,61,geant4_birks_lookup,11287,-0.017056474614945773,0.044188697613039625,"[0.044188697613039625, 0.044188697613039625]"
run,61,ridge,11287,0.03259046631202569,0.19612729430981315,"[0.19612729430981315, 0.19612729430981315]"
run,61,gradient_boosted_trees,11287,-0.01623638440685254,0.14817042991918145,"[0.14817042991918145, 0.14817042991918145]"
run,61,mlp,11287,0.0778218362638983,0.3517140246688307,"[0.3517140246688307, 0.3517140246688307]"
run,61,1d_cnn,11287,0.02147149789014836,0.20326631665835868,"[0.20326631665835868, 0.20326631665835868]"
run,61,attention_transformer_new,11287,0.05052914763224732,0.2163259171230349,"[0.2163259171230349, 0.2163259171230349]"
run,61,range_gated_residual_mlp_new,11287,0.022996440716791192,0.11337013520827723,"[0.11337013520827723, 0.11337013520827723]"
run,62,old_power_law,11911,0.06451992348419112,0.9526324424313641,"[0.9526324424313641, 0.9526324424313641]"
run,62,geant4_birks_lookup,11911,-0.015066084636837677,0.042729386676067495,"[0.042729386676067495, 0.042729386676067495]"
run,62,ridge,11911,0.03578557758399501,0.19130617144962384,"[0.19130617144962384, 0.19130617144962384]"
run,62,gradient_boosted_trees,11911,-0.006507842220402025,0.13475591624625272,"[0.13475591624625272, 0.13475591624625272]"
run,62,mlp,11911,0.0843786022626207,0.36246772777538794,"[0.36246772777538794, 0.36246772777538794]"
run,62,1d_cnn,11911,0.027468868149527887,0.19552244527664825,"[0.19552244527664825, 0.19552244527664825]"
run,62,attention_transformer_new,11911,0.06607599633866632,0.21336921775012646,"[0.21336921775012646, 0.21336921775012646]"
run,62,range_gated_residual_mlp_new,11911,0.026825704994952706,0.1109368612641974,"[0.1109368612641974, 0.1109368612641974]"
run,63,old_power_law,14779,0.2691004128691631,0.9028713476356196,"[0.9028713476356196, 0.9028713476356196]"
run,63,geant4_birks_lookup,14779,-0.015018832391713696,0.03813467512076474,"[0.03813467512076474, 0.03813467512076474]"
run,63,ridge,14779,0.05683475427395121,0.1617544860726866,"[0.1617544860726866, 0.1617544860726866]"
run,63,gradient_boosted_trees,14779,0.009268111156618082,0.07738589654464315,"[0.07738589654464315, 0.07738589654464315]"
run,63,mlp,14779,0.06252653466916486,0.2927721095687776,"[0.2927721095687776, 0.2927721095687776]"
run,63,1d_cnn,14779,0.0390014008195737,0.15159205641097553,"[0.15159205641097553, 0.15159205641097553]"
run,63,attention_transformer_new,14779,0.09633964083306637,0.1968766746990105,"[0.1968766746990105, 0.1968766746990105]"
run,63,range_gated_residual_mlp_new,14779,0.028606313159102212,0.08238528851576478,"[0.08238528851576478, 0.08238528851576478]"
run,65,old_power_law,11904,0.6696259471097614,1.5186417129023033,"[1.5186417129023033, 1.5186417129023033]"
run,65,geant4_birks_lookup,11904,-0.014147030474041722,0.03151879265775671,"[0.03151879265775671, 0.03151879265775671]"
run,65,ridge,11904,0.07169981073146214,0.1608402647570553,"[0.1608402647570553, 0.1608402647570553]"
run,65,gradient_boosted_trees,11904,0.031046170498867987,0.06967026618875953,"[0.06967026618875953, 0.06967026618875953]"
run,65,mlp,11904,0.10159714752818519,0.32414572223592814,"[0.32414572223592814, 0.32414572223592814]"
run,65,1d_cnn,11904,0.05059349214133129,0.1369519359924118,"[0.1369519359924118, 0.1369519359924118]"
run,65,attention_transformer_new,11904,0.11548210911835613,0.20406734750625619,"[0.20406734750625619, 0.20406734750625619]"
run,65,range_gated_residual_mlp_new,11904,0.03711920947287739,0.07659005713645257,"[0.07659005713645257, 0.07659005713645257]"
sample,sample_i_analysis,old_power_law,243058,-0.34632866163534537,0.44482195117363815,"[0.4346679872744862, 0.4677351257915602]"
sample,sample_i_analysis,geant4_birks_lookup,243058,-0.026449594936236824,0.04071586466789235,"[0.039736123043733695, 0.04205279650588358]"
sample,sample_i_analysis,ridge,243058,-0.034047783577617306,0.08563097674916553,"[0.0778538851652426, 0.0982499724658166]"
sample,sample_i_analysis,gradient_boosted_trees,243058,-0.01841647521120403,0.04590187936794257,"[0.04099197944872499, 0.053960388804069614]"
sample,sample_i_analysis,mlp,243058,0.022948031925945255,0.112931203560338,"[0.09508284365883643, 0.18039295427875035]"
sample,sample_i_analysis,1d_cnn,243058,0.017578224003584157,0.0798852329043201,"[0.07069939524482509, 0.11094412463702714]"
sample,sample_i_analysis,attention_transformer_new,243058,0.018041147579379045,0.1069574115587389,"[0.10146523228355067, 0.11383168004373154]"
sample,sample_i_analysis,range_gated_residual_mlp_new,243058,-0.005095980191849392,0.052759889507321536,"[0.048031499108803666, 0.06049761304312624]"
sample,sample_ii_analysis,old_power_law,89794,0.12708862930876463,0.8716937808426785,"[0.6516244670852487, 1.1647523313663009]"
sample,sample_ii_analysis,geant4_birks_lookup,89794,-0.01653027232713633,0.037732396616936836,"[0.0346394873943098, 0.04487300936835032]"
sample,sample_ii_analysis,ridge,89794,0.04984486642596984,0.1662388864993373,"[0.1437222442205587, 0.18881958446870586]"
sample,sample_ii_analysis,gradient_boosted_trees,89794,0.0008629466045527592,0.08935483450806209,"[0.06227312201226815, 0.13234532707216437]"
sample,sample_ii_analysis,mlp,89794,0.07450254229664698,0.3099665360040747,"[0.2502169917626329, 0.3576172586330564]"
sample,sample_ii_analysis,1d_cnn,89794,0.03635552571731096,0.1621144107799539,"[0.13267090849690674, 0.19273894268072753]"
sample,sample_ii_analysis,attention_transformer_new,89794,0.08114985919136722,0.19823632715250117,"[0.17325431590782422, 0.21583399337419523]"
sample,sample_ii_analysis,range_gated_residual_mlp_new,89794,0.028347706052225564,0.08864930797608507,"[0.06717466004051303, 0.11012381335325465]"
stave,B2,old_power_law,302185,-0.2909780522831615,0.4535713995410485,"[0.43983061596223116, 0.5245713604285454]"
stave,B2,geant4_birks_lookup,302185,-0.023763192612137097,0.03909570534534059,"[0.03749732410504352, 0.04034034816021746]"
stave,B2,ridge,302185,-0.019763479514936868,0.09151462502822154,"[0.08212313447210762, 0.10886341305522962]"
stave,B2,gradient_boosted_trees,302185,-0.012807587688346016,0.046833245024772374,"[0.04189914659249699, 0.05473243466199886]"
stave,B2,mlp,302185,0.031149465640015847,0.13732786509588019,"[0.10282313669278521, 0.20207099477654678]"
stave,B2,1d_cnn,302185,0.022143274993119143,0.08698618170921994,"[0.07515252504413399, 0.11807477480901027]"
stave,B2,attention_transformer_new,302185,0.034009662478254876,0.11250660371800113,"[0.10597524560932611, 0.12475745950017383]"
stave,B2,range_gated_residual_mlp_new,302185,0.004004800559977142,0.05365271783979417,"[0.048786133133676364, 0.06173726604896371]"
stave,B4,old_power_law,15411,-0.3374041943224147,0.5617638689054409,"[0.5474057899594346, 0.5925772345482484]"
stave,B4,geant4_birks_lookup,15411,-0.021899170755808352,0.13267611273100263,"[0.11765547545132296, 0.1486083888609408]"
stave,B4,ridge,15411,-0.032052434636689865,0.2399633550435533,"[0.23130702183238572, 0.2545795183319025]"
stave,B4,gradient_boosted_trees,15411,-0.08847792715382023,0.1546137503702518,"[0.15043452741818145, 0.16330983319668205]"
stave,B4,mlp,15411,-0.12153623812269117,0.40153324105830396,"[0.3691605893399049, 0.45761160743810697]"
stave,B4,1d_cnn,15411,-0.12161817339667227,0.27245257587773236,"[0.26189596598147824, 0.29610636183002437]"
stave,B4,attention_transformer_new,15411,-0.09028453745886553,0.2436545734156771,"[0.23729415846583737, 0.2535672447676632]"
stave,B4,range_gated_residual_mlp_new,15411,-0.05374871652241864,0.1980336172227481,"[0.1904293692239628, 0.20610714796230814]"
stave,B6,old_power_law,9451,-0.4267267220356477,0.6127427330136194,"[0.6013924135811757, 0.6298240393159681]"
stave,B6,geant4_birks_lookup,9451,-0.016886341663763387,0.11785118565809848,"[0.10330200898716556, 0.13406227723287817]"
stave,B6,ridge,9451,-0.03452554123672165,0.20984660555413998,"[0.20184746076596316, 0.2244426203514826]"
stave,B6,gradient_boosted_trees,9451,-0.1706648949050617,0.21270064498370103,"[0.20930646207910295, 0.21689399719126864]"
stave,B6,mlp,9451,0.007202355472836237,0.46671629896059613,"[0.42862144796114937, 0.5492813435502901]"
stave,B6,1d_cnn,9451,0.024842509246928973,0.36522109184705864,"[0.31543564213678976, 0.4615815301424036]"
stave,B6,attention_transformer_new,9451,-0.10882528534645788,0.2592494451804894,"[0.24812879997788817, 0.2700127074165701]"
stave,B6,range_gated_residual_mlp_new,9451,0.012269376360014465,0.18835881307316485,"[0.17838172379444478, 0.20081772039122606]"
stave,B8,old_power_law,5805,-0.5240074151565863,0.6601386687476704,"[0.6479173667256826, 0.6786836428740934]"
stave,B8,geant4_birks_lookup,5805,-0.01764320752092169,0.11651402826688076,"[0.09925394660796397, 0.13578306724290545]"
stave,B8,ridge,5805,-0.05861824401388189,0.24888566370561235,"[0.23742309004348797, 0.2704997245740888]"
stave,B8,gradient_boosted_trees,5805,-0.22144626934604925,0.26104373746670595,"[0.25427569184183196, 0.2658188598717947]"
stave,B8,mlp,5805,0.2022335431256554,0.49537135099162927,"[0.4728735423275881, 0.5368868281291038]"
stave,B8,1d_cnn,5805,-0.041001279829500206,0.32980154366851117,"[0.3044394300507957, 0.3798618124589746]"
stave,B8,attention_transformer_new,5805,-0.05287315444575508,0.276564463448948,"[0.2597087060656505, 0.31225407398450655]"
stave,B8,range_gated_residual_mlp_new,5805,-0.1438649875727704,0.30421060690989,"[0.28660440799622294, 0.3379032002869575]"
saturation,saturated,old_power_law,106217,-0.43222476615614946,0.451077521567382,"[0.444883557338991, 0.4557564230523956]"
saturation,saturated,geant4_birks_lookup,106217,-0.04040435076507108,0.048498596869619215,"[0.04746669077839685, 0.051059044045567256]"
saturation,saturated,ridge,106217,-0.020917417797372863,0.052798710414057905,"[0.05046816694866496, 0.059868739926026544]"
saturation,saturated,gradient_boosted_trees,106217,-0.03567851018741016,0.051088117518174284,"[0.046755950063313546, 0.0582649851369018]"
saturation,saturated,mlp,106217,0.05260136613789579,0.07953527519202068,"[0.07616140816832283, 0.08901294230979122]"
saturation,saturated,1d_cnn,106217,0.04742232612220899,0.07006115622734363,"[0.06708282440992099, 0.07788352830638837]"
saturation,saturated,attention_transformer_new,106217,0.06275668976906902,0.09096508609034536,"[0.08367164379682986, 0.10306270968358526]"
saturation,saturated,range_gated_residual_mlp_new,106217,0.002964738032668958,0.04440736451682484,"[0.040312350308168904, 0.05115920571467309]"
saturation,unsaturated,old_power_law,226635,-0.07069555664275297,0.5720125250731674,"[0.38692637002402247, 0.7435294852077281]"
saturation,unsaturated,geant4_birks_lookup,226635,-0.016706540691780437,0.03352481597330072,"[0.03269843679410387, 0.03477148649937374]"
saturation,unsaturated,ridge,226635,-0.02011903144086586,0.12487477743202081,"[0.10721988740082643, 0.14875124935762263]"
saturation,unsaturated,gradient_boosted_trees,226635,1.1440761740293676e-05,0.05765356305118224,"[0.04224923917099417, 0.07195463239866581]"
saturation,unsaturated,mlp,226635,0.0018689375710767844,0.24208051056324525,"[0.1909057840612223, 0.28905949446974755]"
saturation,unsaturated,1d_cnn,226635,-0.003933127524065608,0.132361250081395,"[0.1076711820341502, 0.15772165292681387]"
saturation,unsaturated,attention_transformer_new,226635,-0.021718003835277503,0.13450131488631878,"[0.1222019910034358, 0.16526263410569697]"
saturation,unsaturated,range_gated_residual_mlp_new,226635,0.0022478299983840267,0.07070542340631795,"[0.06363505201749654, 0.08075226069525852]"
pileup,multi_pulse,old_power_law,27765,-0.4341043889546691,0.5924976321100089,"[0.5789727081051905, 0.6063042273707273]"
pileup,multi_pulse,geant4_birks_lookup,27765,-0.019514628738383805,0.1263515732688271,"[0.11144220698475563, 0.145387683349075]"
pileup,multi_pulse,ridge,27765,-0.03557988915284004,0.2214973491775328,"[0.21218537653893427, 0.23867735384985053]"
pileup,multi_pulse,gradient_boosted_trees,27765,-0.14022095924207328,0.2008862414983517,"[0.19487227704609553, 0.20542705888217963]"
pileup,multi_pulse,mlp,27765,-0.03316067525558898,0.4167444781031817,"[0.38438822626685215, 0.48057972315766234]"
pileup,multi_pulse,1d_cnn,27765,-0.05392545545728589,0.26995418970497526,"[0.2598781320435412, 0.2941004390395297]"
pileup,multi_pulse,attention_transformer_new,27765,-0.09235767489243962,0.24289701369170982,"[0.23506587216273808, 0.25371089723564677]"
