pool,feature,train_median,heldout_median,ks_stat,ks_p_value
run64_only,log_amp_sum,15.111578385252287,15.11733467431784,0.19734251968503938,0.5703226806458465
run64_only,log_amp_diff,0.07997047893797937,0.13242703028146874,0.11663385826771654,0.9752462634261462
run64_only,peak_left,7.0,7.0,0.19094488188976377,0.6075392577879662
run64_only,peak_right,8.0,8.0,0.18208661417322836,0.6660908730391877
run64_only,tail_left,0.3664656980685192,0.3922266514806378,0.21358267716535434,0.4713088658082185
run64_only,tail_right,0.43286857129202827,0.44176136363636365,0.2372047244094488,0.34530059975593486
sample_iii_early,log_amp_sum,15.282465837625136,15.11733467431784,0.17830229947671636,0.0006855534802668872
sample_iii_early,log_amp_diff,0.4471850690027144,0.13242703028146874,0.2701328017960019,2.070719418156841e-08
sample_iii_early,peak_left,6.0,7.0,0.5918078046847918,0.0
sample_iii_early,peak_right,7.0,8.0,0.5218929001799303,0.0
sample_iii_early,tail_left,0.3249845345027438,0.3922266514806378,0.43316784694366034,0.0
sample_iii_early,tail_right,0.3506158463190686,0.44176136363636365,0.6006330576602453,0.0
sample_iii_late,log_amp_sum,15.314468855697466,15.11733467431784,0.2109227694986814,3.3779211130235964e-05
sample_iii_late,log_amp_diff,0.4255464327277707,0.13242703028146874,0.2507626582476713,3.48863779198183e-07
sample_iii_late,peak_left,6.0,7.0,0.5902411064965328,5.551115123125783e-16
sample_iii_late,peak_right,7.0,8.0,0.49667687720419196,5.551115123125783e-16
sample_iii_late,tail_left,0.3293412538923225,0.3922266514806378,0.4000808073215192,5.551115123125783e-16
sample_iii_late,tail_right,0.3551091539118466,0.44176136363636365,0.5742237172620726,5.551115123125783e-16
sample_iii_mixed,log_amp_sum,15.299357004069478,15.11733467431784,0.19125772785510817,0.00018342482170763397
sample_iii_mixed,log_amp_diff,0.4373274543186323,0.13242703028146874,0.26243982535358434,4.697878042136949e-08
sample_iii_mixed,peak_left,6.0,7.0,0.5911855804754264,0.0
sample_iii_mixed,peak_right,7.0,8.0,0.5118781953203717,0.0
sample_iii_mixed,tail_left,0.3268134466674468,0.3922266514806378,0.42002711746339766,0.0
sample_iii_mixed,tail_right,0.3522975201619875,0.44176136363636365,0.5901444191513976,0.0
