method,proxy,target,n,n_runs,high_minus_low_target,high_minus_low_ci95,stratum_spearman,stratum_spearman_ci95
traditional_stratified_closure,observed_energy_proxy,A_any_selected,332852,21,-0.009049335727173596,"[-0.015115635084244586, -0.003324576440647844]",-1.0,"[-1.0, -0.7999999999999999]"
traditional_stratified_closure,observed_energy_proxy,A_both_selected,332852,21,-0.0033720424712724694,"[-0.005287234651310467, -0.0009290276726259016]",-1.0,"[-1.0, -0.7999999999999999]"
traditional_stratified_closure,observed_energy_proxy,A_depth_idx,3672,21,-0.02150295306957417,"[-0.03994994057791992, -0.004603369148196881]",-0.7999999999999999,"[-1.0, -0.3950000000000017]"
traditional_stratified_closure,observed_energy_proxy,B_downstream_multiplicity,332852,21,0.444366852886406,"[0.2860119389647084, 0.7634007850618928]",0.7745966692414834,"[0.7745966692414834, 0.7745966692414834]"
traditional_stratified_closure,observed_energy_proxy,B_downstream_all3,332852,21,0.04162011173184357,"[0.019646599076250455, 0.0888632158684712]",0.7745966692414834,"[0.7745966692414834, 0.7745966692414834]"
traditional_stratified_closure,observed_energy_proxy,is_low_current_run,243058,14,-0.03127449185574638,"[-0.10942306276749633, 0.0]",-1.0,"[-1.0, -0.7999999999999999]"
traditional_stratified_closure,traditional_energy_proxy,A_any_selected,332852,21,-0.00900072629835485,"[-0.015401704355470254, -0.00426152180612825]",-1.0,"[-1.0, -0.7999999999999999]"
traditional_stratified_closure,traditional_energy_proxy,A_both_selected,332852,21,-0.003370546335420294,"[-0.006421789555647681, -0.001055207893664014]",-1.0,"[-1.0, -0.7999999999999999]"
traditional_stratified_closure,traditional_energy_proxy,A_depth_idx,3672,21,-0.015966884103534085,"[-0.037795460353599895, 0.007256306543040215]",-0.7999999999999999,"[-0.8049999999999999, 0.009999999999996588]"
traditional_stratified_closure,traditional_energy_proxy,B_downstream_multiplicity,332852,21,0.45763573250484246,"[0.24033422334115823, 0.802905334702733]",0.7745966692414834,"[0.7745966692414834, 0.7745966692414834]"
traditional_stratified_closure,traditional_energy_proxy,B_downstream_all3,332852,21,0.04286289626603763,"[0.019371926481485276, 0.08423899950563354]",0.7745966692414834,"[0.7745966692414834, 0.7745966692414834]"
traditional_stratified_closure,traditional_energy_proxy,is_low_current_run,243058,14,-0.03101805446368761,"[-0.1043742405117128, 0.0]",-1.0,"[-1.0, -0.7999999999999999]"
traditional_stratified_closure,ml_energy_proxy,A_any_selected,332852,21,-0.009295689263470578,"[-0.015117432902596359, -0.00394547855491581]",-1.0,"[-1.0, -0.7999999999999999]"
traditional_stratified_closure,ml_energy_proxy,A_both_selected,332852,21,-0.0034216420690219365,"[-0.004776824947595765, -0.000998508185883428]",-1.0,"[-1.0, -0.7900000000000034]"
traditional_stratified_closure,ml_energy_proxy,A_depth_idx,3672,21,-0.017800162800162833,"[-0.04095578023156782, 0.0026714501867143915]",-0.7999999999999999,"[-1.0, 0.009999999999996588]"
traditional_stratified_closure,ml_energy_proxy,B_downstream_multiplicity,332852,21,0.4470600357835377,"[0.1900722801668628, 0.8295404068249107]",0.7745966692414834,"[0.7745966692414834, 0.7745966692414834]"
traditional_stratified_closure,ml_energy_proxy,B_downstream_all3,332852,21,0.04187235955898195,"[0.019805621181730876, 0.07078857615940859]",0.7745966692414834,"[0.7745966692414834, 0.7745966692414834]"
traditional_stratified_closure,ml_energy_proxy,is_low_current_run,243058,14,-0.03279715562852904,"[-0.11100721140369162, 0.0]",-1.0,"[-1.0, -0.7999999999999999]"
