support_cell,metric,value,ci_low,ci_high
shape_late_tail|timing_core|amp_extreme_ge7000|sat_high_amp|pileup_quiet|baseline_quiet|anomaly_none|qtemplate_moderate|covariance_sparse|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_nominal|timing_core|amp_high_4000_7000|sat_plateau|pileup_like|baseline_quiet|anomaly_none|qtemplate_high|covariance_sparse|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_nominal|timing_core|amp_mid_2000_4000|sat_none|pileup_like|baseline_quiet|anomaly_none|qtemplate_low|covariance_sparse|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_nominal|timing_core|amp_low_1000_2000|sat_plateau|pileup_quiet|baseline_quiet|anomaly_none|qtemplate_high|covariance_sparse|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_nominal|timing_core|amp_mid_2000_4000|sat_plateau|pileup_quiet|baseline_quiet|anomaly_none|qtemplate_high|covariance_sparse|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_nominal|timing_core|amp_high_4000_7000|sat_none|pileup_quiet|baseline_quiet|anomaly_none|qtemplate_low|covariance_sparse|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_narrow|timing_core|amp_low_1000_2000|sat_none|pileup_quiet|baseline_adaptive_lowering|dropout_low_area_proxy|qtemplate_extreme|covariance_coupled|charge_transfer_bad,charge_failure_rate,1.0,1.0,1.0
shape_nominal|timing_core|amp_high_4000_7000|sat_none|pileup_quiet|baseline_quiet|anomaly_none|qtemplate_moderate|covariance_sparse|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_nominal|timing_core|amp_extreme_ge7000|sat_boundary|pileup_quiet|baseline_quiet|anomaly_none|qtemplate_moderate|covariance_coupled|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_nominal|timing_core|amp_mid_2000_4000|sat_plateau|pileup_like|baseline_quiet|anomaly_none|qtemplate_low|covariance_sparse|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_late_tail|timing_core|amp_mid_2000_4000|sat_none|pileup_like|baseline_quiet|anomaly_secondary_peak|qtemplate_moderate|covariance_sparse|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_delayed_peak|timing_core|amp_mid_2000_4000|sat_none|pileup_like|baseline_quiet|anomaly_none|qtemplate_extreme|covariance_coupled|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_nominal|timing_core|amp_high_4000_7000|sat_plateau|pileup_like|baseline_quiet|anomaly_none|qtemplate_moderate|covariance_sparse|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_nominal|timing_core|amp_mid_2000_4000|sat_none|pileup_like|baseline_quiet|anomaly_secondary_peak|qtemplate_moderate|covariance_sparse|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_nominal|timing_core|amp_low_1000_2000|sat_none|pileup_quiet|baseline_adaptive_lowering|anomaly_pretrigger_excursion|qtemplate_extreme|covariance_coupled|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
shape_late_tail|timing_core|amp_high_4000_7000|sat_none|pileup_like|baseline_quiet|anomaly_secondary_peak|qtemplate_high|covariance_sparse|charge_transfer_ok,charge_failure_rate,0.0,0.0,0.0
