method,run,n,positives,roc_auc,average_precision
1d_cnn,58,2590,508,0.9851927280703744,0.8752377513336053
1d_cnn,59,5719,249,0.9732105753911442,0.5279733709268961
1d_cnn,60,5727,333,0.9670042678941455,0.4924160509177813
1d_cnn,61,5859,232,0.9716323085125288,0.4816026119346874
1d_cnn,62,5729,231,0.9786069393199258,0.5098883277205516
1d_cnn,63,4806,321,0.980522822700799,0.6646450664312816
1d_cnn,65,2870,203,0.9738585632460968,0.61482924903467
atom_gated_cnn_new,58,2590,508,0.9974509670441051,0.9885990583067259
atom_gated_cnn_new,59,5719,249,0.9959486942284678,0.9351632894349629
atom_gated_cnn_new,60,5727,333,0.9976673002256984,0.9643206927776068
atom_gated_cnn_new,61,5859,232,0.9968187556301821,0.9299647720712417
atom_gated_cnn_new,62,5729,231,0.9974118884631799,0.9467988005180694
atom_gated_cnn_new,63,4806,321,0.9968111079854275,0.9627775905392291
atom_gated_cnn_new,65,2870,203,0.9976893282428367,0.9679476402269447
gradient_boosted_trees,58,2590,508,0.9990696407905784,0.9960820335059694
gradient_boosted_trees,59,5719,249,0.9982397597703427,0.9676185684540307
gradient_boosted_trees,60,5727,333,0.9984770643836273,0.9777707572999664
gradient_boosted_trees,61,5859,232,0.9981814894933909,0.9607945471791407
gradient_boosted_trees,62,5729,231,0.9985799637491162,0.9717884364251369
gradient_boosted_trees,63,4806,321,0.9984253499897547,0.9798727833134572
gradient_boosted_trees,65,2870,203,0.9987624699621906,0.9863436498867106
mlp,58,2590,508,0.9976769384374503,0.9906646576972018
mlp,59,5719,249,0.9949509188490708,0.9246835106337098
mlp,60,5727,333,0.9949025777724332,0.9215715981812159
mlp,61,5859,232,0.9947398013273441,0.890490342093882
mlp,62,5729,231,0.9954678521430067,0.9162429811494184
mlp,63,4806,321,0.997408460878595,0.9680716036215168
mlp,65,2870,203,0.997901740114998,0.9715680445674959
q_token_attention,58,2590,508,0.10905625269463795,0.11191411600451268
q_token_attention,59,5719,249,0.20950346174460177,0.030475333761534742
q_token_attention,60,5727,333,0.22672449980570114,0.039367114194430425
q_token_attention,61,5859,232,0.20050878461604454,0.02585851487746885
q_token_attention,62,5729,231,0.18446928359623888,0.036143096245565776
q_token_attention,63,4806,321,0.16823263422206938,0.03867907695845176
q_token_attention,65,2870,203,0.17669343056255898,0.042623243307388294
ridge,58,2590,508,0.986928642205027,0.9580735655085609
ridge,59,5719,249,0.9764931756275559,0.7320687413572908
ridge,60,5727,333,0.9783487603287381,0.7662250760867104
ridge,61,5859,232,0.975286947782551,0.6896420144847487
ridge,62,5729,231,0.9805391649698671,0.6924675053355599
ridge,63,4806,321,0.9811729649194094,0.825779804092529
ridge,65,2870,203,0.9762338820947873,0.820374172375483
traditional_atom_table,58,2590,508,0.9627312661205534,0.7920077679462543
traditional_atom_table,59,5719,249,0.9796931785643488,0.6394717600654339
traditional_atom_table,60,5727,333,0.9717826836847971,0.6247132582725073
traditional_atom_table,61,5859,232,0.9768342903366161,0.5462552792730313
traditional_atom_table,62,5729,231,0.9779203456904438,0.5819318935722364
traditional_atom_table,63,4806,321,0.9788550967746417,0.6932871036600003
traditional_atom_table,65,2870,203,0.971069503011631,0.6306906048309813
traditional_q_threshold,58,2590,508,0.39499326813254965,0.16031368198208362
traditional_q_threshold,59,5719,249,0.45875568085871826,0.07482799193655311
traditional_q_threshold,60,5727,333,0.4087129398586573,0.09159846810206064
traditional_q_threshold,61,5859,232,0.3775508171807112,0.08132728400680597
traditional_q_threshold,62,5729,231,0.39467559238384997,0.07520550223600923
traditional_q_threshold,63,4806,321,0.4343700184415341,0.09467876640573936
traditional_q_threshold,65,2870,203,0.4791531600421868,0.10549792797108762
