heldout_runs,train_run,file,sha256,bytes
"58,59",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"58,59",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"58,59",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"58,59",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"58,59",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"58,59",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"58,60",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"58,60",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"58,60",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"58,60",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"58,60",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"58,60",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"58,61",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"58,61",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"58,61",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"58,61",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"58,61",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"58,61",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"58,62",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"58,62",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"58,62",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"58,62",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"58,62",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"58,62",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"58,63",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"58,63",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"58,63",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"58,63",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"58,63",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"58,63",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"58,65",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"58,65",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"58,65",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"58,65",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"58,65",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"58,65",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"59,60",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"59,60",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"59,60",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"59,60",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"59,60",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"59,60",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"59,61",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"59,61",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"59,61",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"59,61",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"59,61",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"59,61",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"59,62",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"59,62",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"59,62",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"59,62",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"59,62",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"59,62",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"59,63",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"59,63",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"59,63",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"59,63",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"59,63",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"59,63",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"59,65",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"59,65",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"59,65",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"59,65",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"59,65",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"59,65",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"60,61",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"60,61",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"60,61",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"60,61",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"60,61",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"60,61",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"60,62",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"60,62",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"60,62",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"60,62",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"60,62",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"60,62",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"60,63",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"60,63",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"60,63",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"60,63",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"60,63",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"60,63",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"60,65",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"60,65",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"60,65",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"60,65",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"60,65",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"60,65",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"61,62",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"61,62",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"61,62",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"61,62",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"61,62",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"61,62",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"61,63",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"61,63",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"61,63",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"61,63",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"61,63",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"61,63",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"61,65",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"61,65",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"61,65",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"61,65",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"61,65",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"61,65",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"62,63",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"62,63",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"62,63",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"62,63",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"62,63",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"62,63",65,data/root/root/hrda_run_0065.root,b4ae3f1e9adc613f05ca88688e8da194770399c975ed08b60831943825f259a2,9464668
"62,65",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"62,65",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
