method,run,n,positives,roc_auc,average_precision
1d_cnn,58,2790,157,0.8322685367735819,0.7538816494692879
1d_cnn,59,6319,901,0.9189756347178333,0.8818376444557732
1d_cnn,60,6327,830,0.941226649366248,0.9102717282218705
1d_cnn,61,6459,810,0.9120877944091492,0.8872600658839723
1d_cnn,62,6329,862,0.9443927857378398,0.9134300614098116
1d_cnn,63,5206,682,0.9130119972722864,0.8779286311818444
1d_cnn,65,3070,297,0.9033185564018598,0.8423181184238797
atom_gated_cnn_new,58,2790,157,0.9994339362476747,0.9911198492631133
atom_gated_cnn_new,59,6319,901,0.997840674956541,0.9896964963778879
atom_gated_cnn_new,60,6327,830,0.9981435657127327,0.9888719710568175
atom_gated_cnn_new,61,6459,810,0.9968162178818932,0.9855404563892998
atom_gated_cnn_new,62,6329,862,0.9983694616549752,0.9926162281414056
atom_gated_cnn_new,63,5206,682,0.9982076692310285,0.9900477409587946
atom_gated_cnn_new,65,3070,297,0.9978071373671806,0.9827388915495138
gradient_boosted_trees,58,2790,157,0.999484736840832,0.9927723270934419
gradient_boosted_trees,59,6319,901,0.9976091943286017,0.9892887924041859
gradient_boosted_trees,60,6327,830,0.9968699246686582,0.9881928227353615
gradient_boosted_trees,61,6459,810,0.9975799278360203,0.9882861286625689
gradient_boosted_trees,62,6329,862,0.9967024250544397,0.9925433177321734
gradient_boosted_trees,63,5206,682,0.9966950457773596,0.9882721329127123
gradient_boosted_trees,65,3070,297,0.9959202555668477,0.9882318683363969
mlp,58,2790,157,0.9992621818612853,0.9881284462293383
mlp,59,6319,901,0.9970714627813975,0.9876684460037887
mlp,60,6327,830,0.9979774290905663,0.9894975432206033
mlp,61,6459,810,0.9962357589784273,0.9842814789813508
mlp,62,6329,862,0.9976288865867639,0.9919573507507462
mlp,63,5206,682,0.9978543888443777,0.9905204594032493
mlp,65,3070,297,0.9976857164019083,0.9845070434036673
ridge,58,2790,157,0.9606803408961708,0.772430212700911
ridge,59,6319,901,0.9642169870727287,0.842109871021736
ridge,60,6327,830,0.9664062106165245,0.8663134667302441
ridge,61,6459,810,0.9637243781812141,0.8329066891217515
ridge,62,6329,862,0.970196627985589,0.88495330269539
ridge,63,5206,682,0.9651707673120353,0.8577295100106446
ridge,65,3070,297,0.9690874364513025,0.8288832953807169
traditional_smoothed_atom_table,58,2790,157,0.974198136827769,0.8153778865845805
traditional_smoothed_atom_table,59,6319,901,0.973500282078606,0.9096974890839955
traditional_smoothed_atom_table,60,6327,830,0.9769582970777051,0.9050879140494107
traditional_smoothed_atom_table,61,6459,810,0.9679781628563124,0.8677888461553234
traditional_smoothed_atom_table,62,6329,862,0.9820980300703186,0.9257029968478522
traditional_smoothed_atom_table,63,5206,682,0.9683745990753777,0.9067176001593533
traditional_smoothed_atom_table,65,3070,297,0.9751342005218675,0.872657340662536
