event_index,run,group,eventno,stratum,ref_stave,ref_amp_adc
15,44,high_20nA,29,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,2067.5
91,44,high_20nA,220,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1792.5
190,44,high_20nA,425,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1672.0
602,44,high_20nA,1351,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1184.5
664,44,high_20nA,1503,amp_1000_2500|s16_large_lowering|p02_early_pathology,B4,1038.0
748,44,high_20nA,1660,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1039.0
809,44,high_20nA,1801,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1345.0
837,44,high_20nA,1873,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1328.5
845,44,high_20nA,1892,amp_1000_2500|s16_large_lowering|p02_early_pathology,B6,1752.0
1012,44,high_20nA,2302,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1135.0
1223,44,high_20nA,2764,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1538.0
1238,44,high_20nA,2808,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,2084.0
1496,44,high_20nA,3405,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1742.5
1555,44,high_20nA,3542,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1370.0
1641,44,high_20nA,3725,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1323.5
1689,44,high_20nA,3829,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1622.0
1826,44,high_20nA,4098,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1295.0
1833,44,high_20nA,4115,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1098.0
1895,44,high_20nA,4251,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1855.5
1904,44,high_20nA,4268,amp_1000_2500|s16_large_lowering|p02_early_pathology,B2,1788.5
96,44,high_20nA,238,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,2062.5
141,44,high_20nA,334,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,1091.5
143,44,high_20nA,337,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,1379.0
216,44,high_20nA,492,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,2266.0
309,44,high_20nA,689,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,1761.5
314,44,high_20nA,703,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,2095.0
515,44,high_20nA,1158,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,1537.5
535,44,high_20nA,1204,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,1836.0
830,44,high_20nA,1860,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,1348.0
931,44,high_20nA,2103,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,2491.0
942,44,high_20nA,2130,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,1506.0
1066,44,high_20nA,2416,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,2463.5
1080,44,high_20nA,2442,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,2328.0
1118,44,high_20nA,2521,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,2352.0
1235,44,high_20nA,2797,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,1285.0
1272,44,high_20nA,2872,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,1449.5
1426,44,high_20nA,3251,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,2444.5
1482,44,high_20nA,3376,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,1202.0
1487,44,high_20nA,3384,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,2226.5
1792,44,high_20nA,4033,amp_1000_2500|s16_mild_lowering|p02_broad_late,B2,1792.0
70,44,high_20nA,158,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1710.0
387,44,high_20nA,870,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1217.5
389,44,high_20nA,873,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1758.0
410,44,high_20nA,927,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1088.0
414,44,high_20nA,938,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1369.5
506,44,high_20nA,1136,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1027.5
584,44,high_20nA,1317,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1746.5
783,44,high_20nA,1747,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1654.0
887,44,high_20nA,1997,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1889.5
948,44,high_20nA,2144,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,2451.0
1020,44,high_20nA,2324,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1757.0
1048,44,high_20nA,2381,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,2116.5
1049,44,high_20nA,2385,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1591.0
1168,44,high_20nA,2627,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,2022.0
1177,44,high_20nA,2649,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1882.5
1195,44,high_20nA,2694,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,2105.5
1306,44,high_20nA,2953,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1321.5
1412,44,high_20nA,3214,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1415.5
1522,44,high_20nA,3457,amp_1000_2500|s16_no_lowering|p02_broad_late,B2,1420.5
1705,44,high_20nA,3867,amp_1000_2500|s16_no_lowering|p02_broad_late,B6,1238.5
26,44,high_20nA,70,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,2977.5
43,44,high_20nA,109,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,3714.5
79,44,high_20nA,190,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,4361.0
211,44,high_20nA,481,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,2545.0
218,44,high_20nA,499,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,3083.5
275,44,high_20nA,622,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,2957.5
339,44,high_20nA,772,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,2660.5
524,44,high_20nA,1184,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,3098.5
755,44,high_20nA,1673,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,2565.0
824,44,high_20nA,1841,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,2723.0
924,44,high_20nA,2084,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,3164.5
1019,44,high_20nA,2323,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,3366.5
1135,44,high_20nA,2559,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,4062.5
1279,44,high_20nA,2888,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,2561.0
1524,44,high_20nA,3464,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,2767.0
1559,44,high_20nA,3548,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,2813.5
1599,44,high_20nA,3635,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,3310.5
1617,44,high_20nA,3666,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,2628.5
1620,44,high_20nA,3674,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,3560.5
1871,44,high_20nA,4197,amp_2500_4500|s16_large_lowering|p02_early_pathology,B2,4102.5
62,44,high_20nA,141,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,3139.5
353,44,high_20nA,799,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,3424.5
453,44,high_20nA,1029,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,2783.0
484,44,high_20nA,1091,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,2549.5
501,44,high_20nA,1129,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,4101.5
589,44,high_20nA,1324,amp_2500_4500|s16_no_lowering|p02_broad_late,B4,4054.0
591,44,high_20nA,1329,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,3913.5
665,44,high_20nA,1505,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,3714.5
778,44,high_20nA,1737,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,3543.0
825,44,high_20nA,1842,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,2597.5
1011,44,high_20nA,2301,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,2821.0
1067,44,high_20nA,2420,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,3231.5
1091,44,high_20nA,2463,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,2541.0
1133,44,high_20nA,2556,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,3680.5
1140,44,high_20nA,2571,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,3265.5
1215,44,high_20nA,2741,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,3599.0
1298,44,high_20nA,2924,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,3635.0
1408,44,high_20nA,3207,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,3043.5
1415,44,high_20nA,3225,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,3143.5
1754,44,high_20nA,3958,amp_2500_4500|s16_no_lowering|p02_broad_late,B2,4464.5
117,44,high_20nA,282,amp_ge_4500|s16_large_lowering|p02_broad_late,B2,7054.5
129,44,high_20nA,305,amp_ge_4500|s16_large_lowering|p02_broad_late,B2,8020.5
138,44,high_20nA,325,amp_ge_4500|s16_large_lowering|p02_broad_late,B2,7550.5
140,44,high_20nA,328,amp_ge_4500|s16_large_lowering|p02_broad_late,B2,4783.0
193,44,high_20nA,436,amp_ge_4500|s16_large_lowering|p02_broad_late,B2,6441.5
246,44,high_20nA,560,amp_ge_4500|s16_large_lowering|p02_broad_late,B2,4842.0
526,44,high_20nA,1186,amp_ge_4500|s16_large_lowering|p02_broad_late,B2,9365.5
