heldout_run,method,architecture,control,n_pulses,pred_sigma_median_ns,abs_error_median_ns,pull_width_sigma68,pull_rms
58,mlp_true_waveform,mlp,true_waveform,219,1.8482568264007568,0.5513814517781341,0.37373398559929755,1.7487572200025996
58,mlp_amplitude_only,mlp,amplitude_only,219,1.7596116065979004,0.3490729469006908,0.2827282441449819,1.1423241357399652
58,mlp_phase_scrambled,mlp,phase_scrambled,219,1.7791507244110107,0.3338499934298653,0.3257811050054699,0.9501337737842206
58,mlp_sample_permuted,mlp,sample_permuted,219,1.7717020511627197,0.3683299252469965,0.34175890327292135,0.997024070284012
58,mlp_run_only,mlp,run_only,219,2.0033376216888428,1.2977574146732636,0.83074203833981,1.236354804489217
58,mlp_shuffled_target,mlp,shuffled_target,219,2.438518524169922,1.2959820686372936,0.7227155758218897,0.9673988594182851
58,cnn_true_waveform,cnn,true_waveform,219,2.146575927734375,0.35554509932939027,0.2358767942197173,0.9197040069697056
58,cnn_amplitude_only,cnn,amplitude_only,219,1.8042001724243164,0.2717489487043636,0.22844934062852007,1.1114940121127794
58,cnn_phase_scrambled,cnn,phase_scrambled,219,2.155409097671509,0.27814164345844006,0.24000948161179406,0.9177817708522462
58,cnn_sample_permuted,cnn,sample_permuted,219,2.1925806999206543,0.24868388576699374,0.23808553091097784,0.934771415122686
58,cnn_run_only,cnn,run_only,219,2.1778597831726074,1.1583516928634054,0.7641707662649442,1.1372798711498586
58,cnn_shuffled_target,cnn,shuffled_target,219,2.534186840057373,1.256015515946224,0.6552272262723322,1.0942794964175202
59,mlp_true_waveform,mlp,true_waveform,2289,1.387251377105713,0.49937874988286524,0.6191238152404797,0.9962180849176326
59,mlp_amplitude_only,mlp,amplitude_only,2289,1.7245200872421265,0.5335977941291574,0.5177031363161811,0.9846887678875778
59,mlp_phase_scrambled,mlp,phase_scrambled,2289,1.6891169548034668,0.5982501195762921,0.5854256466237466,1.1140116276824013
59,mlp_sample_permuted,mlp,sample_permuted,2289,1.738724946975708,0.6149645573912892,0.5724190805676328,1.106691368731924
59,mlp_run_only,mlp,run_only,2289,2.488845109939575,1.1725893138771823,0.6636737684365154,0.9418699722666831
59,mlp_shuffled_target,mlp,shuffled_target,2289,2.5175938606262207,1.152523963741828,0.7023069120472432,0.9503219210138896
59,cnn_true_waveform,cnn,true_waveform,2289,1.8819228410720825,0.49904422445075625,0.5536162656884771,0.9488005371314907
59,cnn_amplitude_only,cnn,amplitude_only,2289,1.7605946063995361,0.5729258973589424,0.527567965154105,1.0042697286611248
59,cnn_phase_scrambled,cnn,phase_scrambled,2289,2.0031163692474365,0.5046050440799164,0.49772076140680216,0.9652516053548036
59,cnn_sample_permuted,cnn,sample_permuted,2289,1.9307091236114502,0.5113421391214388,0.4964167453779391,1.001740192511053
59,cnn_run_only,cnn,run_only,2289,1.881535291671753,1.1840132195411712,0.8778901041504121,1.2458806832116622
59,cnn_shuffled_target,cnn,shuffled_target,2289,2.440443277359009,1.2092091200520017,0.6764889938531938,0.9328754600019357
60,mlp_true_waveform,mlp,true_waveform,2424,1.5832438468933105,0.5548841462938725,0.5642682364982088,0.8196412742924846
60,mlp_amplitude_only,mlp,amplitude_only,2424,1.9833484292030334,0.49528556602361107,0.42522823442255225,0.8602169665711928
60,mlp_phase_scrambled,mlp,phase_scrambled,2424,1.9186456203460693,0.6020128415645338,0.48617932563644195,0.9112687713195904
60,mlp_sample_permuted,mlp,sample_permuted,2424,1.902391791343689,0.6507352638300468,0.4654834712178419,0.9160818684936431
60,mlp_run_only,mlp,run_only,2424,2.4439237117767334,1.17667496881851,0.6484805004538022,0.9332971397869126
60,mlp_shuffled_target,mlp,shuffled_target,2424,2.521939754486084,1.1707005923501121,0.662254015956834,0.9307746504091959
60,cnn_true_waveform,cnn,true_waveform,2424,2.012630820274353,0.4766303517347872,0.46000574260788774,0.8951575113800364
60,cnn_amplitude_only,cnn,amplitude_only,2424,1.9363753199577332,0.4551007431980807,0.4412237469594451,0.882284593456036
60,cnn_phase_scrambled,cnn,phase_scrambled,2424,2.2018516063690186,0.4480843455564667,0.422728545533432,0.8957805636231744
60,cnn_sample_permuted,cnn,sample_permuted,2424,2.2078815698623657,0.4377657547394058,0.41600507872461706,0.9095378175285606
60,cnn_run_only,cnn,run_only,2424,2.38665771484375,1.2070803619277513,0.6640402860565393,0.9556908792880536
60,cnn_shuffled_target,cnn,shuffled_target,2424,2.5097546577453613,1.1985597683841434,0.637778603850202,0.9026300038345867
61,mlp_true_waveform,mlp,true_waveform,2799,1.460636019706726,0.6880299776633407,0.7337149962574433,1.2224422154074714
61,mlp_amplitude_only,mlp,amplitude_only,2799,1.6732439994812012,0.6269340170389555,0.6743863221750086,1.2589947102424899
61,mlp_phase_scrambled,mlp,phase_scrambled,2799,1.679876446723938,0.6732231770624963,0.698097699652163,1.222369714526794
61,mlp_sample_permuted,mlp,sample_permuted,2799,1.6696152687072754,0.667880263220404,0.7095894122738016,1.3055111576416027
61,mlp_run_only,mlp,run_only,2799,2.123356819152832,1.8935318971261026,1.1671331958697793,1.4465442182735426
61,mlp_shuffled_target,mlp,shuffled_target,2799,2.4715826511383057,1.8870585762435894,0.998207834789269,1.2131458551352252
61,cnn_true_waveform,cnn,true_waveform,2799,1.7655285596847534,0.6108610916234483,0.7051231498599525,1.1284832343602231
61,cnn_amplitude_only,cnn,amplitude_only,2799,1.6703780889511108,0.6499672222234238,0.6856528782895384,1.2419548030590262
61,cnn_phase_scrambled,cnn,phase_scrambled,2799,2.0023345947265625,0.5987385903467981,0.6334809079312993,1.1534083312796617
61,cnn_sample_permuted,cnn,sample_permuted,2799,2.0701169967651367,0.5930623930147902,0.6202830534253969,1.1350290255586744
61,cnn_run_only,cnn,run_only,2799,2.4353597164154053,1.8951118880113924,1.0176074662011096,1.261222114077751
61,cnn_shuffled_target,cnn,shuffled_target,2799,2.476313591003418,1.9702424390784898,1.0705553612502525,1.2902577456719504
62,mlp_true_waveform,mlp,true_waveform,2421,1.4184010028839111,0.5348866149682863,0.6654662720146713,1.4755482663159467
62,mlp_amplitude_only,mlp,amplitude_only,2421,1.7943347692489624,0.5177908903264523,0.5087117664073432,0.9911122520357774
